city,drive,fuelType,highway,make,model,,VClass
13,4-Wheel or All-Wheel Drive,Regular,16,Chevrolet,Tahoe 1500 4WD,Automatic,Sport Utility Vehicle - 4WD
13,4-Wheel or All-Wheel Drive,Regular,16,Chevrolet,Tahoe 1500 4WD,Automatic,Sport Utility Vehicle - 4WD
20,4-Wheel or All-Wheel Drive,Regular,23,Chevrolet,Tracker 4WD Convertible,Automatic,Sport Utility Vehicle - 4WD
20,4-Wheel or All-Wheel Drive,Regular,23,Chevrolet,Tracker 4WD Convertible,Manual,Sport Utility Vehicle - 4WD
20,4-Wheel or All-Wheel Drive,Regular,23,Chevrolet,Tracker 4WD Hardtop,Automatic,Sport Utility Vehicle - 4WD
20,4-Wheel or All-Wheel Drive,Regular,23,Chevrolet,Tracker 4WD Hardtop,Manual,Sport Utility Vehicle - 4WD
16,4-Wheel or All-Wheel Drive,Regular,19,Chevrolet,Tracker LT 4WD,Automatic,Sport Utility Vehicle - 4WD
16,4-Wheel or All-Wheel Drive,Regular,19,Chevrolet,Tracker ZR2 4WD,Automatic,Sport Utility Vehicle - 4WD
19,4-Wheel or All-Wheel Drive,Regular,23,Chevrolet,Tracker ZR2 4WD Convertible,Automatic,Sport Utility Vehicle - 4WD
20,Front-Wheel Drive,Regular,23,Dodge,600 Convertible,Automatic,Subcompact Cars
20,4-Wheel or All-Wheel Drive,Regular,23,Chevrolet,Tracker ZR2 4WD Convertible,Manual,Sport Utility Vehicle - 4WD
14,4-Wheel or All-Wheel Drive,Regular,20,Chevrolet,TrailBlazer 4WD,Automatic,Sport Utility Vehicle - 4WD
14,4-Wheel or All-Wheel Drive,Regular,19,Chevrolet,TrailBlazer Ext 4WD,Automatic,Sport Utility Vehicle - 4WD
12,4-Wheel or All-Wheel Drive,Regular,16,Dodge,Durango 4WD,Automatic,Sport Utility Vehicle - 4WD
12,4-Wheel or All-Wheel Drive,Regular,16,Dodge,Durango 4WD,Automatic,Sport Utility Vehicle - 4WD
11,4-Wheel or All-Wheel Drive,Regular,15,Dodge,Durango 4WD,Automatic,Sport Utility Vehicle - 4WD
19,4-Wheel or All-Wheel Drive,Regular,23,Ford,Escape 4WD,Manual,Sport Utility Vehicle - 4WD
16,4-Wheel or All-Wheel Drive,Regular,22,Ford,Escape 4WD,Automatic,Sport Utility Vehicle - 4WD
12,4-Wheel or All-Wheel Drive,Regular,16,Ford,Expedition 4WD,Automatic,Sport Utility Vehicle - 4WD
11,4-Wheel or All-Wheel Drive,Regular,15,Ford,Expedition 4WD,Automatic,Sport Utility Vehicle - 4WD
22,Front-Wheel Drive,Regular,28,Ford,Laser,Automatic,Subcompact Cars
13,4-Wheel or All-Wheel Drive,Regular,18,Ford,Explorer 4WD,Automatic,Sport Utility Vehicle - 4WD
14,4-Wheel or All-Wheel Drive,Regular,18,Ford,Explorer 4WD,Manual,Sport Utility Vehicle - 4WD
13,4-Wheel or All-Wheel Drive,Regular,17,Ford,Explorer 4WD,Automatic,Sport Utility Vehicle - 4WD
13,4-Wheel or All-Wheel Drive,Regular,18,Ford,Explorer Sport 4WD,Automatic,Sport Utility Vehicle - 4WD
14,4-Wheel or All-Wheel Drive,Regular,18,Ford,Explorer Sport 4WD,Manual,Sport Utility Vehicle - 4WD
14,4-Wheel or All-Wheel Drive,Regular,19,GMC,Envoy 4WD,Automatic,Sport Utility Vehicle - 4WD
14,4-Wheel or All-Wheel Drive,Regular,19,GMC,Envoy XL 4WD,Automatic,Sport Utility Vehicle - 4WD
14,4-Wheel or All-Wheel Drive,Regular,18,GMC,Jimmy 4WD,Automatic,Sport Utility Vehicle - 4WD
12,4-Wheel or All-Wheel Drive,Regular,16,GMC,Jimmy 4WD,Manual,Sport Utility Vehicle - 4WD
13,4-Wheel or All-Wheel Drive,Regular,16,GMC,Yukon 1500 4WD,Automatic,Sport Utility Vehicle - 4WD
23,Front-Wheel Drive,Regular,27,Ford,Laser,Manual,Subcompact Cars
12,4-Wheel or All-Wheel Drive,Regular,15,GMC,Yukon 1500 4WD,Automatic,Sport Utility Vehicle - 4WD
10,4-Wheel or All-Wheel Drive,Regular,14,GMC,Yukon Denali 1500 AWD,Automatic,Sport Utility Vehicle - 4WD
10,4-Wheel or All-Wheel Drive,Regular,14,GMC,Yukon Denali XL 1500 AWD,Automatic,Sport Utility Vehicle - 4WD
12,4-Wheel or All-Wheel Drive,Regular,15,GMC,Yukon XL 1500 4WD,Automatic,Sport Utility Vehicle - 4WD
20,4-Wheel or All-Wheel Drive,Regular,24,Honda,CR-V 4WD,Automatic,Sport Utility Vehicle - 4WD
19,4-Wheel or All-Wheel Drive,Regular,23,Honda,CR-V 4WD,Manual,Sport Utility Vehicle - 4WD
15,4-Wheel or All-Wheel Drive,Regular,19,Honda,Passport 4WD,Automatic,Sport Utility Vehicle - 4WD
15,4-Wheel or All-Wheel Drive,Regular,19,Honda,Passport 4WD,Manual,Sport Utility Vehicle - 4WD
16,4-Wheel or All-Wheel Drive,Regular,21,Hyundai,Santa Fe 4WD,Automatic,Sport Utility Vehicle - 4WD
13,4-Wheel or All-Wheel Drive,Regular,17,Infiniti,QX4 4WD,Automatic,Sport Utility Vehicle - 4WD
18,Rear-Wheel Drive,Regular,23,Ford,Mustang,Automatic,Subcompact Cars
14,4-Wheel or All-Wheel Drive,Regular,18,Isuzu,Axiom 4WD,Automatic,Sport Utility Vehicle - 4WD
15,4-Wheel or All-Wheel Drive,Regular,19,Isuzu,Rodeo 4WD,Automatic,Sport Utility Vehicle - 4WD
15,4-Wheel or All-Wheel Drive,Regular,19,Isuzu,Rodeo 4WD,Manual,Sport Utility Vehicle - 4WD
15,4-Wheel or All-Wheel Drive,Regular,19,Isuzu,Rodeo Sport 4WD,Automatic,Sport Utility Vehicle - 4WD
15,4-Wheel or All-Wheel Drive,Regular,19,Isuzu,Rodeo Sport 4WD,Manual,Sport Utility Vehicle - 4WD
14,4-Wheel or All-Wheel Drive,Regular,18,Isuzu,Trooper 4WD,Automatic,Sport Utility Vehicle - 4WD
14,4-Wheel or All-Wheel Drive,Regular,17,Isuzu,Trooper 4WD,Manual,Sport Utility Vehicle - 4WD
13,4-Wheel or All-Wheel Drive,Regular,18,Jeep,Grand Cherokee 4WD,Automatic,Sport Utility Vehicle - 4WD
12,4-Wheel or All-Wheel Drive,Regular,17,Jeep,Grand Cherokee 4WD,Automatic,Sport Utility Vehicle - 4WD
14,4-Wheel or All-Wheel Drive,Regular,18,Jeep,Liberty 4WD,Automatic,Sport Utility Vehicle - 4WD
17,Rear-Wheel Drive,Premium,22,Mitsubishi,Starion,Manual,Subcompact Cars
21,Rear-Wheel Drive,Regular,26,Ford,Mustang,Manual,Subcompact Cars
14,4-Wheel or All-Wheel Drive,Regular,20,Jeep,Liberty 4WD,Manual,Sport Utility Vehicle - 4WD
14,4-Wheel or All-Wheel Drive,Regular,17,Jeep,Wrangler 4WD,Automatic,Sport Utility Vehicle - 4WD
16,4-Wheel or All-Wheel Drive,Regular,19,Jeep,Wrangler 4WD,Manual,Sport Utility Vehicle - 4WD
13,4-Wheel or All-Wheel Drive,Regular,16,Jeep,Wrangler 4WD,Automatic,Sport Utility Vehicle - 4WD
14,4-Wheel or All-Wheel Drive,Regular,17,Jeep,Wrangler 4WD,Manual,Sport Utility Vehicle - 4WD
16,4-Wheel or All-Wheel Drive,Regular,20,Kia,Sportage 4WD,Automatic,Sport Utility Vehicle - 4WD
17,4-Wheel or All-Wheel Drive,Regular,20,Kia,Sportage 4WD,Manual,Sport Utility Vehicle - 4WD
15,4-Wheel or All-Wheel Drive,Premium,19,Land Rover,Freelander,Automatic,Sport Utility Vehicle - 4WD
12,4-Wheel or All-Wheel Drive,Premium,16,Land Rover,Discovery Series II,Automatic,Sport Utility Vehicle - 4WD
11,4-Wheel or All-Wheel Drive,Premium,14,Land Rover,Range Rover,Automatic,Sport Utility Vehicle - 4WD
18,Rear-Wheel Drive,Regular,24,Ford,Mustang,Manual,Subcompact Cars
12,4-Wheel or All-Wheel Drive,Regular,15,Lexus,LX 470,Automatic,Sport Utility Vehicle - 4WD
10,4-Wheel or All-Wheel Drive,Premium,15,Lincoln,Navigator 4WD,Automatic,Sport Utility Vehicle - 4WD
19,4-Wheel or All-Wheel Drive,Regular,23,Mazda,Tribute 4WD,Manual,Sport Utility Vehicle - 4WD
16,4-Wheel or All-Wheel Drive,Regular,22,Mazda,Tribute 4WD,Automatic,Sport Utility Vehicle - 4WD
11,4-Wheel or All-Wheel Drive,Premium,13,Mercedes-Benz,G500,Automatic,Sport Utility Vehicle - 4WD
14,4-Wheel or All-Wheel Drive,Premium,17,Mercedes-Benz,ML320,Automatic,Sport Utility Vehicle - 4WD
13,4-Wheel or All-Wheel Drive,Premium,16,Mercedes-Benz,ML500,Automatic,Sport Utility Vehicle - 4WD
12,4-Wheel or All-Wheel Drive,Premium,16,Mercedes-Benz,ML55 AMG,Automatic,Sport Utility Vehicle - 4WD
13,4-Wheel or All-Wheel Drive,Regular,18,Mercury,Mountaineer 4WD,Automatic,Sport Utility Vehicle - 4WD
12,4-Wheel or All-Wheel Drive,Regular,17,Mercury,Mountaineer 4WD,Automatic,Sport Utility Vehicle - 4WD
17,Rear-Wheel Drive,Regular,21,Ford,Mustang,Automatic,Subcompact Cars
14,4-Wheel or All-Wheel Drive,Premium,17,Mitsubishi,Montero,Automatic,Sport Utility Vehicle - 4WD
13,4-Wheel or All-Wheel Drive,Premium,17,Mitsubishi,Montero,Automatic,Sport Utility Vehicle - 4WD
15,4-Wheel or All-Wheel Drive,Regular,19,Mitsubishi,Montero Sport 4WD,Automatic,Sport Utility Vehicle - 4WD
14,4-Wheel or All-Wheel Drive,Regular,17,Mitsubishi,Montero Sport 4WD,Automatic,Sport Utility Vehicle - 4WD
15,4-Wheel or All-Wheel Drive,Regular,19,Mitsubishi,Nativa 4WD (Puerto Rico Only),Automatic,Sport Utility Vehicle - 4WD
13,4-Wheel or All-Wheel Drive,Regular,17,Nissan,Pathfinder 4WD,Automatic,Sport Utility Vehicle - 4WD
15,4-Wheel or All-Wheel Drive,Regular,17,Nissan,Pathfinder 4WD,Manual,Sport Utility Vehicle - 4WD
14,4-Wheel or All-Wheel Drive,Regular,18,Nissan,Xterra V6 4WD,Automatic,Sport Utility Vehicle - 4WD
14,4-Wheel or All-Wheel Drive,Premium,17,Nissan,Xterra V6 4WD,Automatic,Sport Utility Vehicle - 4WD
15,4-Wheel or All-Wheel Drive,Regular,17,Nissan,Xterra V6 4WD,Manual,Sport Utility Vehicle - 4WD
15,Rear-Wheel Drive,Regular,24,Ford,Mustang,Automatic,Subcompact Cars
13,4-Wheel or All-Wheel Drive,Premium,17,Nissan,Xterra V6 4WD,Manual,Sport Utility Vehicle - 4WD
14,4-Wheel or All-Wheel Drive,Regular,19,Oldsmobile,Bravada AWD,Automatic,Sport Utility Vehicle - 4WD
16,4-Wheel or All-Wheel Drive,Regular,22,Pontiac,Aztek AWD,Automatic,Sport Utility Vehicle - 4WD
18,4-Wheel or All-Wheel Drive,Regular,24,Saturn,Vue AWD,Automatic,Sport Utility Vehicle - 4WD
17,4-Wheel or All-Wheel Drive,Regular,23,Saturn,Vue AWD,Automatic,Sport Utility Vehicle - 4WD
19,4-Wheel or All-Wheel Drive,Regular,25,Subaru,Forester AWD,Automatic,Sport Utility Vehicle - 4WD
19,4-Wheel or All-Wheel Drive,Regular,25,Subaru,Forester AWD,Manual,Sport Utility Vehicle - 4WD
16,4-Wheel or All-Wheel Drive,Regular,19,Suzuki,Grand Vitara 4WD,Automatic,Sport Utility Vehicle - 4WD
17,4-Wheel or All-Wheel Drive,Regular,20,Suzuki,Grand Vitara 4WD,Manual,Sport Utility Vehicle - 4WD
15,4-Wheel or All-Wheel Drive,Regular,18,Suzuki,Grand Vitara XL7 4WD,Automatic,Sport Utility Vehicle - 4WD
15,Rear-Wheel Drive,Regular,23,Ford,Mustang,Manual,Subcompact Cars
16,4-Wheel or All-Wheel Drive,Regular,19,Suzuki,Grand Vitara XL7 4WD,Manual,Sport Utility Vehicle - 4WD
20,4-Wheel or All-Wheel Drive,Regular,23,Suzuki,Vitara 2Door 4WD,Automatic,Sport Utility Vehicle - 4WD
20,4-Wheel or All-Wheel Drive,Regular,23,Suzuki,Vitara 2Door 4WD,Manual,Sport Utility Vehicle - 4WD
20,4-Wheel or All-Wheel Drive,Regular,23,Suzuki,Vitara 4Door 4WD,Automatic,Sport Utility Vehicle - 4WD
20,4-Wheel or All-Wheel Drive,Regular,23,Suzuki,Vitara 4Door 4WD,Manual,Sport Utility Vehicle - 4WD
15,4-Wheel or All-Wheel Drive,Regular,18,Toyota,4Runner 4WD,Automatic,Sport Utility Vehicle - 4WD
17,4-Wheel or All-Wheel Drive,Regular,22,Toyota,Highlander 4WD,Automatic,Sport Utility Vehicle - 4WD
16,4-Wheel or All-Wheel Drive,Regular,21,Toyota,Highlander 4WD,Automatic,Sport Utility Vehicle - 4WD
12,4-Wheel or All-Wheel Drive,Regular,15,Toyota,Land Cruiser Wagon 4WD,Automatic,Sport Utility Vehicle - 4WD
20,4-Wheel or All-Wheel Drive,Regular,25,Toyota,RAV4 4WD,Automatic,Sport Utility Vehicle - 4WD
21,Front-Wheel Drive,Regular,27,Honda,Accord,Automatic,Subcompact Cars
20,4-Wheel or All-Wheel Drive,Regular,25,Toyota,RAV4 4WD,Manual,Sport Utility Vehicle - 4WD
13,4-Wheel or All-Wheel Drive,Regular,16,Toyota,Sequoia 4WD,Automatic,Sport Utility Vehicle - 4WD
17,4-Wheel or All-Wheel Drive,Premium,23,Volvo,V70 XC AWD,Automatic,Sport Utility Vehicle - 4WD
20,Front-Wheel Drive,Gasoline or natural gas,28,Chevrolet,Cavalier Dual-fuel,Automatic,Subcompact Cars
14,Rear-Wheel Drive,CNG,20,Ford,Crown Victoria CNG,Automatic,Large Cars
11,Rear-Wheel Drive,CNG,15,Ford,F150 CNG,Automatic,Standard Pickup Trucks 2WD
12,Rear-Wheel Drive,CNG,14,Dodge,Ram Van 2500 2WD CNG,Automatic,"Vans, Cargo Type"
12,Rear-Wheel Drive,CNG,14,Dodge,Ram Wagon 2500 2WD CNG,Automatic,"Vans, Passenger Type"
17,Rear-Wheel Drive,Gasoline or E85,23,Chevrolet,S10 Pickup 2WD FFV,Automatic,Small Pickup Trucks 2WD
19,Rear-Wheel Drive,Gasoline or E85,25,Chevrolet,S10 Pickup 2WD FFV,Manual,Small Pickup Trucks 2WD
23,Front-Wheel Drive,Regular,30,Honda,Accord,Manual,Subcompact Cars
17,Rear-Wheel Drive,Gasoline or E85,23,GMC,Sonoma 2WD (FFV),Automatic,Small Pickup Trucks 2WD
19,Rear-Wheel Drive,Gasoline or E85,25,GMC,Sonoma 2WD (FFV),Manual,Small Pickup Trucks 2WD
17,Rear-Wheel Drive,Gasoline or E85,23,Isuzu,Hombre Pickup 2WD (FFV),Automatic,Small Pickup Trucks 2WD
19,Rear-Wheel Drive,Gasoline or E85,25,Isuzu,Hombre Pickup 2WD (FFV),Manual,Small Pickup Trucks 2WD
10,Rear-Wheel Drive,Gasoline or natural gas,14,Ford,F150 Dual-fuel 2WD (CNG),Automatic,Standard Pickup Trucks 2WD
10,4-Wheel or All-Wheel Drive,Gasoline or natural gas,14,Ford,F150 Dual-fuel 4WD (CNG),Automatic,Standard Pickup Trucks 4WD
11,Rear-Wheel Drive,Gasoline or propane,15,Ford,F150 Dual-fuel 2WD (LPG),Automatic,Standard Pickup Trucks 2WD
11,4-Wheel or All-Wheel Drive,Gasoline or propane,15,Ford,F150 Dual-fuel 4WD (LPG),Automatic,Standard Pickup Trucks 4WD
26,Front-Wheel Drive,CNG,31,Honda,Civic CNG,Automatic,Compact Cars
16,Front-Wheel Drive,Gasoline or E85,22,Chrysler,Town and Country/Voyager/Grand Voy. 2WD,Automatic,Minivan - 2WD
21,Front-Wheel Drive,Regular,26,Honda,Accord,Automatic,Subcompact Cars
16,Front-Wheel Drive,Gasoline or E85,22,Dodge,Caravan/Grand Caravan 2WD,Automatic,Minivan - 2WD
16,Front-Wheel Drive,Gasoline or E85,22,Chrysler,Town and Country/Voyager/Grand Voy. 2WD,Automatic,Minivan - 2WD
13,Rear-Wheel Drive,Gasoline or E85,17,Chevrolet,Suburban 1500 2WD,Automatic,Sport Utility Vehicle - 2WD
13,Rear-Wheel Drive,Gasoline or E85,17,Chevrolet,Tahoe 1500 2WD,Automatic,Sport Utility Vehicle - 2WD
13,Rear-Wheel Drive,Gasoline or E85,17,GMC,Yukon 1500 2WD,Automatic,Sport Utility Vehicle - 2WD
13,Rear-Wheel Drive,Gasoline or E85,17,GMC,Yukon XL 1500 2WD,Automatic,Sport Utility Vehicle - 2WD
12,4-Wheel or All-Wheel Drive,Gasoline or E85,16,Chevrolet,Suburban 1500 4WD,Automatic,Sport Utility Vehicle - 4WD
12,4-Wheel or All-Wheel Drive,Gasoline or E85,16,Chevrolet,Tahoe 1500 4WD,Automatic,Sport Utility Vehicle - 4WD
12,4-Wheel or All-Wheel Drive,Gasoline or E85,16,GMC,Yukon 1500 4WD,Automatic,Sport Utility Vehicle - 4WD
12,4-Wheel or All-Wheel Drive,Gasoline or E85,16,GMC,Yukon XL 1500 4WD,Automatic,Sport Utility Vehicle - 4WD
22,Front-Wheel Drive,Regular,28,Honda,Accord,Manual,Subcompact Cars
14,4-Wheel or All-Wheel Drive,Gasoline or E85,19,Ford,Explorer 4WD FFV,Automatic,Sport Utility Vehicle - 4WD
13,4-Wheel or All-Wheel Drive,Gasoline or E85,18,Mercury,Mountaineer 4WD FFV,Automatic,Sport Utility Vehicle - 4WD
18,Front-Wheel Drive,Gasoline or E85,25,Mercury,Sable,Automatic,Midsize Cars
18,Front-Wheel Drive,Gasoline or E85,25,Ford,Taurus,Automatic,Large Cars
17,Front-Wheel Drive,Gasoline or E85,24,Ford,Taurus Wagon,Automatic,Midsize Station Wagons
17,Front-Wheel Drive,Gasoline or E85,24,Mercury,Sable Wagon,Automatic,Midsize Station Wagons
14,Rear-Wheel Drive,Gasoline or E85,19,Ford,Explorer 2WD FFV,Automatic,Sport Utility Vehicle - 2WD
15,Rear-Wheel Drive,Gasoline or E85,20,Ford,Ranger 2WD FFV,Automatic,Standard Pickup Trucks 2WD
15,Rear-Wheel Drive,Gasoline or E85,20,Mazda,B3000 FFV 2WD,Automatic,Standard Pickup Trucks 2WD
14,Rear-Wheel Drive,Gasoline or E85,19,Mercury,Mountaineer 2WD FFV,Automatic,Sport Utility Vehicle - 2WD
31,Front-Wheel Drive,Regular,39,Honda,Civic,Manual,Subcompact Cars
15,Rear-Wheel Drive,Premium,22,Acura,NSX,Automatic,Two Seaters
15,Rear-Wheel Drive,Premium,22,Acura,NSX,Manual,Two Seaters
13,Rear-Wheel Drive,Premium,19,BMW Alpina,Roadster V8,Automatic,Two Seaters
18,Front-Wheel Drive,Premium,26,Audi,TT Roadster,Automatic,Two Seaters
18,4-Wheel or All-Wheel Drive,Premium,26,Audi,TT Roadster quattro,Manual,Two Seaters
18,Rear-Wheel Drive,Premium,26,BMW,Z4 Roadster,Automatic,Two Seaters
18,Rear-Wheel Drive,Premium,26,BMW,Z4 Roadster,Manual,Two Seaters
18,Rear-Wheel Drive,Premium,25,BMW,Z4 Roadster,Automatic,Two Seaters
21,Front-Wheel Drive,Premium,27,Mitsubishi,Tredia,Manual,Subcompact Cars
24,Front-Wheel Drive,Regular,29,Honda,Civic,Automatic,Subcompact Cars
18,Rear-Wheel Drive,Premium,27,BMW,Z4 Roadster,Manual,Two Seaters
12,Rear-Wheel Drive,Premium,19,BMW,Z8,Manual,Two Seaters
16,Rear-Wheel Drive,Premium,23,Chevrolet,Corvette,Automatic,Two Seaters
17,Rear-Wheel Drive,Premium,26,Chevrolet,Corvette,Manual,Two Seaters
11,Rear-Wheel Drive,Premium,20,Dodge,Viper Convertible,Manual,Two Seaters
7,Rear-Wheel Drive,Premium,12,Ferrari,Enzo Ferrari,Automatic,Two Seaters
10,Rear-Wheel Drive,Premium,15,Ferrari,360 Modena/Spider,Manual,Two Seaters
10,Rear-Wheel Drive,Premium,15,Ferrari,360 Modena/Spider,Automatic,Two Seaters
9,Rear-Wheel Drive,Premium,15,Ferrari,575 M Maranello,Manual,Two Seaters
9,Rear-Wheel Drive,Premium,16,Ferrari,575 M Maranello,Automatic,Two Seaters
26,Front-Wheel Drive,Regular,32,Honda,Civic,Manual,Subcompact Cars
16,Rear-Wheel Drive,Premium,22,Ford,Thunderbird,Automatic,Two Seaters
16,Rear-Wheel Drive,Premium,23,Ford,Thunderbird,Automatic,Two Seaters
45,Front-Wheel Drive,Regular,49,Honda,Insight,Automatic,Two Seaters
48,Front-Wheel Drive,Regular,59,Honda,Insight,Manual,Two Seaters
18,Rear-Wheel Drive,Premium,24,Honda,S2000,Manual,Two Seaters
8,4-Wheel or All-Wheel Drive,Premium,12,Lamborghini,L-147 Murcielago,Manual,Two Seaters
8,4-Wheel or All-Wheel Drive,Premium,12,Lamborghini,L-147 Murcielago,Manual,Two Seaters
14,Rear-Wheel Drive,Premium,21,Lotus,Esprit V8,Manual,Two Seaters
10,Rear-Wheel Drive,Premium,15,Maserati,Spider Cambiocorsa/Spider GT,Manual,Two Seaters
10,Rear-Wheel Drive,Premium,16,Maserati,Spider Cambiocorsa/Spider GT,Automatic,Two Seaters
26,Front-Wheel Drive,Regular,30,Honda,Civic,Manual,Subcompact Cars
20,Rear-Wheel Drive,Premium,25,Mazda,MX-5 Miata,Automatic,Two Seaters
20,Rear-Wheel Drive,Premium,26,Mazda,MX-5 Miata,Manual,Two Seaters
20,Rear-Wheel Drive,Premium,26,Mazda,MX-5 Miata,Manual,Two Seaters
14,Rear-Wheel Drive,Premium,20,Mercedes-Benz,SL500,Automatic,Two Seaters
12,Rear-Wheel Drive,Premium,18,Mercedes-Benz,SL55 AMG,Automatic,Two Seaters
19,Rear-Wheel Drive,Premium,26,Mercedes-Benz,SLK230 Kompressor,Automatic,Two Seaters
17,Rear-Wheel Drive,Premium,25,Mercedes-Benz,SLK230 Kompressor,Manual,Two Seaters
15,Rear-Wheel Drive,Premium,21,Mercedes-Benz,SLK32 AMG,Automatic,Two Seaters
18,Rear-Wheel Drive,Premium,24,Mercedes-Benz,SLK320,Automatic,Two Seaters
15,Rear-Wheel Drive,Premium,24,Mercedes-Benz,SLK320,Manual,Two Seaters
22,Front-Wheel Drive,Regular,28,Acura,Integra,Automatic,Subcompact Cars
15,Rear-Wheel Drive,Premium,22,Morgan,Plus Eight,Manual,Two Seaters
18,Rear-Wheel Drive,Premium,24,Nissan,350z,Manual,Two Seaters
17,Rear-Wheel Drive,Premium,24,Nissan,350z,Automatic,Two Seaters
18,Rear-Wheel Drive,Premium,27,Porsche,Boxster,Manual,Two Seaters
16,Rear-Wheel Drive,Premium,24,Porsche,Boxster,Automatic,Two Seaters
16,Rear-Wheel Drive,Premium,24,Porsche,Boxster S,Manual,Two Seaters
15,Rear-Wheel Drive,Premium,24,Porsche,Boxster S,Automatic,Two Seaters
14,Rear-Wheel Drive,Premium,20,Porsche,Turbo GT2,Manual,Two Seaters
23,Rear-Wheel Drive,Regular,29,Toyota,MR2,Manual,Two Seaters
22,Rear-Wheel Drive,Regular,30,Toyota,MR2,Manual,Two Seaters
23,Front-Wheel Drive,Regular,28,Acura,Integra,Manual,Subcompact Cars
11,Rear-Wheel Drive,Premium,18,Aston Martin,Vanquish,Automatic,Minicompact Cars
9,Rear-Wheel Drive,Premium,15,Aston Martin,DB-7 GT Coupe,Manual,Minicompact Cars
9,Rear-Wheel Drive,Premium,16,Aston Martin,DB-7 GT Volante,Manual,Minicompact Cars
11,Rear-Wheel Drive,Premium,18,Aston Martin,DB-7 Vantage Coupe,Automatic,Minicompact Cars
10,Rear-Wheel Drive,Premium,17,Aston Martin,DB-7 Vantage Coupe,Manual,Minicompact Cars
10,Rear-Wheel Drive,Premium,17,Aston Martin,DB-7 Vantage Volante,Automatic,Minicompact Cars
10,Rear-Wheel Drive,Premium,17,Aston Martin,DB-7 Vantage Volante,Manual,Minicompact Cars
18,Front-Wheel Drive,Premium,27,Audi,TT Coupe,Automatic,Minicompact Cars
18,4-Wheel or All-Wheel Drive,Premium,26,Audi,TT Coupe quattro,Manual,Minicompact Cars
17,Rear-Wheel Drive,Premium,24,BMW,325ci Convertible,Automatic,Minicompact Cars
21,Front-Wheel Drive,Regular,27,Honda,Prelude,Automatic,Subcompact Cars
17,Rear-Wheel Drive,Premium,24,BMW,325ci Convertible,Manual,Minicompact Cars
17,Rear-Wheel Drive,Premium,25,BMW,330ci Convertible,Automatic,Minicompact Cars
17,Rear-Wheel Drive,Premium,26,BMW,330ci Convertible,Manual,Minicompact Cars
14,Rear-Wheel Drive,Premium,21,BMW,M3 Convertible,Manual,Minicompact Cars
14,Rear-Wheel Drive,Premium,20,BMW,M3 Convertible,Automatic,Minicompact Cars
16,Rear-Wheel Drive,Premium,24,Jaguar,XK8 Convertible,Automatic,Minicompact Cars
14,Rear-Wheel Drive,Premium,21,Jaguar,XKR Convertible,Automatic,Minicompact Cars
16,Rear-Wheel Drive,Premium,22,Lexus,SC 300/SC 430,Automatic,Minicompact Cars
20,Front-Wheel Drive,Regular,28,Mitsubishi,Eclipse Spyder,Manual,Minicompact Cars
20,Front-Wheel Drive,Regular,28,Mitsubishi,Eclipse Spyder,Manual,Minicompact Cars
21,Front-Wheel Drive,Regular,29,Honda,Prelude,Manual,Subcompact Cars
18,Front-Wheel Drive,Regular,24,Mitsubishi,Eclipse Spyder,Automatic,Minicompact Cars
18,Front-Wheel Drive,Regular,24,Mitsubishi,Eclipse Spyder,Automatic,Minicompact Cars
18,Front-Wheel Drive,Premium,26,Mitsubishi,Eclipse Spyder,Manual,Minicompact Cars
18,Front-Wheel Drive,Premium,25,Mitsubishi,Eclipse Spyder,Automatic,Minicompact Cars
16,Rear-Wheel Drive,Premium,24,Porsche,Carrera 2 Cabriolet,Automatic,Minicompact Cars
16,Rear-Wheel Drive,Premium,24,Porsche,Carrera 2 Cabriolet,Manual,Minicompact Cars
16,Rear-Wheel Drive,Premium,24,Porsche,Carrera 2 Cabriolet Kit,Automatic,Minicompact Cars
16,Rear-Wheel Drive,Premium,24,Porsche,Carrera 2 Cabriolet Kit,Manual,Minicompact Cars
16,Rear-Wheel Drive,Premium,24,Porsche,Carrera 2 Coupe,Automatic,Minicompact Cars
16,Rear-Wheel Drive,Premium,24,Porsche,Carrera 2 Coupe,Manual,Minicompact Cars
21,Front-Wheel Drive,Regular,26,Honda,Prelude,Automatic,Subcompact Cars
16,Rear-Wheel Drive,Premium,24,Porsche,Carrera 2 Coupe Kit,Automatic,Minicompact Cars
16,Rear-Wheel Drive,Premium,24,Porsche,Carrera 2 Coupe Kit,Manual,Minicompact Cars
15,4-Wheel or All-Wheel Drive,Premium,21,Porsche,Carrera 4 Cabriolet,Automatic,Minicompact Cars
15,4-Wheel or All-Wheel Drive,Premium,22,Porsche,Carrera 4 Cabriolet,Manual,Minicompact Cars
15,4-Wheel or All-Wheel Drive,Premium,21,Porsche,Carrera 4 Cabriolet Kit,Automatic,Minicompact Cars
15,4-Wheel or All-Wheel Drive,Premium,22,Porsche,Carrera 4 Cabriolet Kit,Manual,Minicompact Cars
15,4-Wheel or All-Wheel Drive,Premium,21,Porsche,Carrera 4 S,Automatic,Minicompact Cars
15,4-Wheel or All-Wheel Drive,Premium,22,Porsche,Carrera 4 S,Manual,Minicompact Cars
15,4-Wheel or All-Wheel Drive,Premium,21,Porsche,Carrera 4 S Kit,Automatic,Minicompact Cars
15,4-Wheel or All-Wheel Drive,Premium,22,Porsche,Carrera 4 S Kit,Manual,Minicompact Cars
22,Front-Wheel Drive,Regular,28,Honda,Prelude,Manual,Subcompact Cars
