city,drive,fuelType,highway,make,model,,VClass
19,Rear-Wheel Drive,Regular,25,Alfa Romeo,Spider Veloce 2000,Manual,Two Seaters
9,Rear-Wheel Drive,Regular,14,Ferrari,Testarossa,Manual,Two Seaters
23,Front-Wheel Drive,Regular,33,Dodge,Charger,Manual,Subcompact Cars
10,Rear-Wheel Drive,Regular,12,Dodge,B150/B250 Wagon 2WD,Automatic,Vans
17,4-Wheel or All-Wheel Drive,Premium,23,Subaru,Legacy AWD Turbo,Manual,Compact Cars
21,Front-Wheel Drive,Regular,24,Subaru,Loyale,Automatic,Compact Cars
22,Front-Wheel Drive,Regular,29,Subaru,Loyale,Manual,Compact Cars
23,Front-Wheel Drive,Regular,26,Toyota,Corolla,Automatic,Compact Cars
23,Front-Wheel Drive,Regular,31,Toyota,Corolla,Manual,Compact Cars
23,Front-Wheel Drive,Regular,30,Toyota,Corolla,Automatic,Compact Cars
23,Front-Wheel Drive,Regular,30,Toyota,Corolla,Manual,Compact Cars
18,Front-Wheel Drive,Regular,26,Volkswagen,Golf III / GTI,Automatic,Compact Cars
21,Front-Wheel Drive,Regular,29,Volkswagen,Golf III / GTI,Manual,Compact Cars
18,Front-Wheel Drive,Regular,26,Volkswagen,Jetta III,Automatic,Compact Cars
12,Rear-Wheel Drive,Regular,15,Dodge,B150/B250 Wagon 2WD,Automatic,Vans
20,Front-Wheel Drive,Regular,28,Volkswagen,Jetta III,Manual,Compact Cars
18,Rear-Wheel Drive,Regular,23,Volvo,240,Automatic,Compact Cars
19,Rear-Wheel Drive,Regular,26,Volvo,240,Manual,Compact Cars
17,Front-Wheel Drive,Premium,22,Audi,100,Automatic,Midsize Cars
17,Front-Wheel Drive,Premium,24,Audi,100,Manual,Midsize Cars
14,Rear-Wheel Drive,Premium,20,BMW,740i,Automatic,Midsize Cars
14,Rear-Wheel Drive,Premium,20,BMW,740il,Automatic,Midsize Cars
11,Rear-Wheel Drive,Regular,17,BMW,750il,Automatic,Midsize Cars
21,Front-Wheel Drive,Regular,28,Buick,Century,Automatic,Midsize Cars
17,Front-Wheel Drive,Regular,24,Buick,Century,Automatic,Midsize Cars
11,Rear-Wheel Drive,Regular,17,Dodge,B150/B250 Wagon 2WD,Manual,Vans
18,Front-Wheel Drive,Regular,26,Buick,Century,Automatic,Midsize Cars
17,Front-Wheel Drive,Regular,25,Buick,Regal,Automatic,Midsize Cars
17,Front-Wheel Drive,Regular,27,Buick,Regal,Automatic,Midsize Cars
17,Front-Wheel Drive,Regular,26,Buick,Regal,Automatic,Midsize Cars
17,Front-Wheel Drive,Regular,25,Buick,Riviera,Automatic,Midsize Cars
15,Front-Wheel Drive,Premium,23,Cadillac,Eldorado,Automatic,Midsize Cars
15,Front-Wheel Drive,Premium,23,Cadillac,Eldorado,Automatic,Midsize Cars
15,Front-Wheel Drive,Premium,23,Cadillac,Seville,Automatic,Midsize Cars
15,Front-Wheel Drive,Premium,23,Cadillac,Seville,Automatic,Midsize Cars
18,Front-Wheel Drive,Regular,26,Chevrolet,Lumina,Automatic,Midsize Cars
11,Rear-Wheel Drive,Regular,17,Dodge,B150/B250 Wagon 2WD,Manual,Vans
17,Front-Wheel Drive,Regular,25,Chevrolet,Lumina,Automatic,Midsize Cars
17,Front-Wheel Drive,Regular,27,Chevrolet,Lumina,Automatic,Midsize Cars
15,Front-Wheel Drive,Regular,24,Chevrolet,Lumina,Automatic,Midsize Cars
15,Front-Wheel Drive,Regular,24,Chevrolet,Lumina,Manual,Midsize Cars
18,Front-Wheel Drive,Regular,24,Chrysler,New Yorker,Automatic,Midsize Cars
13,Front-Wheel Drive,Premium,19,CX Automotive,XM v6,Manual,Midsize Cars
13,Front-Wheel Drive,Premium,19,CX Automotive,XM v6a,Automatic,Midsize Cars
17,Front-Wheel Drive,Premium,23,Nissan,Maxima,Automatic,Midsize Cars
17,Front-Wheel Drive,Premium,24,Nissan,Maxima,Automatic,Midsize Cars
18,Front-Wheel Drive,Premium,24,Nissan,Maxima,Manual,Midsize Cars
9,Rear-Wheel Drive,Regular,11,Dodge,B150/B250 Wagon 2WD,Automatic,Vans
18,Front-Wheel Drive,Regular,24,Dodge,Dynasty,Automatic,Midsize Cars
18,Front-Wheel Drive,Regular,26,Dodge,Dynasty,Automatic,Midsize Cars
18,Front-Wheel Drive,Regular,24,Dodge,Dynasty,Automatic,Midsize Cars
19,Front-Wheel Drive,Regular,24,Dodge,Spirit,Automatic,Midsize Cars
21,Front-Wheel Drive,Regular,26,Dodge,Spirit,Automatic,Midsize Cars
22,Front-Wheel Drive,Regular,29,Dodge,Spirit,Manual,Midsize Cars
18,Front-Wheel Drive,Regular,24,Dodge,Spirit,Automatic,Midsize Cars
18,Front-Wheel Drive,Regular,26,Dodge,Spirit,Automatic,Midsize Cars
18,Front-Wheel Drive,Regular,27,Ford,Taurus,Automatic,Midsize Cars
16,Front-Wheel Drive,Premium,24,Ford,Taurus SHO,Manual,Midsize Cars
10,Rear-Wheel Drive,Regular,11,Dodge,B350 Wagon 2WD,Automatic,Vans
17,Front-Wheel Drive,Regular,25,Ford,Taurus,Automatic,Midsize Cars
17,Rear-Wheel Drive,Regular,24,Ford,Thunderbird,Automatic,Midsize Cars
15,Rear-Wheel Drive,Premium,21,Ford,Thunderbird,Automatic,Midsize Cars
15,Rear-Wheel Drive,Premium,22,Ford,Thunderbird,Manual,Midsize Cars
15,Rear-Wheel Drive,Regular,22,Ford,Thunderbird,Automatic,Midsize Cars
18,Front-Wheel Drive,Regular,25,Hyundai,Sonata,Automatic,Midsize Cars
18,Front-Wheel Drive,Regular,24,Hyundai,Sonata,Manual,Midsize Cars
16,Front-Wheel Drive,Regular,22,Hyundai,Sonata,Automatic,Midsize Cars
15,Rear-Wheel Drive,Premium,20,Infiniti,Q45,Automatic,Midsize Cars
14,Rear-Wheel Drive,Premium,18,Infiniti,Q45 Full-Active Suspension,Automatic,Midsize Cars
10,Rear-Wheel Drive,Regular,11,Dodge,B350 Wagon 2WD,Automatic,Vans
16,Rear-Wheel Drive,Premium,22,Lexus,LS 400,Automatic,Midsize Cars
17,Rear-Wheel Drive,Regular,24,Mercury,Cougar,Automatic,Midsize Cars
15,Rear-Wheel Drive,Regular,22,Mercury,Cougar,Automatic,Midsize Cars
18,Front-Wheel Drive,Regular,27,Mercury,Sable,Automatic,Midsize Cars
17,Front-Wheel Drive,Regular,25,Mercury,Sable,Automatic,Midsize Cars
21,Front-Wheel Drive,Regular,28,Mazda,626,Automatic,Midsize Cars
23,Front-Wheel Drive,Regular,31,Mazda,626,Manual,Midsize Cars
17,Front-Wheel Drive,Premium,23,Mazda,626,Automatic,Midsize Cars
18,Front-Wheel Drive,Premium,24,Mazda,626,Manual,Midsize Cars
17,Rear-Wheel Drive,Premium,22,Mazda,929,Automatic,Midsize Cars
9,Rear-Wheel Drive,Regular,10,Dodge,B350 Wagon 2WD,Automatic,Vans
21,Front-Wheel Drive,Regular,28,Oldsmobile,Cutlass Ciera,Automatic,Midsize Cars
17,Front-Wheel Drive,Regular,24,Oldsmobile,Cutlass Ciera,Automatic,Midsize Cars
18,Front-Wheel Drive,Regular,26,Oldsmobile,Cutlass Ciera,Automatic,Midsize Cars
17,Front-Wheel Drive,Regular,25,Oldsmobile,Cutlass Supreme,Automatic,Midsize Cars
17,Front-Wheel Drive,Regular,27,Oldsmobile,Cutlass Supreme,Automatic,Midsize Cars
15,Front-Wheel Drive,Regular,24,Oldsmobile,Cutlass Supreme,Automatic,Midsize Cars
15,Front-Wheel Drive,Regular,24,Oldsmobile,Cutlass Supreme,Manual,Midsize Cars
17,Front-Wheel Drive,Regular,25,Oldsmobile,Toronado,Automatic,Midsize Cars
19,Front-Wheel Drive,Regular,24,Plymouth,Acclaim,Automatic,Midsize Cars
21,Front-Wheel Drive,Regular,26,Plymouth,Acclaim,Automatic,Midsize Cars
12,Rear-Wheel Drive,Regular,15,Ford,E150 Club Wagon,Automatic,Vans
22,Front-Wheel Drive,Regular,29,Plymouth,Acclaim,Manual,Midsize Cars
18,Front-Wheel Drive,Regular,24,Plymouth,Acclaim,Automatic,Midsize Cars
18,Front-Wheel Drive,Regular,26,Plymouth,Acclaim,Automatic,Midsize Cars
17,Front-Wheel Drive,Regular,25,Pontiac,Grand Prix,Automatic,Midsize Cars
17,Front-Wheel Drive,Regular,27,Pontiac,Grand Prix,Automatic,Midsize Cars
15,Front-Wheel Drive,Regular,24,Pontiac,Grand Prix,Automatic,Midsize Cars
15,Front-Wheel Drive,Regular,24,Pontiac,Grand Prix,Manual,Midsize Cars
9,Rear-Wheel Drive,Premium,13,Rolls-Royce,Brooklands/Brklnds L,Automatic,Midsize Cars
10,Rear-Wheel Drive,Premium,15,Rolls-Royce,Turbo R/Turbo R(lwb),Automatic,Midsize Cars
9,Rear-Wheel Drive,Premium,13,Rolls-Royce,Silver Spirit II/Silver Spur,Automatic,Midsize Cars
13,Rear-Wheel Drive,Regular,17,Ford,E150 Club Wagon,Automatic,Vans
18,Front-Wheel Drive,Regular,26,Toyota,Camry,Automatic,Midsize Cars
19,Front-Wheel Drive,Regular,27,Toyota,Camry,Manual,Midsize Cars
16,Front-Wheel Drive,Regular,22,Toyota,Camry,Automatic,Midsize Cars
16,Front-Wheel Drive,Regular,22,Toyota,Camry,Manual,Midsize Cars
18,Front-Wheel Drive,Regular,26,Volkswagen,Passat,Automatic,Midsize Cars
18,Front-Wheel Drive,Regular,28,Volkswagen,Passat,Manual,Midsize Cars
15,Front-Wheel Drive,Regular,22,Volkswagen,Passat,Automatic,Midsize Cars
17,Front-Wheel Drive,Regular,25,Volkswagen,Passat,Manual,Midsize Cars
18,Front-Wheel Drive,Regular,26,Volvo,850,Automatic,Midsize Cars
18,Front-Wheel Drive,Regular,27,Volvo,850,Manual,Midsize Cars
18,Front-Wheel Drive,Premium,27,Dodge,Charger,Manual,Subcompact Cars
15,Rear-Wheel Drive,Regular,17,Ford,E150 Club Wagon,Manual,Vans
17,Rear-Wheel Drive,Regular,22,Volvo,940,Automatic,Midsize Cars
17,Rear-Wheel Drive,Regular,25,Volvo,940,Automatic,Midsize Cars
15,Rear-Wheel Drive,Regular,23,Volvo,960,Automatic,Midsize Cars
17,Front-Wheel Drive,Regular,26,Buick,LeSabre,Automatic,Large Cars
15,Front-Wheel Drive,Premium,25,Buick,Park Avenue,Automatic,Large Cars
17,Front-Wheel Drive,Regular,25,Buick,Park Avenue,Automatic,Large Cars
15,Rear-Wheel Drive,Regular,23,Buick,Roadmaster,Automatic,Large Cars
15,Front-Wheel Drive,Premium,23,Cadillac,DeVille/60 Special,Automatic,Large Cars
15,Rear-Wheel Drive,Regular,23,Cadillac,Fleetwood,Automatic,Large Cars
16,Rear-Wheel Drive,Regular,24,Chevrolet,Caprice,Automatic,Large Cars
11,Rear-Wheel Drive,Regular,14,Ford,E150 Club Wagon,Automatic,Vans
15,Rear-Wheel Drive,Regular,24,Chevrolet,Caprice,Automatic,Large Cars
15,Rear-Wheel Drive,Regular,23,Chevrolet,Caprice,Automatic,Large Cars
18,Front-Wheel Drive,Regular,26,Chrysler,Concorde,Automatic,Large Cars
16,Front-Wheel Drive,Regular,24,Chrysler,Concorde,Automatic,Large Cars
18,Front-Wheel Drive,Regular,24,Chrysler,Fifth Avenue/Imperial,Automatic,Large Cars
17,Front-Wheel Drive,Regular,24,Chrysler,Fifth Avenue/Imperial,Automatic,Large Cars
18,Front-Wheel Drive,Regular,26,Dodge,Intrepid,Automatic,Large Cars
16,Front-Wheel Drive,Regular,24,Dodge,Intrepid,Automatic,Large Cars
18,Front-Wheel Drive,Regular,26,Eagle,Vision,Automatic,Large Cars
16,Front-Wheel Drive,Regular,24,Eagle,Vision,Automatic,Large Cars
10,Rear-Wheel Drive,Regular,12,Ford,E150 Club Wagon,Automatic,Vans
16,Rear-Wheel Drive,Regular,24,Ford,LTD Crown Victoria,Automatic,Large Cars
15,Front-Wheel Drive,Regular,24,Lincoln,Continental,Automatic,Large Cars
16,Rear-Wheel Drive,Regular,24,Mercury,Grand Marquis,Automatic,Large Cars
16,Rear-Wheel Drive,Regular,24,Lincoln,Town Car,Automatic,Large Cars
18,Rear-Wheel Drive,Diesel,22,Mercedes-Benz,300SD,Automatic,Large Cars
14,Rear-Wheel Drive,Premium,18,Mercedes-Benz,300SE,Automatic,Large Cars
13,Rear-Wheel Drive,Premium,17,Mercedes-Benz,400SEL,Automatic,Large Cars
12,Rear-Wheel Drive,Premium,16,Mercedes-Benz,500SEL,Automatic,Large Cars
17,Front-Wheel Drive,Regular,26,Oldsmobile,Eighty-Eight,Automatic,Large Cars
17,Front-Wheel Drive,Regular,25,Oldsmobile,Ninety-Eight,Automatic,Large Cars
14,Rear-Wheel Drive,Regular,16,GMC,G15/25 Rally 2WD,Automatic,Vans
15,Front-Wheel Drive,Premium,25,Oldsmobile,Ninety-Eight,Automatic,Large Cars
15,Front-Wheel Drive,Premium,23,Pontiac,Bonneville,Automatic,Large Cars
17,Front-Wheel Drive,Regular,26,Pontiac,Bonneville,Automatic,Large Cars
9,Rear-Wheel Drive,Premium,13,Rolls-Royce,Silver Spur II Mpw Touring L,Automatic,Large Cars
15,Front-Wheel Drive,Regular,23,Saab,9000,Automatic,Large Cars
16,Front-Wheel Drive,Regular,22,Saab,9000,Automatic,Large Cars
17,Front-Wheel Drive,Regular,24,Saab,9000,Manual,Large Cars
17,Front-Wheel Drive,Regular,25,Saab,9000,Manual,Large Cars
16,4-Wheel or All-Wheel Drive,Premium,20,Audi,100 quattro Wagon,Automatic,Small Station Wagons
16,Rear-Wheel Drive,Premium,23,BMW,525i Touring,Automatic,Small Station Wagons
15,Rear-Wheel Drive,Regular,17,GMC,G15/25 Rally 2WD,Automatic,Vans
21,Front-Wheel Drive,Regular,28,Chevrolet,Cavalier Wagon,Automatic,Small Station Wagons
18,Front-Wheel Drive,Regular,26,Chevrolet,Cavalier Wagon,Automatic,Small Station Wagons
13,Front-Wheel Drive,Premium,19,CX Automotive,XM v6 Break,Automatic,Small Station Wagons
22,Front-Wheel Drive,Regular,30,Ford,Escort Wagon,Automatic,Small Station Wagons
25,Front-Wheel Drive,Regular,33,Ford,Escort Wagon,Manual,Small Station Wagons
18,Front-Wheel Drive,Regular,24,Honda,Accord Wagon,Automatic,Small Station Wagons
20,Front-Wheel Drive,Regular,26,Honda,Accord Wagon,Manual,Small Station Wagons
22,Front-Wheel Drive,Regular,30,Mercury,Tracer Wagon,Automatic,Small Station Wagons
25,Front-Wheel Drive,Regular,33,Mercury,Tracer Wagon,Manual,Small Station Wagons
22,Front-Wheel Drive,Regular,32,Saturn,SW,Automatic,Small Station Wagons
14,Rear-Wheel Drive,Regular,17,GMC,G15/25 Rally 2WD,Manual,Vans
21,Front-Wheel Drive,Regular,30,Saturn,SW,Automatic,Small Station Wagons
24,Front-Wheel Drive,Regular,33,Saturn,SW,Manual,Small Station Wagons
21,Front-Wheel Drive,Regular,32,Saturn,SW,Manual,Small Station Wagons
19,Front-Wheel Drive,Regular,26,Subaru,Legacy Wagon,Automatic,Small Station Wagons
20,Front-Wheel Drive,Regular,28,Subaru,Legacy Wagon,Manual,Small Station Wagons
18,4-Wheel or All-Wheel Drive,Regular,24,Subaru,Legacy Wagon AWD,Automatic,Small Station Wagons
18,4-Wheel or All-Wheel Drive,Regular,24,Subaru,Legacy Wagon AWD,Manual,Small Station Wagons
16,4-Wheel or All-Wheel Drive,Premium,21,Subaru,Legacy Wagon AWD Turbo,Automatic,Small Station Wagons
21,Front-Wheel Drive,Regular,24,Subaru,Loyale Wagon,Automatic,Small Station Wagons
22,Front-Wheel Drive,Regular,28,Subaru,Loyale Wagon,Manual,Small Station Wagons
11,Rear-Wheel Drive,Regular,12,GMC,G15/25 Rally 2WD,Automatic,Vans
23,Front-Wheel Drive,Regular,30,Toyota,Corolla Wagon,Automatic,Small Station Wagons
23,Front-Wheel Drive,Regular,30,Toyota,Corolla Wagon,Manual,Small Station Wagons
18,Front-Wheel Drive,Regular,26,Buick,Century Wagon,Automatic,Midsize-Large Station Wagons
17,Front-Wheel Drive,Regular,24,Buick,Century Wagon,Automatic,Midsize-Large Station Wagons
18,Front-Wheel Drive,Regular,26,Buick,Century Wagon,Automatic,Midsize-Large Station Wagons
18,4-Wheel or All-Wheel Drive,Regular,23,Eagle,Summit Wagon,Automatic,Midsize-Large Station Wagons
21,Front-Wheel Drive,Regular,26,Eagle,Summit Wagon,Automatic,Midsize-Large Station Wagons
19,4-Wheel or All-Wheel Drive,Regular,24,Eagle,Summit Wagon,Manual,Midsize-Large Station Wagons
21,Front-Wheel Drive,Regular,26,Eagle,Summit Wagon,Manual,Midsize-Large Station Wagons
17,4-Wheel or All-Wheel Drive,Regular,22,Eagle,Summit Wagon,Automatic,Midsize-Large Station Wagons
12,Rear-Wheel Drive,Regular,16,GMC,G15/25 Rally 2WD,Automatic,Vans
18,Front-Wheel Drive,Regular,24,Eagle,Summit Wagon,Automatic,Midsize-Large Station Wagons
17,4-Wheel or All-Wheel Drive,Regular,22,Eagle,Summit Wagon,Manual,Midsize-Large Station Wagons
19,Front-Wheel Drive,Regular,26,Eagle,Summit Wagon,Manual,Midsize-Large Station Wagons
18,Front-Wheel Drive,Regular,27,Ford,Taurus Wagon,Automatic,Midsize-Large Station Wagons
17,Front-Wheel Drive,Regular,25,Ford,Taurus Wagon,Automatic,Midsize-Large Station Wagons
18,Front-Wheel Drive,Regular,27,Mercury,Sable Wagon,Automatic,Midsize-Large Station Wagons
17,Front-Wheel Drive,Regular,25,Mercury,Sable Wagon,Automatic,Midsize-Large Station Wagons
17,4-Wheel or All-Wheel Drive,Regular,22,Mitsubishi,Expo,Automatic,Midsize-Large Station Wagons
18,Front-Wheel Drive,Regular,24,Mitsubishi,Expo,Automatic,Midsize-Large Station Wagons
17,4-Wheel or All-Wheel Drive,Regular,22,Mitsubishi,Expo,Manual,Midsize-Large Station Wagons
11,Rear-Wheel Drive,Regular,16,GMC,G15/25 Rally 2WD,Automatic,Vans
19,Front-Wheel Drive,Regular,26,Mitsubishi,Expo,Manual,Midsize-Large Station Wagons
21,Front-Wheel Drive,Regular,26,Mitsubishi,Expo.LRV,Automatic,Midsize-Large Station Wagons
18,4-Wheel or All-Wheel Drive,Regular,23,Mitsubishi,Expo.LRV,Automatic,Midsize-Large Station Wagons
21,Front-Wheel Drive,Regular,26,Mitsubishi,Expo.LRV,Manual,Midsize-Large Station Wagons
19,4-Wheel or All-Wheel Drive,Regular,24,Mitsubishi,Expo.LRV,Manual,Midsize-Large Station Wagons
18,Front-Wheel Drive,Regular,24,Mitsubishi,Expo.LRV,Automatic,Midsize-Large Station Wagons
17,4-Wheel or All-Wheel Drive,Regular,22,Mitsubishi,Expo.LRV,Automatic,Midsize-Large Station Wagons
19,Front-Wheel Drive,Regular,26,Mitsubishi,Expo.LRV,Manual,Midsize-Large Station Wagons
17,4-Wheel or All-Wheel Drive,Regular,22,Mitsubishi,Expo.LRV,Manual,Midsize-Large Station Wagons
18,Front-Wheel Drive,Regular,26,Oldsmobile,Cutlass Cruiser,Automatic,Midsize-Large Station Wagons
15,Rear-Wheel Drive,Diesel,22,GMC,G15/25 Rally 2WD,Automatic,Vans
17,Front-Wheel Drive,Regular,24,Oldsmobile,Cutlass Cruiser,Automatic,Midsize-Large Station Wagons
18,Front-Wheel Drive,Regular,26,Oldsmobile,Cutlass Cruiser,Automatic,Midsize-Large Station Wagons
17,Front-Wheel Drive,Premium,23,Mitsubishi,Diamante Wagon,Automatic,Midsize-Large Station Wagons
21,Front-Wheel Drive,Regular,26,Plymouth,Colt Vista,Automatic,Midsize-Large Station Wagons
18,4-Wheel or All-Wheel Drive,Regular,23,Plymouth,Colt Vista,Automatic,Midsize-Large Station Wagons
21,Front-Wheel Drive,Regular,26,Plymouth,Colt Vista,Manual,Midsize-Large Station Wagons
19,4-Wheel or All-Wheel Drive,Regular,24,Plymouth,Colt Vista,Manual,Midsize-Large Station Wagons
17,4-Wheel or All-Wheel Drive,Regular,22,Plymouth,Colt Vista,Automatic,Midsize-Large Station Wagons
18,Front-Wheel Drive,Regular,24,Plymouth,Colt Vista,Automatic,Midsize-Large Station Wagons
17,4-Wheel or All-Wheel Drive,Regular,22,Plymouth,Colt Vista,Manual,Midsize-Large Station Wagons
17,Front-Wheel Drive,Premium,26,Dodge,Charger,Manual,Subcompact Cars
16,Rear-Wheel Drive,Diesel,19,GMC,G15/25 Rally 2WD,Manual,Vans
19,Front-Wheel Drive,Regular,26,Plymouth,Colt Vista,Manual,Midsize-Large Station Wagons
18,Front-Wheel Drive,Regular,26,Toyota,Camry Wagon,Automatic,Midsize-Large Station Wagons
16,Front-Wheel Drive,Regular,22,Toyota,Camry Wagon,Automatic,Midsize-Large Station Wagons
18,Front-Wheel Drive,Regular,26,Volkswagen,Passat Wagon,Automatic,Midsize-Large Station Wagons
18,Front-Wheel Drive,Regular,28,Volkswagen,Passat Wagon,Manual,Midsize-Large Station Wagons
15,Front-Wheel Drive,Regular,22,Volkswagen,Passat Wagon,Automatic,Midsize-Large Station Wagons
17,Front-Wheel Drive,Regular,25,Volkswagen,Passat Wagon,Manual,Midsize-Large Station Wagons
18,Rear-Wheel Drive,Regular,23,Volvo,240 Wagon,Automatic,Midsize-Large Station Wagons
18,Rear-Wheel Drive,Regular,25,Volvo,240 Wagon,Manual,Midsize-Large Station Wagons
17,Rear-Wheel Drive,Regular,22,Volvo,940 Wagon,Automatic,Midsize-Large Station Wagons
10,Rear-Wheel Drive,Regular,12,GMC,G35 Rally 2WD,Automatic,Vans
17,Rear-Wheel Drive,Regular,25,Volvo,940 Wagon,Automatic,Midsize-Large Station Wagons
15,Rear-Wheel Drive,Regular,23,Volvo,960 Wagon,Automatic,Midsize-Large Station Wagons
15,Rear-Wheel Drive,Regular,23,Buick,Roadmaster Wagon,Automatic,Midsize-Large Station Wagons
15,Rear-Wheel Drive,Regular,23,Chevrolet,Caprice Wagon,Automatic,Midsize-Large Station Wagons
15,Rear-Wheel Drive,Regular,23,Chevrolet,Caprice Wagon,Automatic,Midsize-Large Station Wagons
18,Rear-Wheel Drive,Regular,24,Chevrolet,S10 Pickup 2WD,Automatic,Small Pickup Trucks
20,Rear-Wheel Drive,Regular,25,Chevrolet,S10 Pickup 2WD,Manual,Small Pickup Trucks
17,Rear-Wheel Drive,Regular,23,Chevrolet,S10 Pickup 2WD,Manual,Small Pickup Trucks
16,Rear-Wheel Drive,Regular,21,Chevrolet,S10 Pickup 2WD,Automatic,Small Pickup Trucks
16,Rear-Wheel Drive,Regular,22,Chevrolet,S10 Pickup 2WD,Manual,Small Pickup Trucks
18,Rear-Wheel Drive,Regular,24,GMC,Safari 2WD (passenger),Automatic,Vans
18,Rear-Wheel Drive,Regular,24,Nissan,Truck 2WD,Automatic,Small Pickup Trucks
21,Rear-Wheel Drive,Regular,25,Nissan,Truck 2WD,Manual,Small Pickup Trucks
17,Rear-Wheel Drive,Regular,21,Nissan,Truck 2WD,Manual,Small Pickup Trucks
17,Rear-Wheel Drive,Regular,21,Dodge,Ram 50 Pickup 2WD,Automatic,Small Pickup Trucks
17,Rear-Wheel Drive,Regular,22,Dodge,Ram 50 Pickup 2WD,Manual,Small Pickup Trucks
18,Rear-Wheel Drive,Regular,24,GMC,Sonoma 2WD,Automatic,Small Pickup Trucks
20,Rear-Wheel Drive,Regular,25,GMC,Sonoma 2WD,Manual,Small Pickup Trucks
17,Rear-Wheel Drive,Regular,23,GMC,Sonoma 2WD,Manual,Small Pickup Trucks
16,Rear-Wheel Drive,Regular,21,GMC,Sonoma 2WD,Automatic,Small Pickup Trucks
15,Rear-Wheel Drive,Premium,22,GMC,Sonoma 2WD,Automatic,Small Pickup Trucks
19,Rear-Wheel Drive,Regular,24,GMC,Safari 2WD (passenger),Manual,Vans
16,Rear-Wheel Drive,Regular,22,GMC,Sonoma 2WD,Manual,Small Pickup Trucks
19,Rear-Wheel Drive,Regular,22,Isuzu,Pickup 2WD,Manual,Small Pickup Trucks
17,Rear-Wheel Drive,Regular,22,Isuzu,Pickup 2WD,Automatic,Small Pickup Trucks
16,Rear-Wheel Drive,Regular,22,Isuzu,Pickup 2WD,Manual,Small Pickup Trucks
17,Rear-Wheel Drive,Regular,21,Mitsubishi,Truck 2WD,Automatic,Small Pickup Trucks
17,Rear-Wheel Drive,Regular,22,Mitsubishi,Truck 2WD,Manual,Small Pickup Trucks
15,Rear-Wheel Drive,Regular,20,Chevrolet,C1500 Pickup 2WD,Automatic,Standard Pickup Trucks
15,Rear-Wheel Drive,Regular,20,Chevrolet,C1500 Pickup 2WD,Manual,Standard Pickup Trucks
14,Rear-Wheel Drive,Regular,20,Chevrolet,C1500 Pickup 2WD,Manual,Standard Pickup Trucks
15,Rear-Wheel Drive,Regular,19,Chevrolet,C1500 Pickup 2WD,Manual,Standard Pickup Trucks
19,Rear-Wheel Drive,Regular,26,GMC,Safari 2WD (passenger),Manual,Vans
14,Rear-Wheel Drive,Regular,17,Chevrolet,C1500 Pickup 2WD,Automatic,Standard Pickup Trucks
13,Rear-Wheel Drive,Regular,18,Chevrolet,C1500 Pickup 2WD,Manual,Standard Pickup Trucks
13,Rear-Wheel Drive,Regular,17,Chevrolet,C1500 Pickup 2WD,Automatic,Standard Pickup Trucks
12,Rear-Wheel Drive,Regular,17,Chevrolet,C1500 Pickup 2WD,Manual,Standard Pickup Trucks
12,Rear-Wheel Drive,Regular,16,Chevrolet,C1500 Pickup 2WD,Manual,Standard Pickup Trucks
9,Rear-Wheel Drive,Regular,12,Chevrolet,C1500 Pickup 2WD,Automatic,Standard Pickup Trucks
15,Rear-Wheel Drive,Regular,20,Chevrolet,Pickup 2500 2WD,Automatic,Standard Pickup Trucks
14,Rear-Wheel Drive,Regular,20,Chevrolet,Pickup 2500 2WD,Manual,Standard Pickup Trucks
15,Rear-Wheel Drive,Regular,19,Chevrolet,Pickup 2500 2WD,Manual,Standard Pickup Trucks
13,Rear-Wheel Drive,Regular,17,Chevrolet,Pickup 2500 2WD,Automatic,Standard Pickup Trucks
15,Rear-Wheel Drive,Regular,20,GMC,Safari 2WD (passenger),Automatic,Vans
13,Rear-Wheel Drive,Regular,18,Chevrolet,Pickup 2500 2WD,Manual,Standard Pickup Trucks
13,Rear-Wheel Drive,Regular,17,Chevrolet,Pickup 2500 2WD,Automatic,Standard Pickup Trucks
12,Rear-Wheel Drive,Regular,17,Chevrolet,Pickup 2500 2WD,Manual,Standard Pickup Trucks
11,Rear-Wheel Drive,Regular,16,Chevrolet,Pickup 2500 2WD,Manual,Standard Pickup Trucks
19,Rear-Wheel Drive,Regular,25,Dodge,Dakota Pickup 2WD,Manual,Standard Pickup Trucks
14,Rear-Wheel Drive,Regular,18,Dodge,Dakota Pickup 2WD,Automatic,Standard Pickup Trucks
14,Rear-Wheel Drive,Regular,20,Dodge,Dakota Pickup 2WD,Manual,Standard Pickup Trucks
13,Rear-Wheel Drive,Regular,17,Dodge,Dakota Pickup 2WD,Automatic,Standard Pickup Trucks
14,Rear-Wheel Drive,Regular,16,Dodge,D100/D150 Pickup 2WD,Automatic,Standard Pickup Trucks
14,Rear-Wheel Drive,Regular,18,Dodge,D100/D150 Pickup 2WD,Automatic,Standard Pickup Trucks
15,Rear-Wheel Drive,Regular,19,GMC,Safari 2WD (passenger),Manual,Vans
14,Rear-Wheel Drive,Regular,17,Dodge,D100/D150 Pickup 2WD,Manual,Standard Pickup Trucks
11,Rear-Wheel Drive,Regular,16,Dodge,D100/D150 Pickup 2WD,Automatic,Standard Pickup Trucks
12,Rear-Wheel Drive,Regular,16,Dodge,D100/D150 Pickup 2WD,Manual,Standard Pickup Trucks
