officer_gender,officer_race,officer_age,subject_gender,subject_race,subject_age,weapon,arrest_flag,frisk_flag
M,White,29,Male,NonWhite,26 - 35,None,0,1
M,White,25,Male,NonWhite,26 - 35,None,0,1
M,White,25,Male,NonWhite,26 - 35,None,0,1
M,White,25,Male,NonWhite,26 - 35,None,0,1
M,White,25,Male,NonWhite,26 - 35,None,0,1
M,White,26,Male,NonWhite,26 - 35,None,0,1
M,White,26,Male,NonWhite,26 - 35,None,0,1
M,White,29,Male,NonWhite,26 - 35,None,0,1
M,White,26,Male,NonWhite,26 - 35,None,0,1
M,White,25,Male,NonWhite,26 - 35,None,0,1
M,White,27,Male,NonWhite,26 - 35,None,0,1
M,White,27,Male,NonWhite,26 - 35,None,0,1
F,White,25,Male,NonWhite,26 - 35,None,0,1
M,White,28,Male,NonWhite,26 - 35,None,0,1
M,White,28,Male,NonWhite,26 - 35,None,0,1
M,White,29,Male,NonWhite,26 - 35,None,0,1
M,White,28,Male,NonWhite,26 - 35,None,0,1
M,White,27,Male,NonWhite,36 - 45,None,0,1
M,White,25,Male,NonWhite,36 - 45,None,0,1
F,White,27,Male,NonWhite,36 - 45,None,0,1
M,White,27,Male,NonWhite,36 - 45,None,0,1
M,White,29,Male,NonWhite,36 - 45,None,0,1
M,White,27,Male,NonWhite,36 - 45,None,0,1
M,White,28,Male,NonWhite,36 - 45,None,0,1
M,White,28,Male,NonWhite,36 - 45,None,0,1
M,White,29,Male,NonWhite,36 - 45,None,0,1
M,White,27,Male,NonWhite,46 - 55,None,0,1
M,White,25,Male,NonWhite,46 - 55,None,0,1
M,White,26,Male,NonWhite,46 - 55,None,0,1
M,White,26,Male,NonWhite,46 - 55,None,0,1
M,White,25,Male,NonWhite,46 - 55,None,0,1
M,White,27,Male,NonWhite,46 - 55,None,0,1
M,White,26,Male,NonWhite,0-17,None,0,1
M,White,24,Male,NonWhite,0-17,None,0,1
M,White,27,Male,NonWhite,0-17,None,0,1
M,White,26,Male,NonWhite,0-17,None,0,1
F,White,27,Male,NonWhite,0-17,None,0,1
F,White,27,Male,NonWhite,0-17,None,0,1
F,White,27,Male,NonWhite,0-17,None,0,1
M,White,27,Male,NonWhite,0-17,None,0,1
M,White,24,Male,NonWhite,18 - 25,None,0,1
M,White,24,Male,NonWhite,18 - 25,None,0,1
M,White,24,Male,NonWhite,18 - 25,None,0,1
M,White,24,Male,NonWhite,18 - 25,None,0,1
M,White,24,Male,NonWhite,18 - 25,None,0,1
M,White,24,Male,NonWhite,18 - 25,None,0,1
M,White,24,Male,NonWhite,18 - 25,None,0,1
M,White,24,Male,NonWhite,18 - 25,None,0,1
F,White,26,Male,NonWhite,18 - 25,None,0,1
M,White,26,Male,NonWhite,18 - 25,None,0,1
M,White,24,Male,NonWhite,18 - 25,None,0,1
M,White,25,Male,NonWhite,18 - 25,None,0,1
F,White,27,Male,NonWhite,18 - 25,None,0,1
M,White,25,Male,NonWhite,18 - 25,None,0,1
M,White,27,Male,NonWhite,18 - 25,None,0,1
M,White,27,Male,NonWhite,18 - 25,None,0,1
M,White,27,Male,NonWhite,18 - 25,None,0,1
M,White,26,Male,NonWhite,18 - 25,None,0,1
M,White,27,Male,NonWhite,18 - 25,None,0,1
M,White,28,Male,NonWhite,18 - 25,None,0,1
M,White,28,Male,NonWhite,18 - 25,None,0,1
M,White,24,Male,NonWhite,26 - 35,None,0,1
M,White,25,Male,NonWhite,26 - 35,None,0,1
M,White,25,Male,NonWhite,26 - 35,None,0,1
M,White,25,Male,NonWhite,26 - 35,None,0,1
F,White,27,Male,NonWhite,26 - 35,None,0,1
F,White,28,Male,NonWhite,26 - 35,None,0,1
M,White,24,Male,NonWhite,26 - 35,None,0,1
M,White,25,Male,NonWhite,26 - 35,None,0,1
M,White,27,Male,NonWhite,26 - 35,None,0,1
M,White,26,Male,NonWhite,26 - 35,None,0,1
M,White,26,Male,NonWhite,26 - 35,None,0,1
M,White,27,Male,NonWhite,26 - 35,None,0,1
M,White,27,Male,NonWhite,26 - 35,None,0,1
M,White,27,Male,NonWhite,26 - 35,None,0,1
M,White,27,Male,NonWhite,26 - 35,None,0,1
M,White,25,Male,NonWhite,26 - 35,None,0,1
M,White,27,Male,NonWhite,26 - 35,None,0,1
M,White,27,Male,NonWhite,26 - 35,None,0,1
M,White,27,Male,NonWhite,26 - 35,None,0,1
M,White,27,Male,NonWhite,26 - 35,None,0,1
F,White,26,Male,NonWhite,26 - 35,None,0,1
M,White,25,Male,NonWhite,26 - 35,None,0,1
M,White,26,Male,NonWhite,26 - 35,None,0,1
M,White,27,Male,NonWhite,26 - 35,None,0,1
M,White,26,Male,NonWhite,26 - 35,None,0,1
M,White,27,Male,NonWhite,26 - 35,None,0,1
M,White,27,Male,NonWhite,26 - 35,None,0,1
M,White,26,Male,NonWhite,26 - 35,None,0,1
M,White,27,Male,NonWhite,26 - 35,None,0,1
M,White,26,Male,NonWhite,26 - 35,None,0,1
F,White,27,Male,NonWhite,26 - 35,None,0,1
F,White,27,Male,NonWhite,26 - 35,None,0,1
M,White,27,Male,NonWhite,26 - 35,None,0,1
M,White,25,Male,NonWhite,36 - 45,None,0,1
M,White,25,Male,NonWhite,36 - 45,None,0,1
M,White,25,Male,NonWhite,36 - 45,None,0,1
M,White,25,Male,NonWhite,36 - 45,None,0,1
M,White,27,Male,NonWhite,36 - 45,None,0,1
M,White,25,Male,NonWhite,36 - 45,None,0,1
M,White,26,Male,NonWhite,36 - 45,None,0,1
M,White,27,Male,NonWhite,36 - 45,None,0,1
F,White,27,Male,NonWhite,36 - 45,None,0,1
F,White,27,Male,NonWhite,36 - 45,None,0,1
M,White,24,Male,NonWhite,36 - 45,None,0,1
M,White,26,Male,NonWhite,36 - 45,None,0,1
M,White,27,Male,NonWhite,36 - 45,None,0,1
M,White,24,Male,NonWhite,36 - 45,None,0,1
M,White,24,Male,NonWhite,36 - 45,None,0,1
M,White,26,Male,NonWhite,36 - 45,None,0,1
M,White,27,Male,NonWhite,36 - 45,None,0,1
M,White,28,Male,NonWhite,36 - 45,None,0,1
F,White,25,Male,NonWhite,46 - 55,None,0,1
M,White,27,Male,NonWhite,46 - 55,None,0,1
M,White,26,Male,NonWhite,46 - 55,None,0,1
M,White,26,Male,NonWhite,46 - 55,None,0,1
M,White,27,Male,NonWhite,46 - 55,None,0,1
M,White,28,Male,NonWhite,46 - 55,None,0,1
M,White,27,Male,NonWhite,46 - 55,None,0,1
M,White,25,Male,NonWhite,56 and Above,None,0,1
F,White,23,Male,NonWhite,0-17,None,0,1
M,White,24,Male,NonWhite,0-17,None,0,1
M,White,24,Male,NonWhite,0-17,None,0,1
M,White,25,Male,NonWhite,0-17,None,0,1
F,White,25,Male,NonWhite,0-17,None,0,1
M,White,25,Male,NonWhite,0-17,None,0,1
M,White,23,Male,NonWhite,18 - 25,None,0,1
M,White,23,Male,NonWhite,18 - 25,None,0,1
M,White,23,Male,NonWhite,18 - 25,None,0,1
M,White,23,Male,NonWhite,18 - 25,None,0,1
M,White,23,Male,NonWhite,18 - 25,None,0,1
M,White,23,Male,NonWhite,18 - 25,None,0,1
M,White,23,Male,NonWhite,18 - 25,None,0,1
M,White,23,Male,NonWhite,18 - 25,None,0,1
M,White,23,Male,NonWhite,18 - 25,None,0,1
M,White,23,Male,NonWhite,18 - 25,None,0,1
M,White,23,Male,NonWhite,18 - 25,None,0,1
M,White,24,Male,NonWhite,18 - 25,None,0,1
M,White,24,Male,NonWhite,18 - 25,None,0,1
M,White,25,Male,NonWhite,18 - 25,None,0,1
M,White,25,Male,NonWhite,18 - 25,None,0,1
M,White,25,Male,NonWhite,18 - 25,None,0,1
M,White,26,Male,NonWhite,18 - 25,None,0,1
M,White,26,Male,NonWhite,18 - 25,None,0,1
M,White,26,Male,NonWhite,18 - 25,None,0,1
F,White,23,Male,NonWhite,18 - 25,None,0,1
F,White,25,Male,NonWhite,18 - 25,None,0,1
M,White,24,Male,NonWhite,18 - 25,None,0,1
M,White,24,Male,NonWhite,18 - 25,None,0,1
M,White,24,Male,NonWhite,18 - 25,None,0,1
M,White,24,Male,NonWhite,18 - 25,None,0,1
M,White,24,Male,NonWhite,18 - 25,None,0,1
M,White,25,Male,NonWhite,18 - 25,None,0,1
M,White,25,Male,NonWhite,18 - 25,None,0,1
M,White,25,Male,NonWhite,18 - 25,None,0,1
M,White,25,Male,NonWhite,18 - 25,None,0,1
M,White,25,Male,NonWhite,18 - 25,None,0,1
M,White,26,Male,NonWhite,18 - 25,None,0,1
F,White,26,Male,NonWhite,18 - 25,None,0,1
F,White,27,Male,NonWhite,18 - 25,None,0,1
M,White,27,Male,NonWhite,18 - 25,None,0,1
F,White,24,Male,NonWhite,26 - 35,None,0,1
M,White,24,Male,NonWhite,26 - 35,None,0,1
M,White,24,Male,NonWhite,26 - 35,None,0,1
M,White,26,Male,NonWhite,26 - 35,None,0,1
M,White,26,Male,NonWhite,26 - 35,None,0,1
M,White,24,Male,NonWhite,26 - 35,None,0,1
M,White,25,Male,NonWhite,26 - 35,None,0,1
M,White,25,Male,NonWhite,26 - 35,None,0,1
M,White,26,Male,NonWhite,26 - 35,None,0,1
M,White,26,Male,NonWhite,26 - 35,None,0,1
M,White,26,Male,NonWhite,26 - 35,None,0,1
M,White,26,Male,NonWhite,26 - 35,None,0,1
M,White,26,Male,NonWhite,26 - 35,None,0,1
M,White,26,Male,NonWhite,26 - 35,None,0,1
M,White,27,Male,NonWhite,26 - 35,None,0,1
M,White,26,Male,NonWhite,26 - 35,None,0,1
M,White,26,Male,NonWhite,26 - 35,None,0,1
M,White,24,Male,NonWhite,36 - 45,None,0,1
M,White,24,Male,NonWhite,36 - 45,None,0,1
M,White,25,Male,NonWhite,36 - 45,None,0,1
F,White,23,Male,NonWhite,36 - 45,None,0,1
F,White,24,Male,NonWhite,36 - 45,None,0,1
M,White,24,Male,NonWhite,36 - 45,None,0,1
M,White,25,Male,NonWhite,36 - 45,None,0,1
M,White,25,Male,NonWhite,36 - 45,None,0,1
M,White,25,Male,NonWhite,36 - 45,None,0,1
M,White,25,Male,NonWhite,36 - 45,None,0,1
M,White,26,Male,NonWhite,36 - 45,None,0,1
M,White,27,Male,NonWhite,36 - 45,None,0,1
M,White,26,Male,NonWhite,36 - 45,None,0,1
F,White,27,Male,NonWhite,36 - 45,None,0,1
M,White,27,Male,NonWhite,36 - 45,None,0,1
M,White,26,Male,NonWhite,36 - 45,None,0,1
M,White,23,Male,NonWhite,46 - 55,None,0,1
M,White,23,Male,NonWhite,46 - 55,None,0,1
M,White,23,Male,NonWhite,46 - 55,None,0,1
F,White,23,Male,NonWhite,46 - 55,None,0,1
F,White,23,Male,NonWhite,46 - 55,None,0,1
F,White,24,Male,NonWhite,46 - 55,None,0,1
M,White,24,Male,NonWhite,46 - 55,None,0,1
M,White,26,Male,NonWhite,46 - 55,None,0,1
M,White,26,Male,NonWhite,46 - 55,None,0,1
M,White,25,Male,NonWhite,46 - 55,None,0,1
M,White,26,Male,NonWhite,46 - 55,None,0,1
M,White,25,Male,NonWhite,56 and Above,None,0,1
M,White,26,Male,NonWhite,56 and Above,None,0,1
M,White,24,Male,NonWhite,0-17,None,0,1
M,White,24,Male,NonWhite,0-17,None,0,1
M,White,25,Male,NonWhite,0-17,None,0,1
M,White,25,Male,NonWhite,0-17,None,0,1
M,White,26,Male,NonWhite,0-17,None,0,1
M,White,26,Male,NonWhite,0-17,None,0,1
M,White,25,Male,NonWhite,0-17,None,0,1
M,White,24,Male,NonWhite,0-17,None,0,1
M,White,26,Male,NonWhite,0-17,None,0,1
M,White,26,Male,NonWhite,0-17,None,0,1
M,White,23,Male,NonWhite,18 - 25,None,0,1
M,White,26,Male,NonWhite,18 - 25,None,0,1
M,White,26,Male,NonWhite,18 - 25,None,0,1
M,White,24,Male,NonWhite,18 - 25,None,0,1
M,White,24,Male,NonWhite,18 - 25,None,0,1
M,White,24,Male,NonWhite,18 - 25,None,0,1
M,White,25,Male,NonWhite,18 - 25,None,0,1
M,White,25,Male,NonWhite,18 - 25,None,0,1
M,White,25,Male,NonWhite,18 - 25,None,0,1
M,White,25,Male,NonWhite,18 - 25,None,0,1
M,White,25,Male,NonWhite,18 - 25,None,0,1
M,White,25,Male,NonWhite,18 - 25,None,0,1
M,White,25,Male,NonWhite,18 - 25,None,0,1
M,White,24,Male,NonWhite,18 - 25,None,0,1
M,White,26,Male,NonWhite,18 - 25,None,0,1
M,White,26,Male,NonWhite,18 - 25,None,0,1
M,White,26,Male,NonWhite,18 - 25,None,0,1
M,White,26,Male,NonWhite,18 - 25,None,0,1
M,White,24,Male,NonWhite,26 - 35,None,0,1
M,White,25,Male,NonWhite,26 - 35,None,0,1
M,White,25,Male,NonWhite,26 - 35,None,0,1
M,White,25,Male,NonWhite,26 - 35,None,0,1
M,White,25,Male,NonWhite,26 - 35,None,0,1
M,White,25,Male,NonWhite,26 - 35,None,0,1
M,White,24,Male,NonWhite,26 - 35,None,0,1
M,White,25,Male,NonWhite,26 - 35,None,0,1
M,White,25,Male,NonWhite,26 - 35,None,0,1
M,White,25,Male,NonWhite,26 - 35,None,0,1
M,White,25,Male,NonWhite,36 - 45,None,0,1
M,White,25,Male,NonWhite,36 - 45,None,0,1
M,White,25,Male,NonWhite,36 - 45,None,0,1
M,White,26,Male,NonWhite,36 - 45,None,0,1
M,White,24,Male,NonWhite,46 - 55,None,0,1
M,White,25,Male,NonWhite,46 - 55,None,0,1
M,White,25,Male,NonWhite,46 - 55,None,0,1
M,White,24,Male,NonWhite,56 and Above,None,0,1
M,White,23,Male,NonWhite,18 - 25,None,0,1
F,White,24,Male,NonWhite,26 - 35,None,0,1
M,White,24,Male,NonWhite,26 - 35,None,0,1
M,White,24,Male,NonWhite,26 - 35,None,0,1
M,White,24,Male,NonWhite,26 - 35,None,0,1
M,White,24,Male,NonWhite,36 - 45,None,0,1
M,White,25,Male,NonWhite,36 - 45,None,0,1
M,White,25,Male,NonWhite,36 - 45,None,0,1
M,White,23,Male,NonWhite,0-17,None,0,1
M,White,24,Male,NonWhite,0-17,None,0,1
M,White,24,Male,NonWhite,0-17,None,0,1
M,White,23,Male,NonWhite,0-17,None,0,1
M,White,23,Male,NonWhite,18 - 25,None,0,1
M,White,23,Male,NonWhite,18 - 25,None,0,1
M,White,24,Male,NonWhite,18 - 25,None,0,1
M,White,23,Male,NonWhite,18 - 25,None,0,1
M,White,23,Male,NonWhite,18 - 25,None,0,1
M,White,23,Male,NonWhite,18 - 25,None,0,1
M,White,24,Male,NonWhite,18 - 25,None,0,1
M,White,24,Male,NonWhite,18 - 25,None,0,1
M,White,23,Male,NonWhite,26 - 35,None,0,1
M,White,24,Male,NonWhite,26 - 35,None,0,1
M,White,23,Male,NonWhite,26 - 35,None,0,1
M,White,23,Male,NonWhite,26 - 35,None,0,1
M,White,23,Male,NonWhite,26 - 35,None,0,1
M,White,24,Male,NonWhite,26 - 35,None,0,1
M,White,24,Male,NonWhite,26 - 35,None,0,1
M,White,23,Male,NonWhite,36 - 45,None,0,1
M,White,22,Male,NonWhite,36 - 45,None,0,1
M,White,23,Male,NonWhite,36 - 45,None,0,1
M,White,24,Male,NonWhite,36 - 45,None,0,1
M,White,22,Male,NonWhite,18 - 25,None,0,1
F,White,22,Male,NonWhite,26 - 35,None,0,1
M,White,23,Male,NonWhite,36 - 45,None,0,1
F,White,22,Male,NonWhite,46 - 55,None,0,1
M,White,22,Male,NonWhite,26 - 35,None,0,1
M,NonWhite,47,Male,NonWhite,26 - 35,None,0,0
M,NonWhite,37,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,58,Male,NonWhite,18 - 25,None,0,1
M,NonWhite,48,Male,NonWhite,46 - 55,None,0,1
M,NonWhite,38,Male,NonWhite,18 - 25,None,0,1
M,NonWhite,37,Male,NonWhite,26 - 35,None,0,1
M,NonWhite,63,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,55,Male,NonWhite,46 - 55,None,0,0
M,NonWhite,55,Male,NonWhite,46 - 55,None,0,0
M,NonWhite,54,Male,NonWhite,0-17,None,0,0
M,NonWhite,54,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,56,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,53,Male,NonWhite,0-17,None,0,0
M,NonWhite,54,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,54,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,53,Male,NonWhite,26 - 35,None,0,0
M,NonWhite,52,Male,NonWhite,36 - 45,None,0,0
M,NonWhite,52,Male,NonWhite,46 - 55,None,0,0
M,NonWhite,43,Male,NonWhite,36 - 45,None,0,0
M,NonWhite,40,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,39,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,43,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,38,Male,NonWhite,18 - 25,None,0,0
F,NonWhite,35,Male,NonWhite,26 - 35,None,0,0
M,NonWhite,34,Male,NonWhite,36 - 45,None,0,0
M,NonWhite,35,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,32,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,31,Male,NonWhite,26 - 35,None,0,0
M,NonWhite,33,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,33,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,29,Male,NonWhite,26 - 35,None,0,0
M,NonWhite,31,Male,NonWhite,26 - 35,None,0,0
M,NonWhite,31,Male,NonWhite,36 - 45,None,0,0
M,NonWhite,32,Male,NonWhite,36 - 45,None,0,0
M,NonWhite,31,Male,NonWhite,46 - 55,None,0,0
M,NonWhite,32,Male,NonWhite,46 - 55,None,0,0
M,NonWhite,32,Male,NonWhite,46 - 55,None,0,0
M,NonWhite,29,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,29,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,31,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,31,Male,NonWhite,26 - 35,None,0,0
M,NonWhite,31,Male,NonWhite,26 - 35,None,0,0
M,NonWhite,31,Male,NonWhite,36 - 45,None,0,0
M,NonWhite,31,Male,NonWhite,36 - 45,None,0,0
M,NonWhite,28,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,29,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,29,Male,NonWhite,26 - 35,None,0,0
M,NonWhite,29,Male,NonWhite,26 - 35,None,0,0
M,NonWhite,29,Male,NonWhite,36 - 45,None,0,0
M,NonWhite,26,Male,NonWhite,26 - 35,None,0,0
M,NonWhite,26,Male,NonWhite,26 - 35,None,0,0
M,NonWhite,25,Male,NonWhite,36 - 45,None,0,0
M,NonWhite,26,Male,NonWhite,36 - 45,None,0,0
M,NonWhite,23,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,23,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,23,Male,NonWhite,26 - 35,None,0,0
M,NonWhite,22,Male,NonWhite,46 - 55,None,0,0
M,NonWhite,55,Male,NonWhite,18 - 25,None,0,1
M,NonWhite,55,Male,NonWhite,18 - 25,None,0,1
M,NonWhite,36,Male,NonWhite,26 - 35,None,0,1
M,NonWhite,29,Male,NonWhite,26 - 35,None,0,1
M,NonWhite,28,Male,NonWhite,18 - 25,None,0,1
M,NonWhite,28,Male,NonWhite,18 - 25,None,0,1
M,NonWhite,23,Male,NonWhite,18 - 25,None,0,1
M,NonWhite,60,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,58,Male,NonWhite,36 - 45,None,0,0
M,NonWhite,55,Male,NonWhite,26 - 35,None,0,0
M,NonWhite,57,Male,NonWhite,26 - 35,None,0,0
M,NonWhite,52,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,52,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,55,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,50,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,51,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,51,Male,NonWhite,36 - 45,None,0,0
M,NonWhite,48,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,45,Male,NonWhite,26 - 35,None,0,0
M,NonWhite,46,Male,NonWhite,26 - 35,None,0,0
M,NonWhite,45,Male,NonWhite,36 - 45,None,0,0
M,NonWhite,43,Male,NonWhite,26 - 35,None,0,0
M,NonWhite,43,Male,NonWhite,26 - 35,None,0,0
M,NonWhite,41,Male,NonWhite,0-17,None,0,0
M,NonWhite,40,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,40,Male,NonWhite,56 and Above,None,0,0
M,NonWhite,38,Male,NonWhite,26 - 35,None,0,0
M,NonWhite,33,Male,NonWhite,36 - 45,None,0,0
M,NonWhite,30,Male,NonWhite,26 - 35,None,0,0
M,NonWhite,31,Male,NonWhite,26 - 35,None,0,0
M,NonWhite,31,Male,NonWhite,26 - 35,None,0,0
M,NonWhite,32,Male,NonWhite,26 - 35,None,0,0
M,NonWhite,30,Male,NonWhite,26 - 35,None,0,0
F,NonWhite,30,Male,NonWhite,18 - 25,None,0,0
F,NonWhite,30,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,29,Male,NonWhite,0-17,None,0,0
M,NonWhite,29,Male,NonWhite,0-17,None,0,0
M,NonWhite,30,Male,NonWhite,26 - 35,None,0,0
M,NonWhite,31,Male,NonWhite,26 - 35,None,0,0
M,NonWhite,31,Male,NonWhite,26 - 35,None,0,0
M,NonWhite,29,Male,NonWhite,36 - 45,None,0,0
M,NonWhite,28,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,27,Male,NonWhite,46 - 55,None,0,0
M,NonWhite,26,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,27,Male,NonWhite,18 - 25,None,0,0
F,NonWhite,27,Male,NonWhite,26 - 35,None,0,0
F,NonWhite,27,Male,NonWhite,26 - 35,None,0,0
M,NonWhite,27,Male,NonWhite,26 - 35,None,0,0
F,NonWhite,26,Male,NonWhite,36 - 45,None,0,0
F,NonWhite,26,Male,NonWhite,36 - 45,None,0,0
F,NonWhite,24,Male,NonWhite,0-17,None,0,0
M,NonWhite,22,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,22,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,24,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,22,Male,NonWhite,36 - 45,None,0,0
F,NonWhite,24,Male,NonWhite,46 - 55,None,0,0
M,NonWhite,53,Male,NonWhite,36 - 45,None,0,1
M,NonWhite,49,Male,NonWhite,26 - 35,None,0,1
M,NonWhite,47,Male,NonWhite,26 - 35,None,0,1
M,NonWhite,48,Male,NonWhite,26 - 35,None,0,1
M,NonWhite,48,Male,NonWhite,26 - 35,None,0,1
M,NonWhite,46,Male,NonWhite,18 - 25,None,0,1
M,NonWhite,48,Male,NonWhite,26 - 35,None,0,1
M,NonWhite,45,Male,NonWhite,26 - 35,None,0,1
M,NonWhite,46,Male,NonWhite,26 - 35,None,0,1
M,NonWhite,38,Male,NonWhite,18 - 25,None,0,1
M,NonWhite,38,Male,NonWhite,46 - 55,None,0,1
M,NonWhite,37,Male,NonWhite,18 - 25,None,0,1
M,NonWhite,37,Male,NonWhite,26 - 35,None,0,1
M,NonWhite,37,Male,NonWhite,26 - 35,None,0,1
M,NonWhite,30,Male,NonWhite,26 - 35,None,0,1
M,NonWhite,30,Male,NonWhite,26 - 35,None,0,1
M,NonWhite,30,Male,NonWhite,26 - 35,None,0,1
M,NonWhite,28,Male,NonWhite,36 - 45,None,0,1
F,NonWhite,27,Male,NonWhite,36 - 45,None,0,1
M,NonWhite,27,Male,NonWhite,36 - 45,None,0,1
M,NonWhite,62,Male,NonWhite,26 - 35,None,0,0
M,NonWhite,47,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,47,Male,NonWhite,36 - 45,None,0,0
M,NonWhite,44,Male,NonWhite,36 - 45,None,0,0
M,NonWhite,45,Male,NonWhite,36 - 45,None,0,0
M,NonWhite,42,Male,NonWhite,46 - 55,None,0,0
M,NonWhite,39,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,37,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,39,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,38,Male,NonWhite,26 - 35,None,0,0
M,NonWhite,37,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,37,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,35,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,37,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,37,Male,NonWhite,26 - 35,None,0,0
M,NonWhite,37,Male,NonWhite,36 - 45,None,0,0
M,NonWhite,34,Male,NonWhite,26 - 35,None,0,0
M,NonWhite,36,Male,NonWhite,26 - 35,None,0,0
M,NonWhite,35,Male,NonWhite,0-17,None,0,0
M,NonWhite,35,Male,NonWhite,26 - 35,None,0,0
M,NonWhite,31,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,30,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,31,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,32,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,31,Male,NonWhite,26 - 35,None,0,0
M,NonWhite,31,Male,NonWhite,26 - 35,None,0,0
M,NonWhite,34,Male,NonWhite,26 - 35,None,0,0
M,NonWhite,30,Male,NonWhite,36 - 45,None,0,0
M,NonWhite,30,Male,NonWhite,36 - 45,None,0,0
M,NonWhite,31,Male,NonWhite,36 - 45,None,0,0
M,NonWhite,33,Male,NonWhite,46 - 55,None,0,0
M,NonWhite,33,Male,NonWhite,46 - 55,None,0,0
M,NonWhite,28,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,31,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,31,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,29,Male,NonWhite,26 - 35,None,0,0
M,NonWhite,29,Male,NonWhite,26 - 35,None,0,0
M,NonWhite,30,Male,NonWhite,26 - 35,None,0,0
M,NonWhite,31,Male,NonWhite,36 - 45,None,0,0
M,NonWhite,31,Male,NonWhite,36 - 45,None,0,0
M,NonWhite,31,Male,NonWhite,46 - 55,None,0,0
M,NonWhite,29,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,29,Male,NonWhite,26 - 35,None,0,0
M,NonWhite,29,Male,NonWhite,36 - 45,None,0,0
M,NonWhite,28,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,28,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,28,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,28,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,29,Male,NonWhite,18 - 25,None,0,0
M,NonWhite,28,Male,NonWhite,26 - 35,None,0,0
M,NonWhite,28,Male,NonWhite,26 - 35,None,0,0
M,NonWhite,27,Male,NonWhite,26 - 35,None,0,0
M,NonWhite,28,Male,NonWhite,26 - 35,None,0,0
M,NonWhite,28,Male,NonWhite,26 - 35,None,0,0
M,NonWhite,28,Male,NonWhite,26 - 35,None,0,0
M,NonWhite,28,Male,NonWhite,26 - 35,None,0,0
M,NonWhite,28,Male,NonWhite,26 - 35,None,0,0
M,NonWhite,29,Male,NonWhite,26 - 35,None,0,0
M,NonWhite,28,Male,NonWhite,36 - 45,None,0,0
M,NonWhite,28,Male,NonWhite,36 - 45,None,0,0
M,NonWhite,28,Male,NonWhite,36 - 45,None,0,0
M,NonWhite,28,Male,NonWhite,36 - 45,None,0,0
M,NonWhite,28,Male,NonWhite,36 - 45,None,0,0
M,NonWhite,28,Male,NonWhite,36 - 45,None,0,0
M,NonWhite,28,Male,NonWhite,36 - 45,None,0,0
M,NonWhite,28,Male,NonWhite,36 - 45,None,0,0
M,NonWhite,28,Male,NonWhite,36 - 45,None,0,0
