state,name,delta_population,delta_median_hshld_income,delta_median_age,delta_pct_white,delta_pct_bachelors,delta_pct_poverty
Montana,Fallon County,172,4277,-5.4,-2.75,0.2,-2.7
Montana,Fergus County,-602,9503,-1.2,-1.29,6.5,0
Montana,Flathead County,25529,6412,1.8,-0.82,2.4,1.9
Montana,Gallatin County,39979,9261,1.6,-0.97,3.8,-0.5
Montana,Garfield County,14,4233,-2.7,1.42,3.4,-5.6
Montana,Glacier County,393,-8874,-0.4,0.36,2.8,7.7
Montana,Golden Valley County,-220,8128,4.3,-7.32,-3.1,7.3
Montana,Granite County,528,13011,2.4,-1.83,1.1,-2.2
Montana,Hill County,-210,1663,-1.2,-2.7,3.3,3.3
Montana,Jefferson County,1842,8216,2.3,-1.01,0.9,-2.9
Montana,Judith Basin County,-368,1808,-0.9,-1.63,-0.2,4
Montana,Lake County,3766,5308,0.9,-2.62,0.8,-0.7
Montana,Lewis and Clark County,12057,10551,0.4,-0.67,2.8,1.7
Montana,Liberty County,269,6429,2.5,0.57,-0.7,-5.6
Montana,Lincoln County,603,6111,3.7,-0.97,4,-2.2
Montana,McCone County,-259,-1974,2.7,-8.63,-1.2,-0.9
Montana,Madison County,1324,4902,4.3,-1.64,-3.5,-1
Montana,Meagher County,-81,9766,0.7,-3.15,3.8,-3.2
Montana,Mineral County,371,2861,4.3,2.94,1.6,1.1
Montana,Missoula County,21639,6525,1.5,-1.17,4.2,-1.4
Montana,Musselshell County,142,1123,-0.4,-1.39,1.6,-0.4
Montana,Park County,659,6090,1.8,-1.29,2.7,-0.2
Montana,Petroleum County,30,9554,10.1,0.05,11.5,-6.6
Montana,Phillips County,-482,5648,-1.2,-1.42,2.3,4.5
Montana,Pondera County,-464,8178,-2,-0.75,2.8,-2.5
Montana,Powder River County,-106,13451,5.4,-1.23,9.5,-5.9
Montana,Powell County,-385,4501,1.1,-1.38,-0.5,-2.7
Montana,Prairie County,-90,15954,-4.5,3.24,7.1,-6.8
Montana,Ravalli County,6493,1733,3.4,-0.73,1.5,1
Montana,Richland County,1372,14056,-4.3,-3.89,3.1,-7.6
Montana,Roosevelt County,478,1768,-1.8,0.08,-1.8,7.6
Montana,Rosebud County,-135,9933,-0.8,-3.96,1.2,0.6
Montana,Sanders County,1484,5823,3.9,-0.1,1.7,-0.1
Montana,Sheridan County,-636,12362,-3.1,-3.74,5.1,-2.3
Montana,Silver Bow County,-4,2494,-1.9,-1.1,3,1.4
Montana,Stillwater County,1224,4771,1.5,-1.95,2.7,-3
Montana,Sweet Grass County,82,6038,4.7,-1.74,-3.4,-1.7
Montana,Teton County,-360,11544,-0.8,-1.19,0.8,-3
Montana,Toole County,-381,3786,0,-2.37,-2.6,0.9
Montana,Treasure County,-182,4485,3.8,1.76,2.2,8.8
Montana,Valley County,-242,13217,-0.7,-1.53,4.2,-2.7
Montana,Wheatland County,-119,6901,-11.7,-0.85,1.4,8.3
Montana,Wibaux County,-48,6715,1,-0.94,6.8,-1
Montana,Yellowstone County,29628,9314,0,-1.23,1.2,-1.1
Nebraska,Adams County,527,7278,0.4,-1.57,2,-1.1
Nebraska,Antelope County,-1090,9891,0.7,-0.65,2.1,0.1
Nebraska,Arthur County,13,-2000,3.9,3.02,12,3.2
Nebraska,Banner County,-77,20937,1.7,-5.68,-7.7,-7.2
Nebraska,Blaine County,-101,13000,-1.6,-1.19,4.4,-2.6
Nebraska,Boone County,-907,13151,0,-1.14,4,0.7
Nebraska,Box Butte County,-1272,11924,-0.4,-2.35,-2.1,-3.3
Nebraska,Boyd County,-461,13844,5.1,-1.38,7,1.5
Nebraska,Brown County,-511,14735,0.8,-1.17,1.4,-3.4
Nebraska,Buffalo County,7473,7933,0.9,-1.81,1.6,0.4
Nebraska,Burt County,-1256,6357,0.7,-1.55,0.8,2.4
Nebraska,Butler County,-714,7853,-0.5,-1.37,3,-1.3
Nebraska,Cass County,1555,6245,1.2,-1.35,3.3,1.6
Nebraska,Cedar County,-1085,16711,0.8,-0.8,3.3,-0.9
Nebraska,Chase County,-97,16254,-0.4,0.93,4.8,-6
Nebraska,Cherry County,-330,9795,-0.1,-1.46,-2.5,1.2
Nebraska,Cheyenne County,-154,9277,-0.6,-0.9,-0.8,1.1
Nebraska,Clay County,-834,11258,0.4,-1.59,1.4,2.8
Nebraska,Colfax County,144,6743,-1.6,-6.28,1.7,-2.8
Nebraska,Cuming County,-1161,6456,0.6,-2.02,5.5,-4.3
Nebraska,Custer County,-896,6472,-1.2,-1.49,3.7,1.9
Nebraska,Dakota County,-67,8672,0.8,-5.42,1.8,1.3
Nebraska,Dawes County,-170,11209,1.1,-2.53,0.5,-8.4
Nebraska,Dawson County,-656,9408,-0.2,-3.55,1.1,-0.5
Nebraska,Deuel County,-215,16290,-3.2,-5.22,-0.1,-3.2
Nebraska,Dixon County,-585,14648,2.1,-2.65,5.8,0
Nebraska,Dodge County,547,8899,-1,-2.61,1.7,0.1
Nebraska,Douglas County,98035,6762,0.7,-1.68,2.1,0.4
Nebraska,Dundy County,-491,7622,-5.3,-7.42,-4.8,-0.8
Nebraska,Fillmore County,-1052,13583,2.1,-1.41,1.6,-1.8
Nebraska,Franklin County,-584,12233,2.8,-1.34,3.7,-2.4
Nebraska,Frontier County,-468,10081,2.5,-1.08,-0.3,-1.7
Nebraska,Furnas County,-544,5462,-0.7,-1.45,1.9,-1.6
Nebraska,Gage County,-1392,8912,1.4,-1.15,1.2,-3.6
Nebraska,Garden County,-386,15163,0.4,-0.15,4,-1.7
Nebraska,Garfield County,114,7800,4.1,-2.07,5.7,-6.2
Nebraska,Gosper County,-115,20327,4.1,0.64,7.7,-5.7
Nebraska,Grant County,-98,6572,2,-1.51,5.7,3.7
Nebraska,Greeley County,-340,6037,3.6,-0.38,4.8,-2.5
Nebraska,Hall County,7985,7669,0.1,-4.59,3.5,2.3
Nebraska,Hamilton County,-196,11242,0.6,-1.72,3.9,-1.7
Nebraska,Harlan County,-343,2094,1.5,-3.52,1.8,2.6
Nebraska,Hayes County,-175,-649,-3.7,-2.17,0.6,-0.6
Nebraska,Hitchcock County,-277,6033,-1.2,1.88,3.7,1.2
Nebraska,Holt County,-1349,8598,-1.3,-1.99,4.9,1.1
Nebraska,Hooker County,-109,2857,6.6,-1.8,3.5,10.8
Nebraska,Howard County,-130,8195,0.7,-1.05,6.2,0.3
Nebraska,Jefferson County,-1155,3911,-0.4,-1.46,0,-1.9
Nebraska,Johnson County,697,7481,-2,-2.71,5.5,-4.4
Nebraska,Kearney County,-352,-1311,-1.9,-2.27,-2.7,0.3
Nebraska,Keith County,-803,2180,3.7,-1.92,2.5,3.9
Nebraska,Keya Paha County,-190,16864,-3.7,-1.12,6.6,-15
Nebraska,Kimball County,-470,1007,0.3,-2.45,-2.3,0.9
Nebraska,Knox County,-902,11274,1.4,-2.16,3.3,-1.4
Nebraska,Lancaster County,64067,4898,0.8,-2.21,2.6,0.2
Nebraska,Lincoln County,648,10694,1.3,-1.76,3.2,2.5
Nebraska,Logan County,-6,5086,-6.2,-2.99,3.9,4.1
Nebraska,Loup County,-103,24406,5.8,2.03,12.9,-10.2
Nebraska,McPherson County,-34,10089,11.9,-1.24,0.9,7.7
Nebraska,Madison County,-82,5776,0.1,-2.62,0.4,4.1
Nebraska,Merrick County,-322,7420,1.4,-1.45,4.1,-0.7
Nebraska,Morrill County,-604,6484,-0.4,-2.35,-2.1,-5.6
Nebraska,Nance County,-431,3818,0.7,-0.18,6.7,1.9
Nebraska,Nemaha County,-627,13002,-3.7,-1.4,5,-2.2
Nebraska,Nuckolls County,-782,10294,0.8,-0.77,6.7,-7.2
Nebraska,Otoe County,631,7112,-1.2,-2.61,-0.1,-2
Nebraska,Pawnee County,-446,207,1.5,-1.39,1.1,7.6
Nebraska,Perkins County,-297,11125,0.7,-0.45,4.5,-1.1
Nebraska,Phelps County,-687,11187,0.1,-1.93,3.3,-3.5
Nebraska,Pierce County,-719,7099,-0.2,-1,8.2,-1.4
Nebraska,Platte County,1513,9156,0,-4.32,2.6,0.6
Nebraska,Polk County,-311,15223,0.8,-2.99,4.8,0.7
Nebraska,Red Willow County,-720,955,-2.1,-1.4,-2.9,1.4
Nebraska,Richardson County,-1562,11674,0.5,-1.13,4.2,2.1
Nebraska,Rock County,-320,13202,3.2,-0.79,-4.4,0.1
Nebraska,Saline County,598,5463,0.1,-5.47,-1.9,-0.4
Nebraska,Sarpy County,58844,7472,1.5,-1.97,3.4,-0.4
Nebraska,Saunders County,1227,7316,-0.6,-0.59,2.8,1.8
Nebraska,Scotts Bluff County,-588,8971,0.5,-2.97,2.6,-1.9
Nebraska,Seward County,665,7218,0.5,-1.38,0.8,2.2
Nebraska,Sheridan County,-909,7601,-0.2,-1.47,3.2,-0.7
Nebraska,Sherman County,-232,10073,2.1,-1.09,2.6,-4.6
Nebraska,Sioux County,-272,2989,2.7,-4.63,0.6,3
Nebraska,Stanton County,-467,9821,1.6,-1.27,5.6,-1.5
Nebraska,Thayer County,-1010,8992,-0.1,-1.58,4.6,-1.2
Nebraska,Thomas County,-4,4923,-4.9,0.16,12.8,2.7
Nebraska,Thurston County,52,5653,-0.8,-2.76,2.8,1.4
Nebraska,Valley County,-438,11682,-1,-1.2,3.2,-4.6
Nebraska,Washington County,1941,4545,1,-1.17,1.7,5.4
Nebraska,Wayne County,-533,13093,3.4,-2.51,4.4,-2.2
Nebraska,Webster County,-537,5816,-1.3,-2,10.1,-3.7
Nebraska,Wheeler County,-68,12484,4.4,0.94,-4.4,-10.2
Nebraska,York County,-792,12277,0.3,-2.22,6.6,2.7
Nevada,Churchill County,248,-4683,0.5,-2.63,0.1,5
Nevada,Clark County,828314,-1376,1.8,-3.89,1.6,2.9
Nevada,Douglas County,7050,455,4.2,-2.06,1.3,1.9
Nevada,Elko County,7358,9140,0.5,-1.93,1.9,4.4
Nevada,Esmeralda County,-121,-307,-10,2.74,-4.4,-4.4
Nevada,Eureka County,310,5759,6.8,13.1,-4.3,-6.2
Nevada,Humboldt County,720,13668,-1,-3.05,1.8,-2.9
Nevada,Lander County,-101,13340,1,-5.91,0.4,1
Nevada,Lincoln County,1058,8276,6.1,-4.18,5.9,1.5
Nevada,Lyon County,19621,2487,4.2,-2.12,2,0.9
Nevada,Mineral County,-614,3929,-3.9,-10.39,5.8,1.2
Nevada,Nye County,11717,3044,4.2,-1.7,1,-1.6
Nevada,Pershing County,-185,-4183,3.1,-2.08,1.3,1.3
Nevada,Storey County,607,2082,8.3,-1.36,9,2.1
Nevada,Washoe County,121101,2937,1.4,-2.26,3.1,0.7
Nevada,White Pine County,411,11813,-2.4,-3.59,1.2,-2.5
Nevada,Carson City,2288,-2726,1.9,-2.64,0,0.7
New Hampshire,Belknap County,4460,10905,3.1,-0.54,4.6,0.5
New Hampshire,Carroll County,4398,8242,4.6,-0.71,3.7,-0.4
New Hampshire,Cheshire County,2135,6320,2.4,-0.89,2.8,0.2
New Hampshire,Coos County,-1477,3852,2.7,-2.62,2.2,1.2
New Hampshire,Grafton County,7643,7961,2.5,-1.08,4,1.1
New Hampshire,Hillsborough County,28856,6456,2,-1.93,2,1.4
New Hampshire,Merrimack County,12991,6844,2.4,-1.16,2.5,-0.4
New Hampshire,Rockingham County,29004,9794,2.7,-1.04,4,0.1
New Hampshire,Strafford County,16380,9996,0.5,-1.31,5.7,-1.8
New Hampshire,Sullivan County,2619,8730,2.8,-0.77,0,-0.6
New Jersey,Atlantic County,17366,2748,1.7,-2.21,3,3.5
New Jersey,Bergen County,64288,9864,0.8,-4.69,3.4,1.4
New Jersey,Burlington County,25202,6581,1.8,-2.33,3.3,0.9
New Jersey,Camden County,1787,4061,1.3,-2.84,3.2,1.9
New Jersey,Cape May County,-8773,8040,2.3,-1.28,4.9,1.4
New Jersey,Cumberland County,6100,-651,0.3,-2.91,1.1,3.3
New Jersey,Essex County,14652,2240,1.3,-2.08,2.4,2.1
New Jersey,Gloucester County,37533,8825,1.7,-1.97,4.1,0.8
New Jersey,Hudson County,82668,7406,0.8,-2.03,4.7,2
New Jersey,Hunterdon County,3070,9989,3.5,-1.43,3.2,0.5
New Jersey,Mercer County,23972,5810,1.2,-3.71,3.3,1.2
New Jersey,Middlesex County,92636,5518,1.2,-4.89,3.6,1.2
New Jersey,Monmouth County,11050,9542,2.2,-1.32,4.8,1.3
New Jersey,Morris County,29481,10287,1.8,-3.09,4.2,0.6
New Jersey,Ocean County,87027,6151,0.5,-1,4.1,1.9
New Jersey,Passaic County,23558,8395,0.7,-3.25,1.8,1.9
New Jersey,Salem County,-1493,4493,1.5,-1.73,2.7,4.1
New Jersey,Somerset County,37942,8606,1.6,-4.67,3.3,1.2
New Jersey,Sussex County,-2484,6149,3.5,-1.61,3,0.5
New Jersey,Union County,41351,6585,0.5,-4.73,2.9,1.2
New Jersey,Warren County,4361,4136,2.8,-2.82,3.1,1.4
New Mexico,Bernalillo County,120095,2905,1.4,-2.03,1.9,2.4
New Mexico,Catron County,44,10133,1.6,7.25,4.5,6.2
New Mexico,Chaves County,3484,4653,0.1,-3.54,3.3,0.2
New Mexico,Cibola County,1258,-1272,0.4,-1.49,0.9,4.5
New Mexico,Colfax County,-2015,-6174,3.2,-2.74,0.6,6.3
New Mexico,Curry County,4768,3851,-0.9,-1.57,1.7,2.4
New Mexico,De Baca County,-411,796,-6.8,-7.07,-9.3,1.1
New Mexico,Dona Ana County,40897,2457,0.7,-2.12,2,3.4
New Mexico,Eddy County,5339,14120,-1.5,-3.7,1.1,1
New Mexico,Grant County,-3315,3879,0.5,-2.15,2.9,7.2
New Mexico,Guadalupe County,-251,-2428,0.8,-0.98,5.7,-15.2
New Mexico,Harding County,-118,1346,17.1,5.97,5.8,0.7
New Mexico,Hidalgo County,-1627,-4904,5.2,-0.6,-1.2,3.4
New Mexico,Lea County,13248,15375,0.1,-5.84,0.2,-1.6
New Mexico,Lincoln County,-16,-1605,2.5,-3.04,5.7,2.5
New Mexico,Los Alamos County,395,6547,-0.5,-3.41,1.5,2.7
New Mexico,Luna County,-938,-395,0.9,-4.94,0.6,-1
New Mexico,McKinley County,-2234,-999,1.7,-1.21,-0.1,4.1
New Mexico,Mora County,-629,-11140,2.8,-3.94,-2.7,8.4
New Mexico,Otero County,3519,3918,-0.9,-3.01,0.6,1.4
New Mexico,Quay County,-1849,-2110,1.7,-3.17,0.6,0.5
New Mexico,Rio Arriba County,-2031,-8015,2.1,0.06,2.4,6.7
New Mexico,Roosevelt County,829,-1834,-0.2,-2.4,3.3,4.7
New Mexico,Sandoval County,52599,3187,2.2,-2.92,1.7,3.3
New Mexico,San Juan County,13125,3497,2.3,-3.28,-0.4,0
New Mexico,San Miguel County,-2378,-3045,3.1,-1.59,-3.7,6.1
New Mexico,Santa Fe County,19458,5249,3.1,-0.99,1.4,0
New Mexico,Sierra County,-2154,4107,2.3,-2.65,2.4,-1.3
New Mexico,Socorro County,-1280,724,3.5,-2.5,-2.8,-0.2
New Mexico,Taos County,2816,-127,3.6,-0.9,-2.4,4.3
New Mexico,Torrance County,-1405,-1574,3.3,-3.75,3.7,7.7
New Mexico,Union County,13,-1735,-2.1,-4.01,-1.9,4.4
New Mexico,Valencia County,9788,1384,2.1,-2.61,-0.5,2.6
New York,Albany County,15047,6203,-0.3,-3.02,2.9,-0.2
New York,Allegany County,-3033,4054,1.5,-0.92,1.2,0
New York,Bronx County,138510,2329,1,-1.44,1.8,1.3
New York,Broome County,-6897,4607,-0.2,-2.25,2.9,1.6
New York,Cattaraugus County,-6607,3105,1.4,-1.08,0.8,0.9
New York,Cayuga County,-4360,6249,1.8,-0.83,4,-0.5
New York,Chautauqua County,-10704,3665,2,-1.52,0.9,1.4
New York,Chemung County,-5513,6749,0.6,-0.88,4.2,0.6
New York,Chenango County,-3538,4624,2.2,-0.73,1.6,0.9
New York,Clinton County,1086,5270,1.3,-1.18,0.2,2.4
New York,Columbia County,-2490,5547,3.2,-1.3,1.9,1.9
New York,Cortland County,-813,7113,0.4,-0.97,1.7,0.6
New York,Delaware County,-3054,4954,2.4,-0.71,2.5,3.2
New York,Dutchess County,15418,5747,2.4,-2.39,2.6,0.7
New York,Erie County,-24737,6634,0.3,-1.75,3.8,0.9
New York,Essex County,-895,10078,3.1,-1.13,1.2,-4
New York,Franklin County,-18,8683,1.5,-0.88,1.4,5
New York,Fulton County,-1196,4793,1.4,-0.62,3.4,-1.2
New York,Genesee County,-2414,4283,2.3,-0.75,1.2,1.1
New York,Greene County,-725,6979,2.7,-1.46,2.8,-0.8
New York,Hamilton County,-894,6030,3.3,-0.88,-5.9,0.2
New York,Herkimer County,-2187,6759,1.5,-0.8,2.5,2.1
New York,Jefferson County,2449,6912,-0.7,-3.74,1.2,0.4
New York,Kings County,183445,9215,0.7,0.26,6.4,-0.1
New York,Lewis County,-393,8629,1.9,-0.96,1.9,-0.4
New York,Livingston County,-529,1964,1.5,-1.25,0.3,2.7
New York,Madison County,1524,5020,2.8,-0.42,3.3,1.3
New York,Monroe County,12299,3969,0.5,-1.83,2.3,1.1
New York,Montgomery County,-450,4846,0.5,-2.55,1.1,4.7
New York,Nassau County,34970,12131,0.8,-4.14,3.5,0.9
New York,New York County,127532,14810,0.8,-1.24,3.7,-0.5
New York,Niagara County,-8518,5692,1.8,-1.3,3.9,0.6
New York,Oneida County,-4137,4608,0.6,-2.22,2.4,1.7
New York,Onondaga County,7062,6595,0.5,-2.05,3,1.3
New York,Ontario County,9675,5242,1.8,-1.52,2.7,1
New York,Orange County,40859,5623,0.7,-2.82,1.8,1.1
New York,Orleans County,-3188,1160,2.6,-1.27,0.8,3.8
New York,Oswego County,-3899,6422,1.8,-0.8,2.6,3
New York,Otsego County,-1582,5986,2.2,-1.2,4.1,1.2
New York,Putnam County,3578,10390,2.9,-2.72,0.5,-2.2
New York,Queens County,129203,6717,1.2,-2.25,1.3,0.7
New York,Rensselaer County,7184,9014,0.8,-1.84,3.1,0.9
New York,Richmond County,35730,5160,1.8,-1.91,3.6,2.6
New York,Rockland County,42115,6037,-0.6,-2.07,-0.3,2.9
New York,St. Lawrence County,-2308,6027,1.1,-0.81,4.4,2.5
New York,Saratoga County,29234,12448,2.3,-1.77,5.8,0.2
New York,Schenectady County,9010,6127,0.1,-3.36,2.1,1.3
New York,Schoharie County,-162,978,2.8,-0.35,0.6,2.5
New York,Schuyler County,-1224,406,3.2,-0.95,4.7,7
New York,Seneca County,1156,4894,1.7,-1.45,2.4,-2.1
New York,Steuben County,-2445,6290,1.4,-0.59,2.7,1
New York,Suffolk County,73584,8332,1.8,-3.11,3.1,1.5
New York,Sullivan County,1519,5774,1.4,-2.04,3.1,-0.7
New York,Tioga County,-3206,5205,2,-0.7,2,1.6
New York,Tompkins County,8301,7545,0.8,-2.87,2.9,1.6
New York,Ulster County,1668,4068,2.4,-1.88,1.9,1.9
New York,Warren County,1229,8603,3.1,-1.03,2,-0.1
New York,Washington County,578,4200,2.4,-0.74,3,1.3
New York,Wayne County,-3095,1131,2.8,-0.75,0.2,0.6
New York,Westchester County,56785,10349,0.9,-3.04,3.2,1.2
New York,Wyoming County,-2931,5384,1.7,-0.35,0.6,0.5
New York,Yates County,334,4936,1.8,-1.2,1.8,-1.6
North Carolina,Alamance County,31591,114,1.7,-2.33,1.5,1.3
North Carolina,Alexander County,3683,4509,2.5,-0.78,2.1,-0.3
North Carolina,Alleghany County,354,8099,3.8,-1.07,2.6,-5.2
North Carolina,Anson County,-284,3378,0.4,-0.9,0.8,2.2
North Carolina,Ashe County,2573,5755,2.6,-0.74,2.3,1.6
North Carolina,Avery County,369,2191,2.8,-1.11,-0.1,-3.4
North Carolina,Beaufort County,2130,448,1.9,-0.57,0.6,1.9
North Carolina,Bertie County,-549,2177,1.7,-0.38,2.2,-1.3
North Carolina,Bladen County,1200,1925,2.9,-0.48,4.7,0.4
North Carolina,Brunswick County,57754,5358,5.3,0.8,4.6,0.6
North Carolina,Buncombe County,51277,4274,1.3,-0.72,7.3,-1.5
North Carolina,Burke County,145,3715,3.3,-0.67,1.6,2
North Carolina,Cabarrus County,75809,6788,1.6,-3.6,6.5,0.2
North Carolina,Caldwell County,4566,3474,3.6,-0.68,2.5,0.2
North Carolina,Camden County,3696,7236,0.6,-0.84,-0.9,-0.3
North Carolina,Carteret County,9498,5429,2.3,-1.04,2.9,0.3
North Carolina,Caswell County,-855,2501,2.6,-0.06,2.6,-0.4
North Carolina,Catawba County,16289,5165,2.3,-1.89,2.1,1.7
North Carolina,Chatham County,22143,3646,3.6,0.21,5,1.1
North Carolina,Cherokee County,3789,-29,3.4,-0.81,3.3,3.6
North Carolina,Chowan County,-421,5218,2.4,-1.41,3.3,5.4
North Carolina,Clay County,2299,1961,1.6,-0.24,4.5,-3.9
North Carolina,Cleveland County,1047,1794,1.9,-0.79,0.8,0.5
North Carolina,Columbus County,1187,840,2.3,-0.87,0.5,2.2
North Carolina,Craven County,11142,4792,-0.6,-1.06,3,-0.6
North Carolina,Cumberland County,29583,903,0.1,-2.56,2.5,1.6
North Carolina,Currituck County,8141,10382,2.3,-1.19,5.7,0.6
North Carolina,Dare County,6132,1751,3,-1.04,-2.3,-1.6
North Carolina,Davidson County,18220,1557,2.6,-1.2,1.8,1.3
North Carolina,Davie County,7621,3766,2.9,-0.6,-0.6,1.8
North Carolina,Duplin County,9976,3863,3,-1.1,0.7,2.6
North Carolina,Durham County,88326,6499,1.8,-0.04,3.2,0.3
North Carolina,Edgecombe County,-2859,264,1,-1.28,1.5,2.3
North Carolina,Forsyth County,70253,1620,1,-1.36,2.6,3.4
North Carolina,Franklin County,18908,4634,1.9,-0.04,5.8,1.4
North Carolina,Gaston County,29817,3373,1.8,-2.21,2.4,-0.1
North Carolina,Gates County,1028,6799,2.8,-0.47,5.2,-8.1
North Carolina,Graham County,548,7583,2.9,-2.24,1.2,-0.5
North Carolina,Granville County,11059,3879,3.6,0.55,7.2,2.4
North Carolina,Greene County,2041,-4499,2.6,-0.08,0.6,7.4
North Carolina,Guilford County,105905,3577,1,-2.88,2.5,0.8
North Carolina,Halifax County,-6060,3134,1.6,-0.74,2.6,3
North Carolina,Harnett County,41729,7470,0.2,-2.22,4.3,1.5
North Carolina,Haywood County,7051,4161,2.4,-0.73,3.7,4.3
North Carolina,Henderson County,26535,4008,2,-0.91,3.9,-0.9
North Carolina,Hertford County,1305,4928,2.1,-0.85,-0.4,-0.8
North Carolina,Hoke County,20470,2786,1,-0.26,3.2,0.7
North Carolina,Hyde County,-463,2267,2.1,0.71,-4.5,-0.1
North Carolina,Iredell County,53051,6995,2,-1.36,5.3,0.3
North Carolina,Jackson County,9852,7888,0.6,-0.39,3.5,1.2
North Carolina,Johnston County,74743,4865,1.9,-1.13,2.4,-0.6
North Carolina,Jones County,-784,-1098,2.7,0.99,3.5,9.6
North Carolina,Lee County,11390,5152,0.3,-1.13,3.2,2.5
North Carolina,Lenoir County,-2765,3890,1.3,-1.61,-1,-0.4
North Carolina,Lincoln County,18623,3332,2.3,-0.53,2.4,1.4
North Carolina,McDowell County,3008,3823,2.3,-1.23,1.9,1.4
North Carolina,Macon County,4921,2044,1.8,-0.7,2.7,0.8
North Carolina,Madison County,2111,1983,1,-1.06,6.7,0.9
North Carolina,Martin County,-2804,1203,2.9,-0.09,3.6,-4.2
North Carolina,Mecklenburg County,381383,6401,1.1,-2.73,4.1,0.9
North Carolina,Mitchell County,-615,9791,2.2,-1.38,3.7,-1.4
North Carolina,Montgomery County,613,4393,3.3,-1.02,-0.8,-2.3
North Carolina,Moore County,22495,6149,0,-0.42,6.2,0.4
North Carolina,Nash County,6571,1688,2.2,-3.06,1.2,1.8
North Carolina,New Hanover County,66891,2904,1.5,0.09,2.8,2.6
North Carolina,Northampton County,-2224,2930,4.1,-0.34,0.8,3.7
North Carolina,Onslow County,43538,4601,0.5,-2.09,2.5,0.3
North Carolina,Orange County,26719,12541,0.9,-1.36,3.2,-2.3
North Carolina,Pamlico County,-245,4650,3.4,-0.54,1.9,4.4
North Carolina,Pasquotank County,4846,3179,2.1,-0.13,1.7,0
North Carolina,Pender County,19876,5019,1.4,0.62,7.8,1
North Carolina,Perquimans County,2106,998,2.6,0.55,1.6,0.8
North Carolina,Person County,3747,253,2.1,-0.34,1.5,2.1
North Carolina,Pitt County,45244,4934,1.1,-2,2.7,0.4
North Carolina,Polk County,2234,4720,3.2,-0.45,4.7,-2
North Carolina,Randolph County,12828,3252,2.4,-1.55,2.3,-0.5
North Carolina,Richmond County,-1766,3168,1.9,-1.09,4.3,0.9
North Carolina,Robeson County,9267,2740,1.8,-1.31,0.7,-1
North Carolina,Rockingham County,-979,2469,2.7,-0.79,2.2,2.9
North Carolina,Rowan County,10304,3382,1.4,-0.97,1.4,0.5
North Carolina,Rutherford County,3652,3209,2.7,-0.54,2.7,-1.1
North Carolina,Sampson County,3269,2025,2.5,-1.57,0.1,3.9
North Carolina,Scotland County,-905,3371,2.3,-1.96,1.9,0.3
North Carolina,Stanly County,3382,1215,2.5,-1.15,1.2,3
North Carolina,Stokes County,1006,1801,3.9,-0.38,3,1.7
North Carolina,Surry County,1005,1777,2.2,-0.6,1.6,0.7
North Carolina,Swain County,1326,200,0.5,-2.9,-3.6,-1.5
North Carolina,Transylvania County,4622,5151,2.2,-1.4,2.9,1.5
North Carolina,Tyrrell County,-97,196,3.5,-0.12,-0.8,4.9
North Carolina,Union County,107689,7472,2.4,-1.6,4.9,0.9
North Carolina,Vance County,1257,1221,3.1,-1.55,1.4,-4.5
North Carolina,Wake County,444357,9807,1.7,-1.61,3.6,0.4
North Carolina,Warren County,-89,4802,1.9,0.33,1.9,-4.7
North Carolina,Washington County,-1711,1841,0.4,-0.41,-2.7,-0.7
North Carolina,Watauga County,12426,9574,2.6,-0.58,4.6,3.5
North Carolina,Wayne County,10843,542,0.8,-1.5,3.5,2.6
North Carolina,Wilkes County,2944,3735,2.8,-0.93,3.1,1.7
North Carolina,Wilson County,7857,3499,1.9,-2.1,1.3,-0.4
North Carolina,Yadkin County,1426,1319,2.4,-1.47,0.8,2.6
North Carolina,Yancey County,-30,1907,2.6,-0.71,4.5,1.5
North Dakota,Adams County,-275,18734,-4.2,-3.67,9,-1.4
North Dakota,Barnes County,-1041,14464,0,-2.94,0,-2
North Dakota,Benson County,-28,14021,-1.5,-1.72,5.6,-2.3
North Dakota,Billings County,52,39595,-1.4,-4.1,6.3,2
North Dakota,Bottineau County,-619,18540,-2.5,-2.3,0.3,-5
North Dakota,Bowman County,-76,17372,-4.9,-3.81,4.8,1.8
North Dakota,Burke County,-111,20867,-14.7,-2.71,2.5,1.5
North Dakota,Burleigh County,25614,13843,-0.9,-2.37,2.8,-0.9
North Dakota,Cass County,54649,10426,0.8,-3.44,1.9,-1.6
North Dakota,Cavalier County,-1069,16719,-0.3,-1.7,1,0.4
North Dakota,Dickey County,-896,21178,1.3,-1.81,8.5,-4.7
North Dakota,Divide County,5,6071,-0.1,-3.63,0.2,-1
North Dakota,Dunn County,689,19887,-3,-0.54,7.9,2
North Dakota,Eddy County,-441,16890,-1,-4.77,5.5,-2.2
North Dakota,Emmons County,-1030,10966,2.3,-1,1.8,-4.2
North Dakota,Foster County,-502,18434,0.6,-1.97,5.5,-0.2
North Dakota,Golden Valley County,-135,10685,-2.8,-2.13,2.5,-3.6
North Dakota,Grand Forks County,4686,7168,0.3,-3.61,0.7,-0.5
North Dakota,Grant County,-465,11375,1.4,-0.16,1.8,-0.2
North Dakota,Griggs County,-496,10187,-1.1,-2.42,3.6,-3.4
North Dakota,Hettinger County,-232,17725,-1.7,-4.64,-5.2,-1.7
North Dakota,Kidder County,-271,25975,-3.2,-1.79,3.2,-11
North Dakota,LaMoure County,-614,11365,-0.9,-0.8,3.2,1.6
