state,name,delta_population,delta_median_hshld_income,delta_median_age,delta_pct_white,delta_pct_bachelors,delta_pct_poverty
Georgia,Bryan County,13643,5345,-0.7,-3.33,4.8,3.1
Georgia,Bulloch County,20166,4978,2.2,-1.92,2.7,2
Georgia,Burke County,279,5552,2.2,0.54,2.6,3.5
Georgia,Butts County,4537,-12602,0.9,-1.91,1.4,11.1
Georgia,Calhoun County,135,-905,1.8,-1.11,0.7,3.4
Georgia,Camden County,9380,4457,0.4,-1.09,3.2,-2.6
Georgia,Candler County,1220,-2703,0.3,-1.97,1.2,9.2
Georgia,Carroll County,30544,1285,1.2,-1.79,1.3,1.3
Georgia,Catoosa County,13268,7993,1.6,-1.1,3,-0.4
Georgia,Charlton County,2433,2407,4.6,-4.66,1.4,3.3
Georgia,Chatham County,58453,7287,0.6,-1.32,4.2,0.7
Georgia,Chattahoochee County,-4539,-4993,-1.7,-3.8,1.5,-0.9
Georgia,Chattooga County,-700,3299,2.2,0.1,2.1,3.3
Georgia,Cherokee County,105670,9157,2.3,-1.44,2.1,2
Georgia,Clarke County,25575,304,1.5,-1.53,0.1,0.6
Georgia,Clay County,-395,-2935,2.3,-7.04,0.4,7.2
Georgia,Clayton County,48636,795,1.3,-2.85,1.2,5.2
Georgia,Clinch County,-151,-10125,1.7,-1,-4.8,13.8
Georgia,Cobb County,148003,6482,1.5,-3.23,1.7,0.3
Georgia,Coffee County,5601,1370,1.4,-2.61,3.1,2.6
Georgia,Colquitt County,3782,1601,1.5,-2.3,1.3,2
Georgia,Columbia County,62291,7829,-0.4,-3.66,0.6,1.5
Georgia,Cook County,1506,4149,1,0.03,4.4,0.9
Georgia,Coweta County,53899,6020,1.8,-1.15,3.3,1.4
Georgia,Crawford County,-200,3970,4.8,0,-0.4,-2.4
Georgia,Crisp County,740,3234,0.6,-1.49,1.9,2.1
Georgia,Dade County,1131,3403,3.1,-1.19,-2.9,2
Georgia,Dawson County,8380,11156,2.6,-0.62,12.3,-0.2
Georgia,Decatur County,-1524,3637,1.6,-1.64,2.4,0.1
Georgia,DeKalb County,87388,4527,1.6,-0.35,3.4,1.5
Georgia,Dodge County,1559,1710,3.5,-0.23,0.8,2.2
Georgia,Dooly County,2212,2351,3.2,-0.74,0.3,-3.9
Georgia,Dougherty County,-6563,2106,2.1,-2.7,1.1,1.6
Georgia,Douglas County,51708,3481,1.8,-5.62,3,2.9
Georgia,Early County,-2058,2565,2.3,-1.65,3.5,-1.4
Georgia,Echols County,182,1925,9.3,1.72,0.8,-3.9
Georgia,Effingham County,22447,7376,1.2,-1.74,3.7,-0.7
Georgia,Elbert County,-1402,4664,2.4,-0.74,1.5,-0.6
Georgia,Emanuel County,693,2884,0.8,-1.35,2.8,5
Georgia,Evans County,280,-2060,0.6,-0.11,2.1,4.8
Georgia,Fannin County,5524,9199,3.6,-0.81,2.8,-0.4
Georgia,Fayette County,21286,2645,2.1,-3.66,5.2,1.6
Georgia,Floyd County,7048,5030,1.1,-2.31,2.6,-0.6
Georgia,Forsyth County,129560,8840,1.9,-5.4,6.6,0.5
Georgia,Franklin County,2535,2507,1.7,-1.66,-0.8,7.6
Georgia,Fulton County,225417,4627,1.2,-0.88,2.6,0.7
Georgia,Gilmer County,7218,9470,5,-3.06,5.2,0.7
Georgia,Glascock County,506,8124,5.5,-1.82,-1.1,-5.1
Georgia,Glynn County,17714,-2791,1.7,-1.04,2.6,4
Georgia,Gordon County,12985,2536,1.7,-1.91,1,1.7
Georgia,Grady County,1160,7215,3,-1.15,3.6,-0.5
Georgia,Greene County,2875,6556,4.1,1.61,6.7,-1.7
Georgia,Gwinnett County,331812,1277,1.6,-4.74,0.4,1.1
Georgia,Habersham County,8665,4282,3.3,-3.1,-0.3,-2.4
Georgia,Hall County,60058,4746,1.9,-2.04,2.5,1.3
Georgia,Hancock County,-1515,6985,3.4,0.56,-1.6,3.2
Georgia,Haralson County,3566,4667,2.7,-0.9,3.1,-2.4
Georgia,Harris County,10220,2521,1.7,-0.47,0,-1.7
Georgia,Hart County,2797,5107,1.1,-1.1,-1.4,-3.6
Georgia,Heard County,718,2212,2.7,-1.13,3.5,-2.4
Georgia,Henry County,106472,829,1.9,-5.76,3.6,3.1
Georgia,Houston County,42714,867,0.7,-3.03,1,3.9
Georgia,Irwin County,-521,-3699,2.4,-2.77,3.9,-0.9
Georgia,Jackson County,25930,6493,2.7,-1.45,2,-2.6
Georgia,Jasper County,2538,-14,4.1,1.02,-2.8,0.3
Georgia,Jeff Davis County,2341,4339,-0.2,-1.76,-1.2,-3.4
Georgia,Jefferson County,-1618,372,0.5,0.31,1.9,0
Georgia,Jenkins County,192,-489,0.5,2.14,-4.5,11.6
Georgia,Johnson County,1228,8816,1.3,0.34,0.7,-6.2
Georgia,Jones County,4831,4393,0.8,-0.81,3.5,1.1
Georgia,Lamar County,2687,3621,0.4,-0.18,8.7,0.4
Georgia,Lanier County,3184,-6413,0.4,0.2,6.4,8.3
Georgia,Laurens County,2456,-3078,0.5,-1.55,-0.5,6.3
Georgia,Lee County,4713,5207,1.3,-3,6.5,3.4
Georgia,Liberty County,-224,819,0.6,-2.44,3.1,-1.2
Georgia,Lincoln County,-468,1312,4.1,0.42,2.4,-3.3
Georgia,Long County,8710,11897,1.8,-0.19,6.5,4.2
Georgia,Lowndes County,23374,815,0,-1.58,2.9,3.4
Georgia,Lumpkin County,11857,-355,1.8,-1.03,7.2,4.9
Georgia,McDuffie County,267,5055,0.2,-2.13,3.8,6.5
Georgia,McIntosh County,3259,4210,6.3,0.92,-1,3.7
Georgia,Macon County,-760,2901,3.6,-1.08,-2.1,-4.4
Georgia,Madison County,3572,6310,2.3,-2.79,3.8,-0.2
Georgia,Marion County,1306,7434,2.7,0.88,5.7,1.1
Georgia,Meriwether County,-1485,-1477,3.1,-0.98,1,5.9
Georgia,Miller County,-545,4059,4.1,-0.83,2,5.1
Georgia,Mitchell County,-1640,-2076,1.6,-0.14,2.7,4.9
Georgia,Monroe County,5356,2369,3.3,-0.21,3.7,1
Georgia,Montgomery County,761,5126,3.8,-2.82,0,1.3
Georgia,Morgan County,2955,13755,3.6,-0.07,-1.7,-2
Georgia,Murray County,3276,3391,2.2,-1.68,2.9,0.9
Georgia,Muscogee County,7767,1908,0.2,-2.63,4.4,3.5
Georgia,Newton County,46077,423,2.3,-3.29,0.5,4
Georgia,Oconee County,11803,3036,1.2,-1.45,3.3,-0.5
Georgia,Oglethorpe County,2242,4619,2,-0.78,3.8,-1.4
Georgia,Paulding County,77767,1321,2.4,-1.97,3.6,1.5
Georgia,Peach County,3431,2631,1.5,0.87,2.3,-6.7
Georgia,Pickens County,8605,11597,4.1,-0.85,2.9,-1.8
Georgia,Pierce County,3671,2801,1,-0.52,3.9,5.6
Georgia,Pike County,4529,-836,2.6,-0.1,0.8,1.8
Georgia,Polk County,3958,2006,0.6,-1.53,1.3,-0.3
Georgia,Pulaski County,1613,2488,2.3,-2.35,7,10.2
Georgia,Putnam County,2918,6811,1.9,-0.72,2.6,3.9
Georgia,Quitman County,-240,-2162,13.5,-8.38,0.9,-8.8
Georgia,Rabun County,1552,4891,3.9,-1.84,0.6,1.8
Georgia,Randolph County,-716,4446,7.5,0.23,-1,7.1
Georgia,Richmond County,2025,1548,0.4,-2.46,0.7,0.9
Georgia,Rockdale County,20201,-1604,0.7,-6.32,2.2,4
Georgia,Schley County,1447,6171,-0.1,-4.88,5,3
Georgia,Screven County,-1421,4401,2.7,0.41,3.3,2.2
Georgia,Seminole County,-1077,1333,0.9,-1.59,4.8,0.1
Georgia,Spalding County,6963,1298,2.3,-1.43,2.6,0.4
Georgia,Stephens County,455,4818,2.3,-1.27,6.3,-0.7
Georgia,Stewart County,733,-8541,-5.6,-1.48,1.4,17.3
Georgia,Sumter County,-3353,1789,1.5,-1.11,-2.1,6.5
Georgia,Talbot County,-249,3353,6.8,1.8,1.6,-6.6
Georgia,Taliaferro County,-449,8312,2.7,-2.67,0,-3.4
Georgia,Tattnall County,3029,-2167,1.1,-1.1,0.4,2.3
Georgia,Taylor County,-673,4638,6.5,-0.01,4,-4.9
Georgia,Telfair County,4195,4168,1.7,-2.03,0,-3.6
Georgia,Terrell County,-2241,4310,3.1,-0.59,0.9,4.3
Georgia,Thomas County,2042,5539,0.5,-0.63,2.6,-3.3
Georgia,Tift County,2191,1881,1.2,-2.36,0.5,5
Georgia,Toombs County,932,4115,0.9,-1.49,1.6,-1.3
Georgia,Towns County,2187,1642,4,-1.51,4.8,5.4
Georgia,Treutlen County,-114,2908,3.9,3.08,5.6,-3.7
Georgia,Troup County,11007,1827,0.4,-3.05,-0.9,1.5
Georgia,Turner County,-1543,11859,3.6,0.67,0.3,2.5
Georgia,Twiggs County,-2416,4108,5.1,-1.17,2.5,6.1
Georgia,Union County,6170,1469,4.6,-1.13,0.4,-1.1
Georgia,Upson County,-1462,866,2.4,-0.62,1.6,2.6
Georgia,Walker County,7886,4858,2.4,-0.71,2.7,2.1
Georgia,Walton County,30913,4155,1.9,-2.45,1.7,0.3
Georgia,Ware County,388,1445,1.6,-1.09,1.3,4.3
Georgia,Warren County,-1033,1817,0.9,0.59,9,1.1
Georgia,Washington County,-863,6715,2.4,-0.87,2.4,-0.5
Georgia,Wayne County,3252,4194,0.6,-1.09,1.8,3
Georgia,Webster County,215,10950,3.1,-4.92,3.4,-4.1
Georgia,Wheeler County,1773,-6932,2,-3.25,-0.5,5
Georgia,White County,9509,2188,2.2,-1.29,0.6,-1.7
Georgia,Whitfield County,21133,1526,1.6,-2.7,-0.5,0
Georgia,Wilcox County,223,4673,-0.1,-1.41,1.7,-3.7
Georgia,Wilkes County,-795,6212,2.5,-0.77,-1.2,1
Georgia,Wilkinson County,-1261,809,2.3,-0.97,-3.1,0.2
Georgia,Worth County,-1434,1699,2.9,-2.03,1.6,0.7
Hawaii,Hawaii County,51704,1399,1.4,-0.87,2,3
Hawaii,Honolulu County,112494,9985,0.1,-0.38,2.9,0.3
Hawaii,Kalawao County,-59,19944,-4.9,-5.77,-1.5,8.6
Hawaii,Kauai County,13696,9799,1.7,-1.08,5.5,0.3
Hawaii,Maui County,38166,8773,2,-1.29,0.6,1.1
Idaho,Ada County,155945,4316,2,-1.28,2.6,1.6
Idaho,Adams County,671,6723,6.7,-2.15,-1,1.4
Idaho,Bannock County,9704,2542,2.3,-1.87,0.8,3.6
Idaho,Bear Lake County,-383,7229,-1.9,-1.04,3.6,0.6
Idaho,Benewah County,13,5972,2.7,-0.58,2,0.6
Idaho,Bingham County,4192,7179,1.9,-0.89,3.4,-1.6
Idaho,Blaine County,3033,-3019,3.3,-1.5,-2.8,5.5
Idaho,Boise County,620,1175,6.9,-1.44,5.3,-5
Idaho,Bonner County,6725,3664,2.9,-0.85,-0.1,-0.3
Idaho,Bonneville County,32073,3705,1.1,-1.69,3.1,0.9
Idaho,Boundary County,2051,1800,1.4,-1.19,5.3,-0.5
Idaho,Butte County,-297,3794,0,0.8,-2,2.4
Idaho,Camas County,111,-7478,9.3,0.21,-2,6
Idaho,Canyon County,85258,3208,2.2,-1.37,1.4,-0.2
Idaho,Caribou County,-270,13792,-1.5,0.42,3.9,1
Idaho,Cassia County,2248,8296,-0.6,-2.51,2.4,-0.7
Idaho,Clark County,-149,-8982,-12.6,-5.43,11.7,12.9
Idaho,Clearwater County,-384,-713,2.2,-1.02,3,2.2
Idaho,Custer County,-170,-3934,12.4,-1.8,-1.9,5.1
Idaho,Elmore County,-2307,2065,1.9,-1.75,3,2.9
Idaho,Franklin County,2235,5901,1.1,-0.48,1.7,-1.5
Idaho,Fremont County,1275,9283,4,0.01,1.3,3.4
Idaho,Gem County,2198,94,3.5,-1.06,4.3,6
Idaho,Gooding County,969,5398,1.6,-1.46,3.2,-0.6
Idaho,Idaho County,858,5763,2.3,-1.07,6.8,-5.6
Idaho,Jefferson County,9291,6476,1.2,-0.63,3.4,-0.7
Idaho,Jerome County,5285,7233,0.9,-3.79,0.9,0.8
Idaho,Kootenai County,48952,6853,1.2,-0.99,1.3,0.7
Idaho,Latah County,4398,6336,0.4,-1.18,4.6,1
Idaho,Lemhi County,69,-380,5.1,-1.67,0,-2.9
Idaho,Lewis County,140,4505,0.5,-3.28,0.8,-0.7
Idaho,Lincoln County,1274,669,-1.2,-2.02,-2.3,-3.8
Idaho,Madison County,11674,-1841,1,-2.21,7.5,-0.4
Idaho,Minidoka County,555,7671,-0.4,-2.14,4.8,4.8
Idaho,Nez Perce County,2975,7409,0.7,-1.46,4.5,2.8
Idaho,Oneida County,302,-1108,0.5,-1.28,-0.5,-0.8
Idaho,Owyhee County,984,2651,3.3,-0.13,-0.6,1.1
Idaho,Payette County,2637,4888,1.9,-2.49,0.4,-0.2
Idaho,Power County,62,6759,0.3,-3.6,-3.1,0.5
Idaho,Shoshone County,-1229,3181,1.6,-1.69,0.5,-0.5
Idaho,Teton County,5382,2622,2.8,-0.38,10.9,0.9
Idaho,Twin Falls County,20840,6663,0.1,-2.49,2.3,1.4
Idaho,Valley County,3036,3164,5.1,0.61,-5.3,-5
Idaho,Washington County,144,979,3.2,-1.43,-1,2.5
Illinois,Adams County,-2043,4630,1.1,-0.96,2.3,0.8
Illinois,Alexander County,-3275,2181,0.5,1.34,1.2,13.3
Illinois,Bond County,-685,2447,1.1,-1.07,-5.4,4.9
Illinois,Boone County,11727,1491,2.5,-1.2,0.9,0.2
Illinois,Brown County,-234,17593,1.1,-1.19,2.3,-0.4
Illinois,Bureau County,-2260,8579,1.8,-1.59,2.8,1.5
Illinois,Calhoun County,-251,8750,3,-1.61,1.2,1.1
Illinois,Carroll County,-2156,5750,1.7,-1.5,1.5,-0.4
Illinois,Cass County,-1190,8612,1.5,-3.2,1.1,0.2
Illinois,Champaign County,29730,4324,1.1,-2.56,2.7,0.9
Illinois,Christian County,-2270,8956,1.4,-0.59,4.3,-3.8
Illinois,Clark County,-1241,8471,1.4,-0.83,0.7,3.4
Illinois,Clay County,-1291,9411,2.4,-0.82,1.1,-2.3
Illinois,Clinton County,2079,9265,1.2,-0.52,3.2,1.2
Illinois,Coles County,-1217,5450,2.9,-0.64,2.7,0.7
Illinois,Cook County,-165478,5484,1.3,-1.22,4,0.6
Illinois,Crawford County,-1491,6034,0.3,-0.89,3.4,-5
Illinois,Cumberland County,-345,8579,1.6,-1.18,2,1.8
Illinois,DeKalb County,15764,4341,1.7,-2.06,2.6,3.5
Illinois,De Witt County,-856,10064,1.4,-6.62,4.6,4.7
Illinois,Douglas County,-174,5320,0.3,-1.69,4,1.9
Illinois,DuPage County,25967,7861,1.7,-2.64,2.7,1.1
Illinois,Edgar County,-2376,7969,1.6,-0.54,0.8,1.9
Illinois,Edwards County,-485,9202,1.1,-0.77,-0.6,-0.7
Illinois,Effingham County,-132,5146,0.4,-0.78,2.6,0.8
Illinois,Fayette County,-18,3272,1.4,-1.21,-2.4,1.7
Illinois,Ford County,-961,2184,1.7,-1.66,1.4,7.4
Illinois,Franklin County,23,5073,0.9,-0.88,2.8,0.1
Illinois,Fulton County,-3140,7331,0.2,-0.84,4.3,1.7
Illinois,Gallatin County,-1365,4447,1.6,-1.25,2.7,-1.4
Illinois,Greene County,-1587,3052,1.3,-0.58,-1.5,2.8
Illinois,Grundy County,13051,7301,1.3,-1.77,4.3,2.5
Illinois,Hamilton County,-427,12261,1.3,1.52,4.2,-0.6
Illinois,Hancock County,-2101,8603,2,-1.07,0.6,-1.4
Illinois,Hardin County,-754,11946,3.5,-3.47,0.1,-5.7
Illinois,Henderson County,-1418,3978,3,-1.01,-0.7,-0.1
Illinois,Henry County,-1692,6591,1.1,-1.26,1.5,2.1
Illinois,Iroquois County,-3458,1534,1.6,-2.06,0.6,5.5
Illinois,Jackson County,-1328,3839,2.7,-1.55,0.8,-0.6
Illinois,Jasper County,-539,9977,0.4,-0.91,4.4,3.9
Illinois,Jefferson County,-1866,4948,0.6,-1.6,2,1.8
Illinois,Jersey County,273,2850,3.2,-0.83,3.7,0.9
Illinois,Jo Daviess County,-695,5253,2.8,-0.68,0.5,-0.8
Illinois,Johnson County,22,4124,2.2,-3.23,3.4,0.3
Illinois,Kane County,130548,7095,2.4,-1.45,0.6,1.3
Illinois,Kankakee County,5772,6058,1.2,-1.23,2.4,0.1
Illinois,Kendall County,71674,9963,1.8,-3.04,2.5,1.7
Illinois,Knox County,-5198,2427,0.8,-1.93,2.7,2.6
Illinois,Lake County,59164,3665,1.9,-2.42,2.9,1.5
Illinois,LaSalle County,-1442,2988,1.3,-2.21,2,2.8
Illinois,Lawrence County,716,5733,2.2,-1.52,0.5,-1.1
Illinois,Lee County,-1656,9817,1.9,-1.56,2.8,2.2
Illinois,Livingston County,-3160,3839,1.4,-0.37,1.6,2.3
Illinois,Logan County,-1938,9272,1.4,-1.21,2.8,-0.6
Illinois,McDonough County,-2090,9209,2.1,-0.72,0,-1.4
Illinois,McHenry County,49045,5748,2.8,-1.78,1.1,1.1
Illinois,McLean County,21857,6931,1,-2.09,4.3,1.6
Illinois,Macon County,-8905,4715,0.5,-1.7,2.2,0.9
Illinois,Macoupin County,-3573,6712,1.6,-0.7,3.5,1.3
Illinois,Madison County,6487,4595,1.8,-1.18,3.2,0.6
Illinois,Marion County,-3789,5705,1,-0.88,1.6,1.3
Illinois,Marshall County,-1450,6057,2.6,-1.05,0.3,0.8
Illinois,Mason County,-2323,2234,3,-0.8,-1.1,-1.3
Illinois,Massac County,-817,1091,2,-1.11,-2,4.7
Illinois,Menard County,-241,6138,0,-1.19,0.4,3.7
Illinois,Mercer County,-1339,4740,1.8,-0.98,4.2,2.1
Illinois,Monroe County,6478,6157,2.2,-0.55,5.9,0.8
Illinois,Montgomery County,-1862,6943,1,-3.23,1.1,1.6
Illinois,Morgan County,-2818,4708,0.9,-0.78,1,-1.5
Illinois,Moultrie County,401,7615,-1.4,-0.75,4.3,1.1
Illinois,Ogle County,31,1922,1.9,-1.3,1.9,2.2
Illinois,Peoria County,-422,3316,0.5,-2.31,2.1,1.4
Illinois,Perry County,-1809,5168,2.6,-0.84,-1,0.7
Illinois,Piatt County,80,11608,0.6,-4.59,5.6,-2.2
Illinois,Pike County,-1563,1182,0.1,-0.69,3.4,-0.5
Illinois,Pope County,-88,1467,5.7,-0.24,4.8,0.3
Illinois,Pulaski County,-1839,3482,1.6,-0.26,-0.7,-5.6
Illinois,Putnam County,-359,8283,2.9,-1.66,-0.1,-2
Illinois,Randolph County,-1470,4697,0.9,-1.39,1.1,1.9
Illinois,Richland County,-248,4537,-0.1,-1.03,3.4,1.2
Illinois,Rock Island County,-4566,5200,0.3,-3.09,1.6,2.3
Illinois,St. Clair County,6397,2541,1.3,-0.78,2.7,1.5
Illinois,Saline County,-2631,5078,0.2,-0.81,2.1,2.2
Illinois,Sangamon County,7501,6455,1.1,-1.74,3.2,2.2
Illinois,Schuyler County,-154,3635,4,-1.47,0.2,7.5
Illinois,Scott County,-535,-920,1.2,-0.82,-4.1,5.8
Illinois,Shelby County,-1174,5180,1.5,-0.61,1.3,0.8
Illinois,Stark County,-898,3089,3.4,-1.11,3.6,2.8
Illinois,Stephenson County,-3925,3123,1.7,-1.77,1.5,1.3
Illinois,Tazewell County,5041,6642,1.3,-0.82,2.9,0.1
Illinois,Union County,-1293,6956,0.5,-1.01,4.5,-4.3
Illinois,Vermilion County,-6010,5474,1.1,-1.64,0.9,1.1
Illinois,Wabash County,-1448,3690,1.9,-1.26,3.4,0.1
Illinois,Warren County,-1568,5642,-0.8,-3.63,4.4,0.4
Illinois,Washington County,-1118,3080,1.2,-0.69,3.1,0.6
Illinois,Wayne County,-656,7198,0.8,-1.1,1.1,1.5
Illinois,White County,-1433,6551,-0.6,-0.99,3.4,-0.9
Illinois,Whiteside County,-4535,6703,1.7,-1.01,2,-0.1
Illinois,Will County,190395,4876,2.4,-2.46,2.9,0.8
Illinois,Williamson County,6032,8021,0.7,-1.36,0.8,-1.5
Illinois,Winnebago County,6360,3912,1.7,-2.26,1.3,-0.6
Illinois,Woodford County,3257,3617,0.5,-0.82,5.1,0.4
Indiana,Adams County,1866,4973,-0.9,-0.87,2.7,2.6
Indiana,Allen County,41028,2377,0.5,-1.9,1.4,2.4
Indiana,Bartholomew County,10605,4589,0.4,-3.78,4.5,2
Indiana,Benton County,-808,2865,1.4,-0.87,3.1,4.9
Indiana,Blackford County,-2072,-1367,1.9,-1.24,-1.1,-1.4
Indiana,Boone County,19768,6997,0.4,-2.17,9.2,-1
Indiana,Brown County,78,9153,3.8,-0.92,4.3,-0.2
Indiana,Carroll County,-126,8133,2.5,-0.99,1.3,0.8
Indiana,Cass County,-2936,2971,2.1,-2.72,-0.7,-0.1
Indiana,Clark County,20501,5466,1.1,-1.31,2.2,-2.1
Indiana,Clay County,-358,6258,1.3,-0.79,2.8,1.4
Indiana,Clinton County,-1549,3243,0.9,-2.3,2.6,1.6
Indiana,Crawford County,-177,2079,3.3,-0.62,-1.1,-0.9
Indiana,Daviess County,3293,3763,-0.8,-1.5,2,0.7
Indiana,Dearborn County,3632,6116,3.1,-0.56,4.8,2.9
Indiana,Decatur County,2182,5376,1.4,-1.39,4.9,0.6
Indiana,DeKalb County,2551,4652,2,-0.57,2.1,3.5
Indiana,Delaware County,-3585,3142,0.7,-1.02,1.5,1
Indiana,Dubois County,2884,4436,0.6,-1.39,1.2,0.4
Indiana,Elkhart County,22241,5191,1,-1.85,0.6,0.1
Indiana,Fayette County,-2379,4438,2.2,-0.57,2.3,-1.2
Indiana,Floyd County,6248,7029,1.3,-0.95,6.3,0
Indiana,Fountain County,-1449,3852,1.5,-0.74,3.6,-0.6
Indiana,Franklin County,468,3939,2.7,0.46,3.2,-1.8
Indiana,Fulton County,-452,6736,1.9,-1.03,-1.2,2
Indiana,Gibson County,1076,4277,0.4,-0.56,2.5,-1.5
Indiana,Grant County,-6912,3061,0.8,-1.16,1.7,2.1
Indiana,Greene County,-980,8545,1.6,-0.68,3.4,-1.5
Indiana,Hamilton County,141007,8635,1.3,-1.94,3.7,0.5
Indiana,Hancock County,19594,9921,1.8,-1.06,5.9,-0.3
Indiana,Harrison County,5573,2625,3.4,-0.84,2.2,2.9
Indiana,Hendricks County,59592,7065,1.1,-2.72,4.1,-0.6
Indiana,Henry County,-32,5044,1.3,-1.06,2.7,2.4
Indiana,Howard County,-2601,2955,1.8,-1.31,0.7,0.1
Indiana,Huntington County,-1738,4099,1.7,-0.93,3.3,0.2
Indiana,Jackson County,2549,5100,0.3,-2.3,2.1,4.5
Indiana,Jasper County,3404,1481,1.5,-0.87,0.7,0
Indiana,Jay County,-861,2992,1.1,-0.7,-0.2,4.4
Indiana,Jefferson County,384,8015,1.2,-0.91,-0.8,-1.4
Indiana,Jennings County,72,4607,2,-0.53,3.2,1.6
Indiana,Johnson County,38688,3643,0.9,-2.01,4.7,1.3
Indiana,Knox County,-1748,5314,-0.3,-1.18,1.2,-0.8
Indiana,Kosciusko County,5149,6973,0.8,-1.3,2.1,1.2
Indiana,LaGrange County,4394,10544,1.1,-0.62,-0.5,-6.9
Indiana,Lake County,1076,3836,1.7,-0.82,2.5,0.7
Indiana,LaPorte County,-77,3907,1,-1.52,1.1,2.8
Indiana,Lawrence County,-256,9605,1.6,-0.69,3.6,-4.3
Indiana,Madison County,-3860,2176,1.2,-0.95,0.9,2.7
Indiana,Marion County,89628,1328,0.3,-2.81,2.4,2.5
Indiana,Marshall County,1370,1728,2.1,-1.54,2.7,-0.7
Indiana,Martin County,-154,5966,-0.1,-0.81,2.5,0.3
Indiana,Miami County,-237,7181,0,-1.01,2.4,-0.7
Indiana,Monroe County,26423,7552,1.3,-1.97,3.1,-0.8
Indiana,Montgomery County,896,5381,1.5,-0.58,0.6,-2
Indiana,Morgan County,3024,4890,2.4,-0.58,2.2,1.7
Indiana,Newton County,-436,1472,0.5,-1.77,1.5,5.8
Indiana,Noble County,1177,6575,2,-1,1,-2.1
Indiana,Ohio County,205,7393,5,-0.67,2.1,-3.4
Indiana,Orange County,120,5683,1.5,-0.94,-0.7,-5.2
Indiana,Owen County,-947,4030,3.2,-0.85,4.4,3.2
Indiana,Parke County,-355,4131,1.2,-0.58,-0.1,-1.9
Indiana,Perry County,182,4581,1.9,-0.97,6,4.1
Indiana,Pike County,-472,8974,2,-0.9,4.8,-2.3
Indiana,Porter County,21606,5090,1.3,-1.94,2.3,1.6
Indiana,Posey County,-1466,3462,1.8,-0.54,2.2,1.2
Indiana,Pulaski County,-1221,3617,0.3,-1.05,-1.8,-4
Indiana,Putnam County,1683,6303,0.5,-0.64,-2.2,1.3
Indiana,Randolph County,-2479,3995,1.9,-1.23,3.3,3.8
Indiana,Ripley County,1919,5605,1.8,-1.07,3.4,0.7
Indiana,Rush County,-1616,1270,1.9,-0.7,1.6,5.5
Indiana,St. Joseph County,4875,3477,0.6,-2.03,2.8,2.5
Indiana,Scott County,910,9655,2.5,-1.26,3,-2.2
Indiana,Shelby County,950,4924,1.6,-1.07,2.8,0.6
Indiana,Spencer County,3,3175,1.5,-0.83,0,-2.4
Indiana,Starke County,-663,8046,1.5,-0.6,0.2,1
Indiana,Steuben County,1270,5270,3.7,-1.08,1.4,-0.8
Indiana,Sullivan County,-1005,847,2.3,-0.68,-1.6,3.7
Indiana,Switzerland County,1631,-1035,-0.4,-1.53,-2.7,5.3
Indiana,Tippecanoe County,41632,7854,0.7,-3.39,1.2,0.9
Indiana,Tipton County,-1449,2446,2.7,-1.06,7.8,2.9
Indiana,Union County,-149,2274,4.6,-1.05,2.4,-3.7
Indiana,Vanderburgh County,9694,2419,0.5,-1.08,4.4,2.4
Indiana,Vermillion County,-1283,3536,2,-0.98,0.7,-1.3
Indiana,Vigo County,1668,3522,0,-0.86,2.2,0.4
Indiana,Wabash County,-3517,5895,1.2,-0.87,2.4,1.7
Indiana,Warren County,-218,9712,2.8,-1.33,6.3,0.7
Indiana,Warrick County,10147,3726,0.9,-1.2,3.6,1.6
Indiana,Washington County,604,7139,3,-0.49,1.6,-3.6
Indiana,Wayne County,-4912,690,1,-0.5,2.4,2.1
Indiana,Wells County,384,5836,-0.2,-1.34,4.6,3
Indiana,White County,-1085,5513,0.1,-1.37,2.1,0.3
Indiana,Whitley County,3049,4912,2.2,-0.85,2.9,2.7
Iowa,Adair County,-1189,4275,0.9,-1.06,2.1,-1.1
Iowa,Adams County,-796,9377,2,-0.5,1.7,-1
Iowa,Allamakee County,-791,1272,1.6,-1.78,4,0.4
Iowa,Appanoose County,-1369,5688,1.7,-1.09,1.6,1.2
Iowa,Audubon County,-1252,6033,2.3,-1.07,-1.3,0
Iowa,Benton County,334,9335,2.1,-0.76,4.2,1.5
Iowa,Black Hawk County,4636,6738,0.2,-1.73,2.9,-1
Iowa,Boone County,260,8328,1.2,-1.24,4.6,-1.2
Iowa,Bremer County,1586,9764,0.4,-1.28,2.5,-0.5
Iowa,Buchanan County,109,7387,0.3,-0.72,0.5,-1.6
Iowa,Buena Vista County,-301,9602,-1.8,-6.45,-2.5,1.7
Iowa,Butler County,-699,6235,0.3,-1.09,2,-0.9
Iowa,Calhoun County,-1369,4691,-2.4,-3.14,1,4.9
Iowa,Carroll County,-1101,7056,-0.5,-1.41,2.5,-0.9
Iowa,Cass County,-1539,4817,0,-0.93,5.1,1.5
Iowa,Cedar County,356,8234,-0.2,-0.9,3.8,-1.8
Iowa,Cerro Gordo County,-3441,5828,1.8,-1.37,1,-0.8
Iowa,Cherokee County,-1719,9363,-0.6,-1.71,0.3,6.8
Iowa,Chickasaw County,-1090,9316,0.4,-0.6,2,-0.5
Iowa,Clarke County,241,4122,-0.2,-3.78,4.3,3.2
Iowa,Clay County,-1202,5436,-0.4,-1.12,3.2,0.7
Iowa,Clayton County,-1041,5241,2.5,-0.75,0.8,-0.9
