DATE,PRCP,TMAX,TMIN,year,month,day
1968-05-29,0.03,65,52,1968,5,29
1968-05-30,0,67,51,1968,5,30
1968-05-31,0.38,65,51,1968,5,31
1968-06-01,1.75,60,54,1968,6,1
1968-06-02,0.28,68,53,1968,6,2
1968-06-03,0,67,52,1968,6,3
1968-06-04,0,71,51,1968,6,4
1968-06-05,0,74,50,1968,6,5
1968-06-06,0,63,51,1968,6,6
1968-06-07,0,62,51,1968,6,7
1968-06-08,0,61,52,1968,6,8
1968-06-09,0,67,51,1968,6,9
1968-06-10,0.02,70,55,1968,6,10
1968-06-11,0,64,50,1968,6,11
1968-06-12,0,66,48,1968,6,12
1968-06-13,0.05,64,52,1968,6,13
1968-06-14,0,70,49,1968,6,14
1968-06-15,0,75,50,1968,6,15
1968-06-16,0,72,53,1968,6,16
1968-06-17,0,74,52,1968,6,17
1968-06-18,0,81,53,1968,6,18
1968-06-19,0.09,67,54,1968,6,19
1968-06-20,0,70,51,1968,6,20
1968-06-21,0.05,67,49,1968,6,21
1968-06-22,0.03,65,53,1968,6,22
1968-06-23,0,75,54,1968,6,23
1968-06-24,0,82,58,1968,6,24
1968-06-25,0,87,61,1968,6,25
1968-06-26,0.3,71,59,1968,6,26
1968-06-27,0.19,62,51,1968,6,27
1968-06-28,0.26,60,50,1968,6,28
1968-06-29,0,68,48,1968,6,29
1968-06-30,0,72,51,1968,6,30
1968-07-01,0,87,55,1968,7,1
1968-07-02,0,92,62,1968,7,2
1968-07-03,0,87,57,1968,7,3
1968-07-04,0,77,57,1968,7,4
1968-07-05,0,80,58,1968,7,5
1968-07-06,0,85,55,1968,7,6
1968-07-07,0,85,56,1968,7,7
1968-07-08,0,85,60,1968,7,8
1968-07-09,0,76,56,1968,7,9
1968-07-10,0,78,60,1968,7,10
1968-07-11,0.11,67,60,1968,7,11
1968-07-12,0.45,66,55,1968,7,12
1968-07-13,0.05,72,50,1968,7,13
1968-07-14,0,68,56,1968,7,14
1968-07-15,0.01,68,53,1968,7,15
1968-07-16,0,72,50,1968,7,16
1968-07-17,0,74,56,1968,7,17
1968-07-18,0,76,54,1968,7,18
1968-07-19,0.21,68,53,1968,7,19
1968-07-20,0,70,54,1968,7,20
1968-07-21,0,72,52,1968,7,21
1968-07-22,0,71,54,1968,7,22
1968-07-23,0,74,53,1968,7,23
1968-07-24,0,81,56,1968,7,24
1968-07-25,0,78,56,1968,7,25
1968-07-26,0,82,55,1968,7,26
1968-07-27,0,88,58,1968,7,27
1968-07-28,0,87,59,1968,7,28
1968-07-29,0,81,56,1968,7,29
1968-07-30,0,85,56,1968,7,30
1968-07-31,0,91,59,1968,7,31
1968-08-01,0,90,62,1968,8,1
1968-08-02,0,78,56,1968,8,2
1968-08-03,0,72,57,1968,8,3
1968-08-04,0,73,57,1968,8,4
1968-08-05,0,71,57,1968,8,5
1968-08-06,0,74,53,1968,8,6
1968-08-07,0,78,52,1968,8,7
1968-08-08,0,79,55,1968,8,8
1968-08-09,0,85,57,1968,8,9
1968-08-10,0,87,60,1968,8,10
1968-08-11,0,79,53,1968,8,11
1968-08-12,0,76,54,1968,8,12
1968-08-13,0.15,65,53,1968,8,13
1968-08-14,1.6,58,56,1968,8,14
1968-08-15,0,67,56,1968,8,15
1968-08-16,0,69,56,1968,8,16
1968-08-17,0.02,69,56,1968,8,17
1968-08-18,0.14,66,54,1968,8,18
1968-08-19,0.07,61,52,1968,8,19
1968-08-20,0,69,53,1968,8,20
1968-08-21,0,71,52,1968,8,21
1968-08-22,0.16,67,57,1968,8,22
1968-08-23,1.21,65,56,1968,8,23
1968-08-24,0.1,61,54,1968,8,24
1968-08-25,0.59,60,54,1968,8,25
1968-08-26,0.38,74,53,1968,8,26
1968-08-27,0.15,67,56,1968,8,27
1968-08-28,0.01,72,57,1968,8,28
1968-08-29,0,75,53,1968,8,29
1968-08-30,0,76,55,1968,8,30
1968-08-31,0,79,57,1968,8,31
1968-09-01,0.14,63,58,1968,9,1
1968-09-02,0,67,55,1968,9,2
1968-09-03,0,72,53,1968,9,3
1968-09-04,0,76,55,1968,9,4
1968-09-05,0,80,57,1968,9,5
1968-09-06,0,75,60,1968,9,6
1968-09-07,0,72,59,1968,9,7
1968-09-08,0,73,55,1968,9,8
1968-09-09,0,68,53,1968,9,9
1968-09-10,0,70,57,1968,9,10
1968-09-11,0.16,64,56,1968,9,11
1968-09-12,0,65,53,1968,9,12
1968-09-13,0.02,60,54,1968,9,13
1968-09-14,0.44,63,54,1968,9,14
1968-09-15,0,66,54,1968,9,15
1968-09-16,0.06,61,54,1968,9,16
1968-09-17,0.56,60,52,1968,9,17
1968-09-18,0.3,56,48,1968,9,18
1968-09-19,0.23,55,47,1968,9,19
1968-09-20,0,59,46,1968,9,20
1968-09-21,0,59,46,1968,9,21
1968-09-22,0.01,59,48,1968,9,22
1968-09-23,0.01,66,55,1968,9,23
1968-09-24,0,69,49,1968,9,24
1968-09-25,0,69,51,1968,9,25
1968-09-26,0,66,52,1968,9,26
1968-09-27,0,60,49,1968,9,27
1968-09-28,0,67,45,1968,9,28
1968-09-29,0,71,47,1968,9,29
1968-09-30,0,64,47,1968,9,30
1968-10-01,0,58,46,1968,10,1
1968-10-02,0,62,42,1968,10,2
1968-10-03,0,68,42,1968,10,3
1968-10-04,0.34,62,48,1968,10,4
1968-10-05,0.2,59,46,1968,10,5
1968-10-06,0,59,47,1968,10,6
1968-10-07,0,56,45,1968,10,7
1968-10-08,0,54,41,1968,10,8
1968-10-09,0.27,55,43,1968,10,9
1968-10-10,0.14,54,47,1968,10,10
1968-10-11,0.17,53,46,1968,10,11
1968-10-12,0.6,48,46,1968,10,12
1968-10-13,0.44,55,45,1968,10,13
1968-10-14,0.18,54,45,1968,10,14
1968-10-15,0.06,56,45,1968,10,15
1968-10-16,0,56,42,1968,10,16
1968-10-17,0.48,55,43,1968,10,17
1968-10-18,0,54,42,1968,10,18
1968-10-19,0.41,51,46,1968,10,19
1968-10-20,0.3,56,45,1968,10,20
1968-10-21,0.21,52,45,1968,10,21
1968-10-22,0,54,49,1968,10,22
1968-10-23,0,66,52,1968,10,23
1968-10-24,0,66,48,1968,10,24
1968-10-25,0.07,56,46,1968,10,25
1968-10-26,0,60,42,1968,10,26
1968-10-27,0,67,47,1968,10,27
1968-10-28,0,62,52,1968,10,28
1968-10-29,0.3,64,52,1968,10,29
1968-10-30,0.15,55,44,1968,10,30
1968-10-31,0,52,40,1968,10,31
1968-11-01,0,54,36,1968,11,1
1968-11-02,0.44,54,45,1968,11,2
1968-11-03,0,52,39,1968,11,3
1968-11-04,0,52,35,1968,11,4
1968-11-05,0.02,51,41,1968,11,5
1968-11-06,0,55,38,1968,11,6
1968-11-07,0.06,55,46,1968,11,7
1968-11-08,0.8,59,47,1968,11,8
1968-11-09,0.08,57,45,1968,11,9
1968-11-10,0.48,48,45,1968,11,10
1968-11-11,1.45,57,47,1968,11,11
1968-11-12,0.02,49,42,1968,11,12
1968-11-13,0,49,38,1968,11,13
1968-11-14,0,50,38,1968,11,14
1968-11-15,0,45,36,1968,11,15
1968-11-16,0,44,36,1968,11,16
1968-11-17,0.04,51,41,1968,11,17
1968-11-18,0.08,55,45,1968,11,18
1968-11-19,0,59,46,1968,11,19
1968-11-20,0.21,58,46,1968,11,20
1968-11-21,0.56,54,45,1968,11,21
1968-11-22,0.3,54,47,1968,11,22
1968-11-23,0,55,45,1968,11,23
1968-11-24,0.16,52,42,1968,11,24
1968-11-25,0,50,42,1968,11,25
1968-11-26,0.17,47,42,1968,11,26
1968-11-27,0,50,44,1968,11,27
1968-11-28,0,49,38,1968,11,28
1968-11-29,0.88,50,38,1968,11,29
1968-11-30,0.11,43,37,1968,11,30
1968-12-01,0.03,42,37,1968,12,1
1968-12-02,0.15,49,37,1968,12,2
1968-12-03,1.85,51,35,1968,12,3
1968-12-04,0.12,40,35,1968,12,4
1968-12-05,0.13,42,36,1968,12,5
1968-12-06,0,44,32,1968,12,6
1968-12-07,0.88,46,41,1968,12,7
1968-12-08,0.21,47,41,1968,12,8
1968-12-09,0.28,53,42,1968,12,9
1968-12-10,0.72,45,41,1968,12,10
1968-12-11,0.39,47,39,1968,12,11
1968-12-12,0,44,34,1968,12,12
1968-12-13,0.02,47,41,1968,12,13
1968-12-14,0.14,51,41,1968,12,14
1968-12-15,0.53,52,41,1968,12,15
1968-12-16,0,42,37,1968,12,16
1968-12-17,0.08,43,36,1968,12,17
1968-12-18,0.42,43,28,1968,12,18
1968-12-19,0,34,27,1968,12,19
1968-12-20,0,33,24,1968,12,20
1968-12-21,0.12,35,29,1968,12,21
1968-12-22,0.26,38,33,1968,12,22
1968-12-23,0.6,46,37,1968,12,23
1968-12-24,0.35,49,41,1968,12,24
1968-12-25,0,44,33,1968,12,25
1968-12-26,0.02,42,35,1968,12,26
1968-12-27,0.02,37,20,1968,12,27
1968-12-28,0.01,22,13,1968,12,28
1968-12-29,0,17,8,1968,12,29
1968-12-30,0.15,18,6,1968,12,30
1968-12-31,1.07,34,13,1968,12,31
1969-01-01,0.12,43,33,1969,1,1
1969-01-02,0,42,37,1969,1,2
1969-01-03,0.35,43,37,1969,1,3
1969-01-04,0.22,55,42,1969,1,4
1969-01-05,0.61,51,42,1969,1,5
1969-01-06,0.71,45,40,1969,1,6
1969-01-07,0.01,42,34,1969,1,7
1969-01-08,0.21,38,32,1969,1,8
1969-01-09,0.19,41,35,1969,1,9
1969-01-10,0.35,43,35,1969,1,10
1969-01-11,0.21,39,34,1969,1,11
1969-01-12,0.16,39,29,1969,1,12
1969-01-13,0.35,39,32,1969,1,13
1969-01-14,0.23,40,33,1969,1,14
1969-01-15,0.35,39,33,1969,1,15
1969-01-16,0.13,37,33,1969,1,16
1969-01-17,0.01,35,30,1969,1,17
1969-01-18,0,35,28,1969,1,18
1969-01-19,0.08,37,31,1969,1,19
1969-01-20,0.04,36,25,1969,1,20
1969-01-21,0.01,31,25,1969,1,21
1969-01-22,0,29,23,1969,1,22
1969-01-23,0,29,17,1969,1,23
1969-01-24,0,30,18,1969,1,24
1969-01-25,0.04,30,25,1969,1,25
1969-01-26,0.15,27,23,1969,1,26
1969-01-27,0.51,27,21,1969,1,27
1969-01-28,0.04,22,15,1969,1,28
1969-01-29,0.23,27,19,1969,1,29
1969-01-30,0.1,30,22,1969,1,30
1969-01-31,0.3,40,28,1969,1,31
1969-02-01,0,39,35,1969,2,1
1969-02-02,0.33,42,35,1969,2,2
1969-02-03,0.04,47,39,1969,2,3
1969-02-04,0.47,45,35,1969,2,4
1969-02-05,0,41,31,1969,2,5
1969-02-06,0,42,31,1969,2,6
1969-02-07,0.39,44,32,1969,2,7
1969-02-08,1.05,48,37,1969,2,8
1969-02-09,0.04,46,37,1969,2,9
1969-02-10,0.33,51,40,1969,2,10
1969-02-11,0.14,51,41,1969,2,11
1969-02-12,0.01,45,36,1969,2,12
1969-02-13,0,47,35,1969,2,13
1969-02-14,0,49,37,1969,2,14
1969-02-15,0.1,54,43,1969,2,15
1969-02-16,0.22,52,39,1969,2,16
1969-02-17,0,57,38,1969,2,17
1969-02-18,0,54,38,1969,2,18
1969-02-19,0,50,37,1969,2,19
1969-02-20,0,47,37,1969,2,20
1969-02-21,0,49,32,1969,2,21
1969-02-22,0,49,38,1969,2,22
1969-02-23,0.04,43,35,1969,2,23
1969-02-24,0,54,33,1969,2,24
1969-02-25,0,49,36,1969,2,25
1969-02-26,0,50,35,1969,2,26
1969-02-27,0,54,35,1969,2,27
1969-02-28,0,54,39,1969,2,28
1969-03-01,0.03,53,41,1969,3,1
1969-03-02,0,56,44,1969,3,2
1969-03-03,0.13,45,41,1969,3,3
1969-03-04,0.04,46,39,1969,3,4
1969-03-05,0.48,49,40,1969,3,5
1969-03-06,0.06,49,37,1969,3,6
1969-03-07,0,50,33,1969,3,7
1969-03-08,0,51,34,1969,3,8
1969-03-09,0,51,35,1969,3,9
1969-03-10,0,53,33,1969,3,10
1969-03-11,0,53,32,1969,3,11
1969-03-12,0,52,32,1969,3,12
1969-03-13,0,53,33,1969,3,13
1969-03-14,0,52,35,1969,3,14
1969-03-15,0.05,54,42,1969,3,15
1969-03-16,0.58,58,41,1969,3,16
1969-03-17,0.45,56,44,1969,3,17
1969-03-18,0.01,51,39,1969,3,18
1969-03-19,0.02,52,42,1969,3,19
1969-03-20,0,55,39,1969,3,20
1969-03-21,0,58,38,1969,3,21
1969-03-22,0.06,50,41,1969,3,22
1969-03-23,0,55,39,1969,3,23
1969-03-24,0,59,36,1969,3,24
1969-03-25,0,64,41,1969,3,25
1969-03-26,0,70,41,1969,3,26
1969-03-27,0,56,45,1969,3,27
1969-03-28,0,61,40,1969,3,28
1969-03-29,0.01,60,41,1969,3,29
1969-03-30,0.08,67,50,1969,3,30
1969-03-31,0.2,55,45,1969,3,31
1969-04-01,0.36,53,40,1969,4,1
1969-04-02,0.22,48,38,1969,4,2
1969-04-03,0.1,53,35,1969,4,3
1969-04-04,0.42,50,44,1969,4,4
1969-04-05,0.09,55,43,1969,4,5
1969-04-06,0.34,55,43,1969,4,6
1969-04-07,0,53,41,1969,4,7
1969-04-08,0,66,37,1969,4,8
1969-04-09,0.13,56,44,1969,4,9
1969-04-10,0,59,41,1969,4,10
1969-04-11,0,68,44,1969,4,11
1969-04-12,0.05,64,49,1969,4,12
1969-04-13,0,53,44,1969,4,13
1969-04-14,0,57,42,1969,4,14
1969-04-15,0,58,42,1969,4,15
1969-04-16,0.06,57,43,1969,4,16
1969-04-17,0.58,56,43,1969,4,17
1969-04-18,0.12,53,41,1969,4,18
1969-04-19,0.33,54,40,1969,4,19
1969-04-20,0.03,55,40,1969,4,20
1969-04-21,0,66,45,1969,4,21
1969-04-22,0.08,55,45,1969,4,22
1969-04-23,0.34,56,42,1969,4,23
1969-04-24,0,53,39,1969,4,24
1969-04-25,0,55,36,1969,4,25
1969-04-26,0,62,36,1969,4,26
1969-04-27,0.04,66,49,1969,4,27
1969-04-28,0.12,53,38,1969,4,28
1969-04-29,0,52,39,1969,4,29
1969-04-30,0.04,49,39,1969,4,30
1969-05-01,0.32,50,40,1969,5,1
1969-05-02,0.01,55,39,1969,5,2
1969-05-03,0.08,55,39,1969,5,3
1969-05-04,0,62,36,1969,5,4
1969-05-05,0,66,45,1969,5,5
1969-05-06,0,68,45,1969,5,6
1969-05-07,0,75,49,1969,5,7
1969-05-08,0,84,52,1969,5,8
1969-05-09,0,70,52,1969,5,9
1969-05-10,0,62,47,1969,5,10
1969-05-11,0,72,48,1969,5,11
1969-05-12,0,72,50,1969,5,12
1969-05-13,0,74,50,1969,5,13
1969-05-14,0,63,47,1969,5,14
1969-05-15,0,67,42,1969,5,15
1969-05-16,0,69,49,1969,5,16
1969-05-17,0,75,48,1969,5,17
1969-05-18,0,71,52,1969,5,18
1969-05-19,0,62,52,1969,5,19
1969-05-20,0,67,52,1969,5,20
1969-05-21,0,81,52,1969,5,21
1969-05-22,0,86,56,1969,5,22
1969-05-23,0.02,90,56,1969,5,23
1969-05-24,0.17,67,52,1969,5,24
1969-05-25,0.09,68,48,1969,5,25
1969-05-26,0.25,67,50,1969,5,26
1969-05-27,0.16,60,50,1969,5,27
1969-05-28,0,59,47,1969,5,28
1969-05-29,1.83,59,51,1969,5,29
1969-05-30,0,59,49,1969,5,30
1969-05-31,0,71,47,1969,5,31
1969-06-01,0,78,52,1969,6,1
1969-06-02,0,77,55,1969,6,2
1969-06-03,0,80,56,1969,6,3
1969-06-04,0,83,59,1969,6,4
1969-06-05,0,73,53,1969,6,5
1969-06-06,0,62,54,1969,6,6
1969-06-07,0,69,53,1969,6,7
1969-06-08,0,78,59,1969,6,8
1969-06-09,0,81,58,1969,6,9
1969-06-10,0,67,54,1969,6,10
1969-06-11,0,72,55,1969,6,11
1969-06-12,0,71,55,1969,6,12
1969-06-13,0,73,56,1969,6,13
1969-06-14,0,78,57,1969,6,14
1969-06-15,0,84,55,1969,6,15
1969-06-16,0,88,60,1969,6,16
1969-06-17,0,91,61,1969,6,17
1969-06-18,0,84,57,1969,6,18
1969-06-19,0,69,56,1969,6,19
1969-06-20,0,64,55,1969,6,20
1969-06-21,0,68,54,1969,6,21
1969-06-22,0.05,67,57,1969,6,22
1969-06-23,0.58,62,55,1969,6,23
1969-06-24,0.03,62,50,1969,6,24
1969-06-25,0.14,65,50,1969,6,25
1969-06-26,0,69,49,1969,6,26
1969-06-27,0.11,69,53,1969,6,27
1969-06-28,0,69,53,1969,6,28
1969-06-29,0,72,56,1969,6,29
1969-06-30,0,78,55,1969,6,30
1969-07-01,0.01,83,57,1969,7,1
1969-07-02,0,67,57,1969,7,2
1969-07-03,0.05,66,53,1969,7,3
1969-07-04,0.01,68,53,1969,7,4
1969-07-05,0,71,50,1969,7,5
1969-07-06,0,71,53,1969,7,6
1969-07-07,0,71,55,1969,7,7
1969-07-08,0,78,56,1969,7,8
1969-07-09,0,83,57,1969,7,9
1969-07-10,0.2,63,53,1969,7,10
1969-07-11,0,72,54,1969,7,11
1969-07-12,0,71,53,1969,7,12
1969-07-13,0,71,54,1969,7,13
1969-07-14,0,71,52,1969,7,14
1969-07-15,0,76,50,1969,7,15
1969-07-16,0,78,52,1969,7,16
1969-07-17,0,78,51,1969,7,17
1969-07-18,0,81,52,1969,7,18
1969-07-19,0,84,54,1969,7,19
1969-07-20,0,68,54,1969,7,20
1969-07-21,0,77,51,1969,7,21
1969-07-22,0,85,57,1969,7,22
1969-07-23,0,85,61,1969,7,23
1969-07-24,0,79,56,1969,7,24
1969-07-25,0,73,53,1969,7,25
1969-07-26,0,78,52,1969,7,26
1969-07-27,0,81,56,1969,7,27
1969-07-28,0,70,55,1969,7,28
1969-07-29,0,76,54,1969,7,29
1969-07-30,0,84,54,1969,7,30
1969-07-31,0,74,57,1969,7,31
1969-08-01,0,69,55,1969,8,1
1969-08-02,0,71,55,1969,8,2
1969-08-03,0,73,52,1969,8,3
1969-08-04,0.04,71,55,1969,8,4
1969-08-05,0.17,72,54,1969,8,5
1969-08-06,0,72,52,1969,8,6
1969-08-07,0,69,56,1969,8,7
1969-08-08,0,74,54,1969,8,8
1969-08-09,0,78,55,1969,8,9
1969-08-10,0,69,56,1969,8,10
1969-08-11,0,73,56,1969,8,11
1969-08-12,0,70,54,1969,8,12
1969-08-13,0,78,58,1969,8,13
1969-08-14,0,84,58,1969,8,14
1969-08-15,0.01,68,56,1969,8,15
1969-08-16,0,70,51,1969,8,16
1969-08-17,0,76,52,1969,8,17
1969-08-18,0.02,74,57,1969,8,18
1969-08-19,0,72,58,1969,8,19
1969-08-20,0,74,61,1969,8,20
1969-08-21,0,75,59,1969,8,21
1969-08-22,0,74,54,1969,8,22
1969-08-23,0,81,54,1969,8,23
1969-08-24,0.03,76,56,1969,8,24
1969-08-25,0,74,59,1969,8,25
1969-08-26,0.03,72,51,1969,8,26
1969-08-27,0.15,65,54,1969,8,27
1969-08-28,0,68,55,1969,8,28
1969-08-29,0,71,48,1969,8,29
1969-08-30,0,75,51,1969,8,30
1969-08-31,0,80,54,1969,8,31
1969-09-01,0,83,57,1969,9,1
1969-09-02,0.01,73,54,1969,9,2
1969-09-03,0,68,52,1969,9,3
1969-09-04,0,61,54,1969,9,4
1969-09-05,0,70,51,1969,9,5
1969-09-06,0,79,51,1969,9,6
1969-09-07,0,85,56,1969,9,7
1969-09-08,0,83,61,1969,9,8
1969-09-09,0,84,57,1969,9,9
1969-09-10,0,81,49,1969,9,10
1969-09-11,0,81,56,1969,9,11
1969-09-12,0.05,66,54,1969,9,12
1969-09-13,0.23,65,48,1969,9,13
1969-09-14,0,66,48,1969,9,14
1969-09-15,0,67,43,1969,9,15
1969-09-16,0.04,62,51,1969,9,16
1969-09-17,1.26,67,53,1969,9,17
1969-09-18,0.35,67,53,1969,9,18
1969-09-19,0.74,61,55,1969,9,19
1969-09-20,0.13,64,54,1969,9,20
1969-09-21,0.13,65,53,1969,9,21
1969-09-22,1.27,64,56,1969,9,22
1969-09-23,0.44,63,54,1969,9,23
1969-09-24,0.11,65,53,1969,9,24
1969-09-25,0.02,65,53,1969,9,25
1969-09-26,0,66,50,1969,9,26
1969-09-27,0.03,61,52,1969,9,27
1969-09-28,0.05,63,54,1969,9,28
1969-09-29,0.37,61,53,1969,9,29
1969-09-30,0.34,63,52,1969,9,30
1969-10-01,0.06,61,51,1969,10,1
1969-10-02,0,59,46,1969,10,2
1969-10-03,0,59,46,1969,10,3
1969-10-04,0,60,42,1969,10,4
1969-10-05,0,65,43,1969,10,5
1969-10-06,0,73,47,1969,10,6
1969-10-07,0.49,62,53,1969,10,7
1969-10-08,0.22,59,50,1969,10,8
1969-10-09,0.01,60,47,1969,10,9
1969-10-10,0,56,42,1969,10,10
1969-10-11,0,58,37,1969,10,11
1969-10-12,0,60,44,1969,10,12
1969-10-13,0,58,40,1969,10,13
1969-10-14,0,61,37,1969,10,14
1969-10-15,0,67,44,1969,10,15
1969-10-16,0.02,59,43,1969,10,16
1969-10-17,0,55,37,1969,10,17
1969-10-18,0,51,35,1969,10,18
1969-10-19,0,52,37,1969,10,19
1969-10-20,0,58,51,1969,10,20
1969-10-21,0,70,47,1969,10,21
1969-10-22,0.01,54,46,1969,10,22
1969-10-23,0,55,41,1969,10,23
1969-10-24,0.03,55,44,1969,10,24
1969-10-25,0,61,44,1969,10,25
1969-10-26,0.05,64,53,1969,10,26
1969-10-27,0.18,58,49,1969,10,27
1969-10-28,0.05,60,48,1969,10,28
1969-10-29,0.06,58,51,1969,10,29
1969-10-30,0.01,61,50,1969,10,30
1969-10-31,0,66,51,1969,10,31
1969-11-01,0,62,49,1969,11,1
1969-11-02,0.01,61,50,1969,11,2
1969-11-03,0,57,49,1969,11,3
1969-11-04,1.54,57,48,1969,11,4
1969-11-05,0,59,49,1969,11,5
1969-11-06,0.01,55,49,1969,11,6
1969-11-07,0,56,48,1969,11,7
1969-11-08,0.03,50,47,1969,11,8
1969-11-09,0,54,44,1969,11,9
1969-11-10,0.04,54,48,1969,11,10
1969-11-11,0,51,44,1969,11,11
1969-11-12,0,54,48,1969,11,12
1969-11-13,0,49,44,1969,11,13
1969-11-14,0,46,40,1969,11,14
1969-11-15,0,54,40,1969,11,15
1969-11-16,0,45,38,1969,11,16
1969-11-17,0,48,38,1969,11,17
1969-11-18,0,53,42,1969,11,18
1969-11-19,0,54,43,1969,11,19
1969-11-20,0.29,47,44,1969,11,20
1969-11-21,0,52,40,1969,11,21
1969-11-22,0,44,36,1969,11,22
1969-11-23,0.29,51,42,1969,11,23
1969-11-24,0,48,38,1969,11,24
1969-11-25,0,50,38,1969,11,25
1969-11-26,0,49,37,1969,11,26
1969-11-27,0,49,30,1969,11,27
1969-11-28,0,41,31,1969,11,28
1969-11-29,0,40,30,1969,11,29
1969-11-30,0,49,30,1969,11,30
1969-12-01,0,50,33,1969,12,1
1969-12-02,0,55,36,1969,12,2
1969-12-03,0.15,46,34,1969,12,3
1969-12-04,0,50,41,1969,12,4
1969-12-05,0,50,36,1969,12,5
1969-12-06,0,49,42,1969,12,6
1969-12-07,0,50,43,1969,12,7
1969-12-08,0.26,47,41,1969,12,8
1969-12-09,0.13,46,40,1969,12,9
1969-12-10,0.12,46,37,1969,12,10
1969-12-11,0.75,55,40,1969,12,11
1969-12-12,0.83,51,43,1969,12,12
1969-12-13,0.74,56,44,1969,12,13
1969-12-14,0.13,54,45,1969,12,14
1969-12-15,0.02,52,41,1969,12,15
1969-12-16,0.24,46,40,1969,12,16
1969-12-17,0.1,53,42,1969,12,17
1969-12-18,0.2,54,46,1969,12,18
1969-12-19,0.11,56,44,1969,12,19
1969-12-20,0.15,54,48,1969,12,20
1969-12-21,0.38,53,45,1969,12,21
1969-12-22,0.58,49,45,1969,12,22
1969-12-23,0.47,47,39,1969,12,23
1969-12-24,0,47,36,1969,12,24
1969-12-25,0.01,50,41,1969,12,25
1969-12-26,0.31,47,39,1969,12,26
1969-12-27,0,42,37,1969,12,27
1969-12-28,0,47,39,1969,12,28
1969-12-29,0,46,42,1969,12,29
1969-12-30,0,46,41,1969,12,30
1969-12-31,0,47,41,1969,12,31
1970-01-01,0,42,35,1970,1,1
1970-01-02,0,44,34,1970,1,2
1970-01-03,0,41,33,1970,1,3
1970-01-04,0,40,29,1970,1,4
1970-01-05,0,41,30,1970,1,5
1970-01-06,0,44,33,1970,1,6
1970-01-07,0,45,38,1970,1,7
1970-01-08,0.15,42,38,1970,1,8
1970-01-09,0.17,42,33,1970,1,9
1970-01-10,0.03,41,30,1970,1,10
1970-01-11,0.02,44,36,1970,1,11
1970-01-12,0.07,40,32,1970,1,12
1970-01-13,1.63,50,38,1970,1,13
1970-01-14,0.62,52,39,1970,1,14
1970-01-15,0,40,32,1970,1,15
1970-01-16,0.01,37,33,1970,1,16
1970-01-17,0.54,45,35,1970,1,17
1970-01-18,0.69,52,45,1970,1,18
1970-01-19,0.67,52,46,1970,1,19
1970-01-20,0.1,55,45,1970,1,20
1970-01-21,0.32,55,46,1970,1,21
1970-01-22,0.5,54,42,1970,1,22
1970-01-23,0.02,52,45,1970,1,23
1970-01-24,0.85,46,42,1970,1,24
1970-01-25,0.41,44,38,1970,1,25
1970-01-26,0.84,43,36,1970,1,26
1970-01-27,0.16,43,35,1970,1,27
1970-01-28,0,45,36,1970,1,28
1970-01-29,0,45,33,1970,1,29
1970-01-30,0,46,33,1970,1,30
1970-01-31,0.42,49,43,1970,1,31
1970-02-01,0,50,42,1970,2,1
1970-02-02,0,48,42,1970,2,2
1970-02-03,0,48,40,1970,2,3
1970-02-04,0,42,37,1970,2,4
1970-02-05,0.17,41,33,1970,2,5
1970-02-06,0,54,41,1970,2,6
1970-02-07,0,65,47,1970,2,7
1970-02-08,0,65,43,1970,2,8
1970-02-09,0,57,39,1970,2,9
1970-02-10,0,59,45,1970,2,10
1970-02-11,0,54,41,1970,2,11
1970-02-12,0.08,58,49,1970,2,12
1970-02-13,0.15,52,46,1970,2,13
1970-02-14,0.09,51,40,1970,2,14
1970-02-15,0.94,48,46,1970,2,15
1970-02-16,0.3,51,46,1970,2,16
1970-02-17,0.52,46,42,1970,2,17
1970-02-18,0,48,42,1970,2,18
1970-02-19,0,52,38,1970,2,19
1970-02-20,0,57,38,1970,2,20
1970-02-21,0,62,37,1970,2,21
1970-02-22,0.01,55,36,1970,2,22
1970-02-23,0,57,40,1970,2,23
1970-02-24,0,60,39,1970,2,24
1970-02-25,0,57,37,1970,2,25
1970-02-26,0,57,35,1970,2,26
1970-02-27,0,50,39,1970,2,27
1970-02-28,0,50,36,1970,2,28
1970-03-01,0,45,34,1970,3,1
1970-03-02,0.06,48,30,1970,3,2
1970-03-03,0.06,46,37,1970,3,3
1970-03-04,0,51,39,1970,3,4
1970-03-05,0.13,52,34,1970,3,5
1970-03-06,1.18,53,43,1970,3,6
1970-03-07,0.04,53,43,1970,3,7
1970-03-08,0,51,35,1970,3,8
1970-03-09,0,60,33,1970,3,9
1970-03-10,0,60,36,1970,3,10
1970-03-11,0.12,51,41,1970,3,11
1970-03-12,0.35,51,43,1970,3,12
1970-03-13,0.13,60,46,1970,3,13
1970-03-14,0.58,55,47,1970,3,14
1970-03-15,0.01,52,43,1970,3,15
1970-03-16,0.03,49,40,1970,3,16
1970-03-17,0,49,36,1970,3,17
1970-03-18,0,53,33,1970,3,18
1970-03-19,0,58,34,1970,3,19
1970-03-20,0.3,54,42,1970,3,20
1970-03-21,0.01,51,43,1970,3,21
1970-03-22,0,54,40,1970,3,22
1970-03-23,0,49,43,1970,3,23
1970-03-24,0,53,39,1970,3,24
1970-03-25,0,51,35,1970,3,25
1970-03-26,0.03,55,43,1970,3,26
1970-03-27,0.01,53,36,1970,3,27
1970-03-28,0.12,54,44,1970,3,28
