DATE,PRCP,TMAX,TMIN,year,month,day
1949-01-01,0,35,26,1949,1,1
1949-01-02,0.03,40,22,1949,1,2
1949-01-03,0,40,17,1949,1,3
1949-01-04,0,42,20,1949,1,4
1949-01-05,0,41,28,1949,1,5
1949-01-06,0.03,49,37,1949,1,6
1949-01-07,0.52,46,26,1949,1,7
1949-01-08,0,30,18,1949,1,8
1949-01-09,0,32,13,1949,1,9
1949-01-10,0,30,12,1949,1,10
1949-01-11,0,37,17,1949,1,11
1949-01-12,0,36,19,1949,1,12
1949-01-13,0,41,19,1949,1,13
1949-01-14,0,36,25,1949,1,14
1949-01-15,0,46,28,1949,1,15
1949-01-16,0,43,26,1949,1,16
1949-01-17,0.03,43,33,1949,1,17
1949-01-18,0.02,35,29,1949,1,18
1949-01-19,0,35,24,1949,1,19
1949-01-20,0,30,20,1949,1,20
1949-01-21,0.03,35,22,1949,1,21
1949-01-22,0.01,33,21,1949,1,22
1949-01-23,0,30,16,1949,1,23
1949-01-24,0,29,17,1949,1,24
1949-01-25,0,39,17,1949,1,25
1949-01-26,0.1,31,26,1949,1,26
1949-01-27,0,35,24,1949,1,27
1949-01-28,0,41,16,1949,1,28
1949-01-29,0,40,26,1949,1,29
1949-01-30,0,38,28,1949,1,30
1949-01-31,0,37,29,1949,1,31
1949-02-01,0,37,23,1949,2,1
1949-02-02,0.1,33,25,1949,2,2
1949-02-03,0.03,35,27,1949,2,3
1949-02-04,0.11,33,24,1949,2,4
1949-02-05,0.06,35,21,1949,2,5
1949-02-06,0.06,37,31,1949,2,6
1949-02-07,0,38,31,1949,2,7
1949-02-08,0,41,33,1949,2,8
1949-02-09,0.43,43,34,1949,2,9
1949-02-10,0.96,43,30,1949,2,10
1949-02-11,0.02,37,27,1949,2,11
1949-02-12,0,32,21,1949,2,12
1949-02-13,0,34,18,1949,2,13
1949-02-14,0.18,38,30,1949,2,14
1949-02-15,0.12,42,33,1949,2,15
1949-02-16,1.83,48,41,1949,2,16
1949-02-17,0.07,46,33,1949,2,17
1949-02-18,0.01,40,31,1949,2,18
1949-02-19,0.32,33,29,1949,2,19
1949-02-20,0.15,39,26,1949,2,20
1949-02-21,0.97,47,36,1949,2,21
1949-02-22,0.47,50,44,1949,2,22
1949-02-23,0,59,39,1949,2,23
1949-02-24,0,62,37,1949,2,24
1949-02-25,0,62,35,1949,2,25
1949-02-26,0,62,34,1949,2,26
1949-02-27,0,62,32,1949,2,27
1949-02-28,0,66,30,1949,2,28
1949-03-01,0,55,38,1949,3,1
1949-03-02,0,54,41,1949,3,2
1949-03-03,0,61,38,1949,3,3
1949-03-04,0,58,34,1949,3,4
1949-03-05,0,57,38,1949,3,5
1949-03-06,0,53,41,1949,3,6
1949-03-07,0,48,40,1949,3,7
1949-03-08,0.06,48,38,1949,3,8
1949-03-09,0,54,33,1949,3,9
1949-03-10,0,56,39,1949,3,10
1949-03-11,0,60,41,1949,3,11
1949-03-12,0.6,47,43,1949,3,12
1949-03-13,0.08,49,41,1949,3,13
1949-03-14,0.19,48,41,1949,3,14
1949-03-15,0.06,54,38,1949,3,15
1949-03-16,0.34,55,42,1949,3,16
1949-03-17,0.28,58,43,1949,3,17
1949-03-18,0.33,63,44,1949,3,18
1949-03-19,0.65,55,44,1949,3,19
1949-03-20,0.27,48,41,1949,3,20
1949-03-21,0,52,37,1949,3,21
1949-03-22,0,53,33,1949,3,22
1949-03-23,0,55,33,1949,3,23
1949-03-24,0,54,36,1949,3,24
1949-03-25,0.16,53,38,1949,3,25
1949-03-26,0.03,52,37,1949,3,26
1949-03-27,0,52,32,1949,3,27
1949-03-28,0,51,30,1949,3,28
1949-03-29,0.49,43,35,1949,3,29
1949-03-30,0,49,35,1949,3,30
1949-03-31,0,55,30,1949,3,31
1949-04-01,0.07,46,38,1949,4,1
1949-04-02,0,55,38,1949,4,2
1949-04-03,0,62,34,1949,4,3
1949-04-04,0,72,40,1949,4,4
1949-04-05,0.02,57,40,1949,4,5
1949-04-06,0,64,36,1949,4,6
1949-04-07,0,51,38,1949,4,7
1949-04-08,0,60,43,1949,4,8
1949-04-09,0,71,41,1949,4,9
1949-04-10,0,67,43,1949,4,10
1949-04-11,0,58,43,1949,4,11
1949-04-12,0,58,42,1949,4,12
1949-04-13,0,55,40,1949,4,13
1949-04-14,0,73,35,1949,4,14
1949-04-15,0,71,42,1949,4,15
1949-04-16,0,58,45,1949,4,16
1949-04-17,0,54,39,1949,4,17
1949-04-18,0,53,45,1949,4,18
1949-04-19,0.2,55,43,1949,4,19
1949-04-20,0.23,57,43,1949,4,20
1949-04-21,0.01,54,42,1949,4,21
1949-04-22,0.25,55,40,1949,4,22
1949-04-23,0.16,58,43,1949,4,23
1949-04-24,0,59,41,1949,4,24
1949-04-25,0.01,59,43,1949,4,25
1949-04-26,0,69,40,1949,4,26
1949-04-27,0.06,63,43,1949,4,27
1949-04-28,0.1,61,46,1949,4,28
1949-04-29,0,52,39,1949,4,29
1949-04-30,0.07,55,38,1949,4,30
1949-05-01,0.81,52,43,1949,5,1
1949-05-02,0.11,54,40,1949,5,2
1949-05-03,0,56,37,1949,5,3
1949-05-04,0,59,38,1949,5,4
1949-05-05,0,72,36,1949,5,5
1949-05-06,0,70,46,1949,5,6
1949-05-07,0,77,47,1949,5,7
1949-05-08,0,77,47,1949,5,8
1949-05-09,0,74,46,1949,5,9
1949-05-10,0,73,44,1949,5,10
1949-05-11,0,80,48,1949,5,11
1949-05-12,0,78,51,1949,5,12
1949-05-13,0,77,50,1949,5,13
1949-05-14,0,76,47,1949,5,14
1949-05-15,0,65,49,1949,5,15
1949-05-16,0,59,45,1949,5,16
1949-05-17,0,65,45,1949,5,17
1949-05-18,0,78,48,1949,5,18
1949-05-19,0.27,61,47,1949,5,19
1949-05-20,0,68,48,1949,5,20
1949-05-21,0,70,48,1949,5,21
1949-05-22,0,71,52,1949,5,22
1949-05-23,0,76,48,1949,5,23
1949-05-24,0,68,51,1949,5,24
1949-05-25,0,71,47,1949,5,25
1949-05-26,0,71,46,1949,5,26
1949-05-27,0.1,61,51,1949,5,27
1949-05-28,0,65,47,1949,5,28
1949-05-29,0,67,45,1949,5,29
1949-05-30,0,66,47,1949,5,30
1949-05-31,0.01,64,47,1949,5,31
1949-06-01,0.06,64,47,1949,6,1
1949-06-02,0,67,46,1949,6,2
1949-06-03,0,74,45,1949,6,3
1949-06-04,0,80,50,1949,6,4
1949-06-05,0,84,52,1949,6,5
1949-06-06,0,83,53,1949,6,6
1949-06-07,0,72,45,1949,6,7
1949-06-08,0,79,47,1949,6,8
1949-06-09,0.07,76,50,1949,6,9
1949-06-10,0,68,52,1949,6,10
1949-06-11,0,74,47,1949,6,11
1949-06-12,0,74,46,1949,6,12
1949-06-13,0,74,47,1949,6,13
1949-06-14,0,80,47,1949,6,14
1949-06-15,0,68,43,1949,6,15
1949-06-16,0.09,65,44,1949,6,16
1949-06-17,0.16,73,44,1949,6,17
1949-06-18,0,77,46,1949,6,18
1949-06-19,0.02,66,49,1949,6,19
1949-06-20,0.03,71,52,1949,6,20
1949-06-21,0,74,49,1949,6,21
1949-06-22,0,63,51,1949,6,22
1949-06-23,0,68,51,1949,6,23
1949-06-24,0.01,64,47,1949,6,24
1949-06-25,0.01,64,45,1949,6,25
1949-06-26,0.28,63,46,1949,6,26
1949-06-27,0.01,61,45,1949,6,27
1949-06-28,0.17,61,45,1949,6,28
1949-06-29,0.02,64,45,1949,6,29
1949-06-30,0,73,43,1949,6,30
1949-07-01,0,70,45,1949,7,1
1949-07-02,0,72,48,1949,7,2
1949-07-03,0,75,45,1949,7,3
1949-07-04,0,72,43,1949,7,4
1949-07-05,0,68,50,1949,7,5
1949-07-06,0,69,45,1949,7,6
1949-07-07,0,74,50,1949,7,7
1949-07-08,0,80,49,1949,7,8
1949-07-09,0,83,54,1949,7,9
1949-07-10,0,82,50,1949,7,10
1949-07-11,0,75,52,1949,7,11
1949-07-12,0,83,49,1949,7,12
1949-07-13,0,86,50,1949,7,13
1949-07-14,0,85,57,1949,7,14
1949-07-15,0,78,55,1949,7,15
1949-07-16,0,72,54,1949,7,16
1949-07-17,0,77,51,1949,7,17
1949-07-18,0.07,68,53,1949,7,18
1949-07-19,0.07,66,53,1949,7,19
1949-07-20,0,69,52,1949,7,20
1949-07-21,0,71,50,1949,7,21
1949-07-22,0,68,54,1949,7,22
1949-07-23,0.54,66,55,1949,7,23
1949-07-24,0.05,70,52,1949,7,24
1949-07-25,0.11,62,54,1949,7,25
1949-07-26,0.11,65,51,1949,7,26
1949-07-27,0.09,69,50,1949,7,27
1949-07-28,0,75,51,1949,7,28
1949-07-29,0,80,51,1949,7,29
1949-07-30,0,80,55,1949,7,30
1949-07-31,0,86,56,1949,7,31
1949-08-01,0,92,62,1949,8,1
1949-08-02,0,74,55,1949,8,2
1949-08-03,0,71,55,1949,8,3
1949-08-04,0.02,73,55,1949,8,4
1949-08-05,0,74,53,1949,8,5
1949-08-06,0.08,66,54,1949,8,6
1949-08-07,0.01,67,53,1949,8,7
1949-08-08,0,73,54,1949,8,8
1949-08-09,0,74,51,1949,8,9
1949-08-10,0,73,53,1949,8,10
1949-08-11,0.01,70,57,1949,8,11
1949-08-12,0.06,68,49,1949,8,12
1949-08-13,0,72,51,1949,8,13
1949-08-14,0,71,48,1949,8,14
1949-08-15,0,78,50,1949,8,15
1949-08-16,0,72,58,1949,8,16
1949-08-17,0,77,54,1949,8,17
1949-08-18,0,77,52,1949,8,18
1949-08-19,0,81,50,1949,8,19
1949-08-20,0,73,52,1949,8,20
1949-08-21,0,73,55,1949,8,21
1949-08-22,0,75,49,1949,8,22
1949-08-23,0,76,50,1949,8,23
1949-08-24,0.25,70,49,1949,8,24
1949-08-25,0,71,53,1949,8,25
1949-08-26,0,76,48,1949,8,26
1949-08-27,0,80,52,1949,8,27
1949-08-28,0,85,56,1949,8,28
1949-08-29,0,83,55,1949,8,29
1949-08-30,0.02,68,53,1949,8,30
1949-08-31,0,75,55,1949,8,31
1949-09-01,0,78,50,1949,9,1
1949-09-02,0,77,51,1949,9,2
1949-09-03,0,82,59,1949,9,3
1949-09-04,0,83,62,1949,9,4
1949-09-05,0,81,61,1949,9,5
1949-09-06,0,87,55,1949,9,6
1949-09-07,0,85,53,1949,9,7
1949-09-08,0,75,51,1949,9,8
1949-09-09,0,70,54,1949,9,9
1949-09-10,0,67,53,1949,9,10
1949-09-11,0,68,45,1949,9,11
1949-09-12,0,76,44,1949,9,12
1949-09-13,0,79,47,1949,9,13
1949-09-14,0.73,61,52,1949,9,14
1949-09-15,0.35,60,51,1949,9,15
1949-09-16,0.23,62,48,1949,9,16
1949-09-17,0,61,47,1949,9,17
1949-09-18,0.08,63,51,1949,9,18
1949-09-19,0.02,62,49,1949,9,19
1949-09-20,0,65,40,1949,9,20
1949-09-21,0,68,46,1949,9,21
1949-09-22,0,73,44,1949,9,22
1949-09-23,0,73,46,1949,9,23
1949-09-24,0,60,51,1949,9,24
1949-09-25,0,66,51,1949,9,25
1949-09-26,0,77,46,1949,9,26
1949-09-27,0,82,50,1949,9,27
1949-09-28,0,64,54,1949,9,28
1949-09-29,0,65,55,1949,9,29
1949-09-30,0.02,60,49,1949,9,30
1949-10-01,0,65,49,1949,10,1
1949-10-02,0,65,43,1949,10,2
1949-10-03,0.14,56,39,1949,10,3
1949-10-04,0.74,54,47,1949,10,4
1949-10-05,0,61,44,1949,10,5
1949-10-06,0.2,53,42,1949,10,6
1949-10-07,0.15,57,41,1949,10,7
1949-10-08,0,53,39,1949,10,8
1949-10-09,0.18,60,43,1949,10,9
1949-10-10,0.12,56,41,1949,10,10
1949-10-11,0.04,59,46,1949,10,11
1949-10-12,0,60,43,1949,10,12
1949-10-13,0,57,37,1949,10,13
1949-10-14,0,63,36,1949,10,14
1949-10-15,0.2,59,42,1949,10,15
1949-10-16,0,53,41,1949,10,16
1949-10-17,0.05,51,34,1949,10,17
1949-10-18,0,48,32,1949,10,18
1949-10-19,0,50,28,1949,10,19
1949-10-20,0,53,29,1949,10,20
1949-10-21,0,55,32,1949,10,21
1949-10-22,0,60,39,1949,10,22
1949-10-23,0,47,41,1949,10,23
1949-10-24,0,52,42,1949,10,24
1949-10-25,0,48,42,1949,10,25
1949-10-26,0.17,52,44,1949,10,26
1949-10-27,1.17,57,48,1949,10,27
1949-10-28,0.69,58,48,1949,10,28
1949-10-29,0,57,41,1949,10,29
1949-10-30,0,65,41,1949,10,30
1949-10-31,0,71,42,1949,10,31
1949-11-01,0,63,40,1949,11,1
1949-11-02,0,69,38,1949,11,2
1949-11-03,0,69,38,1949,11,3
1949-11-04,0,74,41,1949,11,4
1949-11-05,0,65,40,1949,11,5
1949-11-06,0,55,39,1949,11,6
1949-11-07,0.01,52,38,1949,11,7
1949-11-08,0.06,51,44,1949,11,8
1949-11-09,0.26,51,39,1949,11,9
1949-11-10,0.27,51,42,1949,11,10
1949-11-11,0.69,55,45,1949,11,11
1949-11-12,1.38,50,44,1949,11,12
1949-11-13,0.23,54,49,1949,11,13
1949-11-14,0.12,56,47,1949,11,14
1949-11-15,0,53,44,1949,11,15
1949-11-16,0,66,43,1949,11,16
1949-11-17,0,56,43,1949,11,17
1949-11-18,0.06,53,45,1949,11,18
1949-11-19,0,50,45,1949,11,19
1949-11-20,0,49,39,1949,11,20
1949-11-21,0,54,35,1949,11,21
1949-11-22,0.67,54,39,1949,11,22
1949-11-23,0.22,52,47,1949,11,23
1949-11-24,0.15,58,48,1949,11,24
1949-11-25,0.3,59,47,1949,11,25
1949-11-26,1.17,61,48,1949,11,26
1949-11-27,0.37,54,46,1949,11,27
1949-11-28,0.42,49,43,1949,11,28
1949-11-29,0.37,50,40,1949,11,29
1949-11-30,0.03,52,43,1949,11,30
1949-12-01,0.43,55,48,1949,12,1
1949-12-02,0,49,38,1949,12,2
1949-12-03,0,45,30,1949,12,3
1949-12-04,0,54,41,1949,12,4
1949-12-05,0.1,47,35,1949,12,5
1949-12-06,0,45,31,1949,12,6
1949-12-07,0,45,34,1949,12,7
1949-12-08,0.02,44,27,1949,12,8
1949-12-09,0.07,43,32,1949,12,9
1949-12-10,0.01,38,25,1949,12,10
1949-12-11,0.13,34,24,1949,12,11
1949-12-12,0.11,37,31,1949,12,12
1949-12-13,0,45,36,1949,12,13
1949-12-14,0,49,38,1949,12,14
1949-12-15,0.15,43,33,1949,12,15
1949-12-16,0.21,40,35,1949,12,16
1949-12-17,0.1,42,33,1949,12,17
1949-12-18,0.3,34,24,1949,12,18
1949-12-19,0,30,17,1949,12,19
1949-12-20,0.07,37,22,1949,12,20
1949-12-21,0.02,44,35,1949,12,21
1949-12-22,0.01,47,42,1949,12,22
1949-12-23,1.14,47,36,1949,12,23
1949-12-24,0.03,42,32,1949,12,24
1949-12-25,0.23,43,37,1949,12,25
1949-12-26,0.12,42,39,1949,12,26
1949-12-27,1.27,48,41,1949,12,27
1949-12-28,0.26,52,44,1949,12,28
1949-12-29,0.22,54,32,1949,12,29
1949-12-30,0.23,38,29,1949,12,30
1949-12-31,0.07,36,29,1949,12,31
1950-01-01,0.25,32,24,1950,1,1
1950-01-02,0.01,24,6,1950,1,2
1950-01-03,0.1,26,6,1950,1,3
1950-01-04,0,28,14,1950,1,4
1950-01-05,0.08,38,22,1950,1,5
1950-01-06,0.95,39,35,1950,1,6
1950-01-07,0.31,37,33,1950,1,7
1950-01-08,0.22,33,31,1950,1,8
1950-01-09,0.13,35,30,1950,1,9
1950-01-10,0.33,42,31,1950,1,10
1950-01-11,0.05,35,29,1950,1,11
1950-01-12,0,32,18,1950,1,12
1950-01-13,1.27,19,11,1950,1,13
1950-01-14,0.16,16,8,1950,1,14
1950-01-15,0.02,21,15,1950,1,15
1950-01-16,0,22,13,1950,1,16
1950-01-17,0,24,15,1950,1,17
1950-01-18,0.29,25,9,1950,1,18
1950-01-19,1.07,42,24,1950,1,19
1950-01-20,1.46,48,37,1950,1,20
1950-01-21,0.43,48,42,1950,1,21
1950-01-22,0.47,45,36,1950,1,22
1950-01-23,0.04,36,25,1950,1,23
1950-01-24,0,26,10,1950,1,24
1950-01-25,0.24,24,7,1950,1,25
1950-01-26,1.03,35,21,1950,1,26
1950-01-27,0,28,19,1950,1,27
1950-01-28,0,25,7,1950,1,28
1950-01-29,0,24,6,1950,1,29
1950-01-30,0,22,7,1950,1,30
1950-01-31,0,20,0,1950,1,31
1950-02-01,0,27,1,1950,2,1
1950-02-02,0,30,8,1950,2,2
1950-02-03,0.01,35,8,1950,2,3
1950-02-04,0.27,41,33,1950,2,4
1950-02-05,0.07,43,34,1950,2,5
1950-02-06,0.29,40,35,1950,2,6
1950-02-07,0.08,46,35,1950,2,7
1950-02-08,0.6,44,35,1950,2,8
1950-02-09,0.02,45,37,1950,2,9
1950-02-10,0.21,42,36,1950,2,10
1950-02-11,0,44,39,1950,2,11
1950-02-12,0.79,44,38,1950,2,12
1950-02-13,0.23,52,41,1950,2,13
1950-02-14,0.28,54,42,1950,2,14
1950-02-15,0.45,54,46,1950,2,15
1950-02-16,0.15,50,39,1950,2,16
1950-02-17,0.01,54,39,1950,2,17
1950-02-18,0.04,52,38,1950,2,18
1950-02-19,0,46,34,1950,2,19
1950-02-20,0.03,46,36,1950,2,20
1950-02-21,0.06,47,37,1950,2,21
1950-02-22,0.02,50,40,1950,2,22
1950-02-23,0.83,49,39,1950,2,23
1950-02-24,0.15,49,41,1950,2,24
1950-02-25,0.8,58,41,1950,2,25
1950-02-26,0.35,53,36,1950,2,26
1950-02-27,0,46,31,1950,2,27
1950-02-28,0,50,29,1950,2,28
1950-03-01,0,55,35,1950,3,1
1950-03-02,0.27,50,39,1950,3,2
1950-03-03,2.08,56,46,1950,3,3
1950-03-04,0.85,47,42,1950,3,4
1950-03-05,0.36,49,40,1950,3,5
1950-03-06,0,46,36,1950,3,6
1950-03-07,0,46,28,1950,3,7
1950-03-08,0.06,47,36,1950,3,8
1950-03-09,0.11,44,35,1950,3,9
1950-03-10,0.04,42,31,1950,3,10
1950-03-11,0,41,27,1950,3,11
1950-03-12,0.03,43,32,1950,3,12
1950-03-13,0.12,47,33,1950,3,13
1950-03-14,0,49,39,1950,3,14
1950-03-15,0.05,49,40,1950,3,15
1950-03-16,0.98,49,42,1950,3,16
1950-03-17,1.05,54,40,1950,3,17
1950-03-18,0.88,46,40,1950,3,18
1950-03-19,0.17,52,38,1950,3,19
1950-03-20,0.19,46,33,1950,3,20
1950-03-21,0.23,49,34,1950,3,21
1950-03-22,0.08,45,36,1950,3,22
1950-03-23,0.23,46,34,1950,3,23
1950-03-24,0.03,50,35,1950,3,24
1950-03-25,0,51,35,1950,3,25
1950-03-26,0.36,46,38,1950,3,26
1950-03-27,0.01,47,36,1950,3,27
1950-03-28,0,47,31,1950,3,28
1950-03-29,0,52,28,1950,3,29
1950-03-30,0.06,45,41,1950,3,30
1950-03-31,0.16,50,41,1950,3,31
1950-04-01,0.04,51,41,1950,4,1
1950-04-02,0.1,47,38,1950,4,2
1950-04-03,0,52,35,1950,4,3
1950-04-04,0,61,32,1950,4,4
1950-04-05,0.1,62,39,1950,4,5
1950-04-06,0.02,52,37,1950,4,6
1950-04-07,0,57,37,1950,4,7
1950-04-08,0.05,50,40,1950,4,8
1950-04-09,0,52,38,1950,4,9
1950-04-10,0,58,34,1950,4,10
1950-04-11,0.3,58,43,1950,4,11
1950-04-12,0.61,54,41,1950,4,12
1950-04-13,0,57,38,1950,4,13
1950-04-14,0.08,51,38,1950,4,14
1950-04-15,0.75,49,43,1950,4,15
1950-04-16,0.41,53,42,1950,4,16
1950-04-17,0.02,52,40,1950,4,17
1950-04-18,0,61,34,1950,4,18
1950-04-19,0,74,45,1950,4,19
1950-04-20,0,56,35,1950,4,20
1950-04-21,0,50,33,1950,4,21
1950-04-22,0.03,50,35,1950,4,22
1950-04-23,0,52,33,1950,4,23
1950-04-24,0,57,30,1950,4,24
1950-04-25,0.04,54,40,1950,4,25
1950-04-26,0.08,46,38,1950,4,26
1950-04-27,0.24,52,37,1950,4,27
1950-04-28,0,60,34,1950,4,28
1950-04-29,0,66,36,1950,4,29
1950-04-30,0.05,63,38,1950,4,30
1950-05-01,0.08,55,41,1950,5,1
1950-05-02,0,54,36,1950,5,2
1950-05-03,0.01,53,35,1950,5,3
1950-05-04,0.05,49,43,1950,5,4
1950-05-05,0.1,52,39,1950,5,5
1950-05-06,0,53,38,1950,5,6
1950-05-07,0,60,34,1950,5,7
1950-05-08,0,61,41,1950,5,8
1950-05-09,0.01,55,40,1950,5,9
1950-05-10,0,66,49,1950,5,10
1950-05-11,0,73,44,1950,5,11
1950-05-12,0,68,48,1950,5,12
1950-05-13,0,65,44,1950,5,13
1950-05-14,0,63,39,1950,5,14
1950-05-15,0,62,40,1950,5,15
1950-05-16,0.04,61,41,1950,5,16
1950-05-17,0.28,53,41,1950,5,17
1950-05-18,0,55,37,1950,5,18
1950-05-19,0,62,46,1950,5,19
1950-05-20,0,67,43,1950,5,20
1950-05-21,0,63,47,1950,5,21
1950-05-22,0.02,56,43,1950,5,22
1950-05-23,0,61,37,1950,5,23
1950-05-24,0,69,37,1950,5,24
1950-05-25,0,79,40,1950,5,25
1950-05-26,0.04,73,45,1950,5,26
1950-05-27,0.14,60,47,1950,5,27
1950-05-28,0.01,63,45,1950,5,28
1950-05-29,0,63,46,1950,5,29
1950-05-30,0,65,43,1950,5,30
1950-05-31,0,72,41,1950,5,31
1950-06-01,0,67,47,1950,6,1
1950-06-02,0,78,47,1950,6,2
1950-06-03,0,84,46,1950,6,3
1950-06-04,0,70,44,1950,6,4
1950-06-05,0.06,61,43,1950,6,5
1950-06-06,0.22,52,45,1950,6,6
1950-06-07,0.07,55,47,1950,6,7
1950-06-08,0,64,48,1950,6,8
1950-06-09,0,72,46,1950,6,9
1950-06-10,0.02,73,53,1950,6,10
1950-06-11,0,75,51,1950,6,11
1950-06-12,0.01,59,51,1950,6,12
1950-06-13,0.02,64,51,1950,6,13
1950-06-14,0.01,58,52,1950,6,14
1950-06-15,0,73,54,1950,6,15
1950-06-16,0,84,54,1950,6,16
1950-06-17,0,65,56,1950,6,17
1950-06-18,0,73,55,1950,6,18
1950-06-19,0,80,53,1950,6,19
1950-06-20,0.01,69,54,1950,6,20
1950-06-21,0.07,62,49,1950,6,21
1950-06-22,0.05,61,49,1950,6,22
1950-06-23,0.01,64,48,1950,6,23
1950-06-24,0,66,48,1950,6,24
1950-06-25,0.01,68,47,1950,6,25
1950-06-26,0,78,49,1950,6,26
1950-06-27,0.03,78,57,1950,6,27
1950-06-28,0,82,57,1950,6,28
1950-06-29,0,81,57,1950,6,29
1950-06-30,0,77,57,1950,6,30
1950-07-01,0,77,50,1950,7,1
1950-07-02,0,81,51,1950,7,2
1950-07-03,0,80,47,1950,7,3
1950-07-04,0,79,50,1950,7,4
1950-07-05,0,78,51,1950,7,5
1950-07-06,0,73,54,1950,7,6
1950-07-07,0,69,52,1950,7,7
1950-07-08,0.21,66,47,1950,7,8
1950-07-09,0.01,68,53,1950,7,9
1950-07-10,0,68,53,1950,7,10
1950-07-11,0,72,52,1950,7,11
1950-07-12,0,80,51,1950,7,12
1950-07-13,0,76,50,1950,7,13
1950-07-14,0,74,55,1950,7,14
1950-07-15,0,69,51,1950,7,15
1950-07-16,0,75,52,1950,7,16
1950-07-17,0,83,48,1950,7,17
1950-07-18,0,77,53,1950,7,18
1950-07-19,0.36,77,54,1950,7,19
1950-07-20,0,77,51,1950,7,20
1950-07-21,0,86,56,1950,7,21
1950-07-22,0,82,54,1950,7,22
1950-07-23,0,81,54,1950,7,23
1950-07-24,0,81,53,1950,7,24
1950-07-25,0,79,53,1950,7,25
1950-07-26,0,70,56,1950,7,26
1950-07-27,0.23,68,54,1950,7,27
1950-07-28,0.19,64,53,1950,7,28
1950-07-29,0,68,55,1950,7,29
1950-07-30,0,72,52,1950,7,30
1950-07-31,0,78,52,1950,7,31
1950-08-01,0,83,53,1950,8,1
1950-08-02,0.03,67,52,1950,8,2
1950-08-03,0,68,51,1950,8,3
1950-08-04,0,71,44,1950,8,4
1950-08-05,0,67,49,1950,8,5
1950-08-06,0.12,65,53,1950,8,6
1950-08-07,0,72,55,1950,8,7
1950-08-08,0,76,50,1950,8,8
1950-08-09,0,77,47,1950,8,9
1950-08-10,0,77,51,1950,8,10
1950-08-11,0,79,48,1950,8,11
1950-08-12,0,78,49,1950,8,12
1950-08-13,0,76,48,1950,8,13
1950-08-14,0.26,72,57,1950,8,14
1950-08-15,1.2,63,57,1950,8,15
1950-08-16,0,77,56,1950,8,16
1950-08-17,0,82,56,1950,8,17
1950-08-18,0,81,53,1950,8,18
1950-08-19,0,84,53,1950,8,19
1950-08-20,0,86,55,1950,8,20
1950-08-21,0,85,55,1950,8,21
1950-08-22,0.37,75,55,1950,8,22
1950-08-23,0.17,68,57,1950,8,23
1950-08-24,0.02,73,56,1950,8,24
1950-08-25,0,74,55,1950,8,25
1950-08-26,0,85,53,1950,8,26
1950-08-27,0,74,55,1950,8,27
1950-08-28,0,75,50,1950,8,28
1950-08-29,0,72,53,1950,8,29
1950-08-30,0,75,45,1950,8,30
1950-08-31,0,79,46,1950,8,31
1950-09-01,0,83,51,1950,9,1
1950-09-02,0,80,57,1950,9,2
1950-09-03,0.13,64,55,1950,9,3
1950-09-04,0.06,67,53,1950,9,4
1950-09-05,0,72,44,1950,9,5
1950-09-06,0,70,50,1950,9,6
1950-09-07,0,71,48,1950,9,7
1950-09-08,0,75,43,1950,9,8
1950-09-09,0,73,45,1950,9,9
1950-09-10,0,67,47,1950,9,10
1950-09-11,0,77,47,1950,9,11
1950-09-12,0,77,45,1950,9,12
1950-09-13,0,60,50,1950,9,13
1950-09-14,0,65,49,1950,9,14
1950-09-15,0,61,45,1950,9,15
1950-09-16,0,69,50,1950,9,16
1950-09-17,0,73,48,1950,9,17
1950-09-18,0,70,44,1950,9,18
1950-09-19,0,63,47,1950,9,19
1950-09-20,0,71,42,1950,9,20
1950-09-21,0,86,51,1950,9,21
1950-09-22,0,75,52,1950,9,22
1950-09-23,0.01,67,52,1950,9,23
1950-09-24,0.99,60,55,1950,9,24
1950-09-25,0.63,60,49,1950,9,25
1950-09-26,0.11,60,45,1950,9,26
1950-09-27,0.02,60,40,1950,9,27
1950-09-28,0,55,38,1950,9,28
1950-09-29,0,58,40,1950,9,29
1950-09-30,0.35,61,36,1950,9,30
1950-10-01,0,58,35,1950,10,1
1950-10-02,0,60,35,1950,10,2
1950-10-03,0.05,57,48,1950,10,3
1950-10-04,0.92,64,48,1950,10,4
1950-10-05,0.54,55,46,1950,10,5
1950-10-06,0.03,59,45,1950,10,6
1950-10-07,0,71,51,1950,10,7
1950-10-08,0.74,61,47,1950,10,8
1950-10-09,0.73,57,41,1950,10,9
1950-10-10,0.85,62,49,1950,10,10
1950-10-11,0,64,42,1950,10,11
1950-10-12,0.02,59,50,1950,10,12
1950-10-13,0,55,50,1950,10,13
1950-10-14,0.04,53,47,1950,10,14
1950-10-15,0,53,36,1950,10,15
1950-10-16,0.03,50,40,1950,10,16
1950-10-17,0.22,54,43,1950,10,17
1950-10-18,0.37,56,47,1950,10,18
1950-10-19,0.11,59,48,1950,10,19
1950-10-20,0.02,55,42,1950,10,20
1950-10-21,0,51,36,1950,10,21
1950-10-22,0,50,34,1950,10,22
1950-10-23,0.05,55,38,1950,10,23
1950-10-24,0.09,54,37,1950,10,24
1950-10-25,0.56,57,42,1950,10,25
1950-10-26,0.17,53,40,1950,10,26
1950-10-27,0.54,52,43,1950,10,27
1950-10-28,0.53,47,42,1950,10,28
1950-10-29,0.07,49,42,1950,10,29
1950-10-30,0.39,47,40,1950,10,30
1950-10-31,0.14,50,37,1950,10,31
