Name,Overall Quality,Easiness,Hot,Department,College,Total Ratings
"Sterling, Bobbie",5,5,Not Hot,Nursing,UTexas,1
"Tyler, Diane",,,Not Hot,Nursing,UTexas,0
"Walker, Lorraine",5,5,Not Hot,Nursing,UTexas,2
"Grissom, Jason",5,3,Hot,Nursing,Stanford,1
"Anderson, Ruth",5,3,Not Hot,Nursing,Duke,1
"Bailey, Chip",1,4,Not Hot,Nursing,Duke,1
"Blood-Siegfried, Jane",4.5,2,Hot,Nursing,Duke,1
"Bowers, Midge",,,Not Hot,Nursing,Duke,0
"Bradshaw, Wanda",4.8,1.5,Hot,Nursing,Duke,4
"Brandon, Debra",5,1.5,Hot,Nursing,Duke,2
"Breckinridge, Daya",,,Not Hot,Nursing,Duke,0
"Brion, John",,,Not Hot,Nursing,Duke,0
"Carter, Brigit",,,Not Hot,Nursing,Duke,0
"Cooper, Penny",,,Not Hot,Nursing,Duke,0
"Denman, Susan",3.5,4,Not Hot,Nursing,Duke,2
"Docherty, Sharron",4,1,Hot,Nursing,Duke,2
"Gordon, Helen",4.8,2,Not Hot,Nursing,Duke,3
"Hall, Mary",,,Not Hot,Nursing,Duke,0
"Hays, Judith",,,Not Hot,Nursing,Duke,0
"Hawks, Sharon",,,Not Hot,Nursing,Duke,0
"Hubbard, Lori",,,Not Hot,Nursing,Duke,0
"Johnson, Constance",,,Not Hot,Nursing,Duke,0
"Keathley, Vicky",,,Not Hot,Nursing,Duke,0
"Knobel, Robin",3,1,Not Hot,Nursing,Duke,1
"Lambe, Camille",,,Not Hot,Nursing,Duke,0
"Lipkus, Isaac",4.5,3,Hot,Nursing,Duke,1
"Martin, Michelle",5,1,Not Hot,Nursing,Duke,1
"Muggenberg, Kay",,,Not Hot,Nursing,Duke,0
"Payne, Judith",2,1,Not Hot,Nursing,Duke,1
"Pereira, Kathy",5,3,Not Hot,Nursing,Duke,1
"Phillips, Beth",3.8,3.3,Not Hot,Nursing,Duke,3
"Price, Marva",3,3,Not Hot,Nursing,Duke,1
"Rapp, Carla Gene",5,2,Hot,Nursing,Duke,1
"Relf, Michael",1.5,1,Not Hot,Nursing,Duke,2
"Schneider, Susan",4.5,2,Not Hot,Nursing,Duke,1
"Short, Nancy",1.5,2,Not Hot,Nursing,Duke,1
"Sutphin, Mary Charles",,,Not Hot,Nursing,Duke,0
"Thompson, Julie",3,2,Not Hot,Nursing,Duke,1
"Turner, Barbara",5,4.5,Hot,Nursing,Duke,2
"Turner, Trey",,,Not Hot,Nursing,Duke,0
"Utley-Smith, Queen",5,2,Not Hot,Nursing,Duke,1
"Turner, Kathleen",3,2.3,Not Hot,Nursing,Duke,3
"Ward, Terry",,,Not Hot,Nursing,Duke,0
"White, Ann",3.2,2,Hot,Nursing,Duke,3
"Kline, Kimberly",2.5,2.4,Not Hot,Nutrition,UTexas,5
"Loop, Rosanne",2.2,1.7,Not Hot,Nutrition,UTexas,11
"Meadows, Monica",4.2,3,Not Hot,Nutrition,UTexas,2
"Niederreither, Karen",3.5,4,Not Hot,Nutrition,UTexas,1
"Steinman, Lydia",4.1,3.9,Not Hot,Nutrition,UTexas,11
"Levinson, Jim",5,2.5,Hot,Nutrition,Tufts,4
"Black, Michael",,,Not Hot,Paleontology,Duke,0
"Clements, Dennis",,,Not Hot,Pediatrics,Duke,0
"Kuhn, Cynthia",4.5,4,Not Hot,Pharmacology,Duke,3
"Levin, Ed",,,Not Hot,Pharmacology,Duke,0
"Davis, Pat",4.5,4,Not Hot,Pharmacy,UTexas,1
"Rascati, Karen",,,Not Hot,Pharmacy,UTexas,0
"Williams, Robert",,,Not Hot,Pharmacy,UTexas,0
"Damer, Ed",2.9,1.8,Not Hot,Philosophy,Harvard,18
"Letson, Ben",3.7,3.1,Not Hot,Philosophy,Harvard,16
"Ray, Ricky",1.4,1.6,Not Hot,Philosophy,Harvard,5
"Bloch, Corinne",5,3,Hot,Philosophy,UChicago,2
"Bridges, Jason",4.2,2.7,Hot,Philosophy,UChicago,6
"Brudney, Daniel",4.5,3,Hot,Philosophy,UChicago,2
"Cohen, Ted",3.6,3.3,Not Hot,Philosophy,UChicago,18
"Conant, James",2.9,2.6,Not Hot,Philosophy,UChicago,8
"Davidson, Arnold",4.1,2.8,Hot,Philosophy,UChicago,9
"Djaballah, Marc",4.2,3.1,Hot,Philosophy,UChicago,7
"Forster, Michael",3.8,3.6,Hot,Philosophy,UChicago,12
"Green, Michael",3.9,2.4,Hot,Philosophy,UChicago,11
"Haugeland, John",2.8,3.4,Hot,Philosophy,UChicago,5
"Kass, Leon",4.9,2.2,Not Hot,Philosophy,UChicago,5
"Lear, Jonathan",3.6,2.2,Hot,Philosophy,UChicago,8
"Leiter, Brian",4.3,3.3,Not Hot,Philosophy,UChicago,3
"Marion, Jean-Luc",3.2,3,Hot,Philosophy,UChicago,7
"Pippin, Robert",4,2.4,Hot,Philosophy,UChicago,8
"Soucek, Brian",4.3,2.7,Hot,Philosophy,UChicago,3
"Tsou, Jonathan",1,1,Hot,Philosophy,UChicago,1
"Vessey, David",4.2,3,Hot,Philosophy,UChicago,3
"Vogler, Candace",2.8,2.6,Not Hot,Philosophy,UChicago,14
"Avigad, Jeremy",4.4,2.6,Not Hot,Philosophy,CMU,5
"Beukema, Patrick",,,Not Hot,Philosophy,CMU,0
"Danks, David",4,3,Hot,Philosophy,CMU,2
"Glymour, Clark",3.4,4.2,Hot,Philosophy,CMU,5
"Harrell, Mara",3.5,2.8,Not Hot,Philosophy,CMU,4
"Hassoun, Nnicle",,,Not Hot,Philosophy,CMU,0
"Hassoun, Nicole",5,5,Not Hot,Philosophy,CMU,1
"Kelly, Kevin",4,3,Not Hot,Philosophy,CMU,1
"Lafon, Davin",4.4,4.6,Not Hot,Philosophy,CMU,5
"London, Alex",3,2,Not Hot,Philosophy,CMU,1
"Norman, Andrew",3.8,2.7,Not Hot,Philosophy,CMU,6
"Scheines, Richard",4.2,2.8,Not Hot,Philosophy,CMU,4
"Seidenfeld, Teddy",4.5,5,Not Hot,Philosophy,CMU,1
"Simons, Mandy",5,5,Not Hot,Philosophy,CMU,1
"Spirtes, Peter",1.5,5,Not Hot,Philosophy,CMU,1
"Sterrett, Susan",2.5,4,Not Hot,Philosophy,CMU,1
"Werner, Thomas",3.4,3.5,Not Hot,Philosophy,CMU,4
"WU, Wayne",1.5,2,Not Hot,Philosophy,CMU,1
"Benacerraf, Paul",2.7,2,Not Hot,Philosophy,Princeton,3
"Burgess, John",3,2,Not Hot,Philosophy,Princeton,1
"Elga, Adam",5,2,Hot,Philosophy,Princeton,1
"Frankfurt, Harry",,,Not Hot,Philosophy,Princeton,0
"Harman, Elizabeth",1,5,Not Hot,Philosophy,Princeton,1
"Halvorson, Hans",4.2,2.5,Hot,Philosophy,Princeton,4
"Harman, Gilbert",1,1.5,Not Hot,Philosophy,Princeton,2
"Kelly, Tom",4.4,2.9,Hot,Philosophy,Princeton,8
"Johnston, Mark",,,Not Hot,Philosophy,Princeton,0
"Leslie, Sarah-Jane",3.5,4,Hot,Philosophy,Princeton,2
"Lorenz, Hendrik",5,4.3,Hot,Philosophy,Princeton,3
"McDavid, Brennan",,,Not Hot,Philosophy,Princeton,0
"Morison, Ben",3.5,5,Hot,Philosophy,Princeton,1
"Nehamas, Alexander",4.4,2,Not Hot,Philosophy,Princeton,4
"Primus, Kristin",,,Not Hot,Philosophy,Princeton,0
"Rosen, Gideon",4.2,2.8,Hot,Philosophy,Princeton,10
"Singer, Peter",3.3,3.2,Not Hot,Philosophy,Princeton,14
"Van Fraassen, Bas",3.3,2.3,Hot,Philosophy,Princeton,3
"Weinstein, Steven",3,4,Hot,Philosophy,Princeton,1
"Algra, Keimpe",4.8,3,Hot,Philosophy,Yale,2
"Bobzien, Susanne",1,1,Hot,Philosophy,Yale,1
"Cross, Troy",5,3,Hot,Philosophy,Yale,1
"Edgar, Scott",5,3,Hot,Philosophy,Yale,1
"Franks, Paul",1.5,2,Not Hot,Philosophy,Yale,1
"Hare, John",4.7,2.3,Not Hot,Philosophy,Yale,3
"Harries, Karsten",5,3,Not Hot,Philosophy,Yale,4
"Kagan, Shelly",3.8,2.5,Not Hot,Philosophy,Yale,22
"Kreines, James",4.3,1.7,Hot,Philosophy,Yale,6
"North, Jill",,,Not Hot,Philosophy,Yale,0
"Riker, Tom",,,Not Hot,Philosophy,Yale,0
"Smith, Matthew",2.3,1.2,Not Hot,Philosophy,Yale,5
"Tucker, Travis",4.8,3,Hot,Philosophy,Yale,2
"Weber, Michael",,,Not Hot,Philosophy,Yale,0
"Willis, Andre",5,1,Hot,Philosophy,Yale,1
"Haslanger, Sally",,,Not Hot,Philosophy,MIT,0
"Hare, Caspar",4.4,4.5,Hot,Philosophy,MIT,4
"Krupnick, Ari",5,5,Not Hot,Philosophy,MIT,1
"Munguia, Zaira Janett",2,1,Hot,Philosophy,MIT,1
"Allaire, Edwin",3.1,2.9,Not Hot,Philosophy,UTexas,13
"Angelelli, Ignazio",5,3,Not Hot,Philosophy,UTexas,1
"Berenstain, Nora",3.6,2,Not Hot,Philosophy,UTexas,4
"Blackman, Reid",3.5,4.5,Not Hot,Philosophy,UTexas,4
"Bjurman-Pautz, Anna",3.5,3.7,Hot,Philosophy,UTexas,3
"Bonevac, Daniel",4.4,3.9,Hot,Philosophy,UTexas,24
"Buchanan, Ray",4.5,3,Not Hot,Philosophy,UTexas,1
"Cates, Lynn",,,Not Hot,Philosophy,UTexas,0
"Causey, Robert",2.5,2,Not Hot,Philosophy,UTexas,1
"Colomina-Alminana, Juan",3,2,Not Hot,Philosophy,UTexas,1
"Davey, Stephen",1.5,3,Not Hot,Philosophy,UTexas,1
"Dogramaci, Sinan",5,4,Hot,Philosophy,UTexas,1
"Dever, Josh",3.9,2.1,Not Hot,Philosophy,UTexas,9
"Fiocco, Mark",3.7,3.5,Not Hot,Philosophy,UTexas,10
"Grzankowski, Alex",4.8,3.5,Hot,Philosophy,UTexas,2
"Grube, Enrico",4.2,1.5,Not Hot,Philosophy,UTexas,2
"Hankinson, Robert",1.8,3.5,Not Hot,Philosophy,UTexas,4
"Hochberg, Herbert",1.9,2.8,Not Hot,Philosophy,UTexas,9
"Juhl, Cory",4.5,3.8,Hot,Philosophy,UTexas,6
"Kane, Robert",3.8,2.6,Not Hot,Philosophy,UTexas,5
"Keating, Malcolm",4,2,Hot,Philosophy,UTexas,1
"Krecz, Charles",2.8,3.9,Not Hot,Philosophy,UTexas,14
"Kronz, Fred",4.6,3.2,Not Hot,Philosophy,UTexas,5
"Leon, Jeff",2.6,2.6,Not Hot,Philosophy,UTexas,14
"Mantegani, Nick",4.5,2.5,Hot,Philosophy,UTexas,8
"Phillips, Stephen",3.1,3.2,Not Hot,Philosophy,UTexas,15
"Proops, Ian",4.5,4,Not Hot,Philosophy,UTexas,1
"Raymond, Christopher",4,4,Not Hot,Philosophy,UTexas,1
"Reesor, Nevitt",3,2.2,Not Hot,Philosophy,UTexas,4
"Schoenfield, Michelle",1,1,Not Hot,Philosophy,UTexas,1
"Seinz, Carla",3.5,2.7,Hot,Philosophy,UTexas,3
"Seung, T.K.",3.8,2,Not Hot,Philosophy,UTexas,7
"Smith, Tara",3.2,2.8,Not Hot,Philosophy,UTexas,4
"Solomon, Robert",4.9,2.9,Hot,Philosophy,UTexas,7
"Sosa, David",4.2,3.2,Hot,Philosophy,UTexas,6
"Tubert, Allison",5,3.5,Not Hot,Philosophy,UTexas,2
"Tye, Michael",3.9,3.1,Not Hot,Philosophy,UTexas,8
"White, Steven",5,3,Not Hot,Philosophy,UTexas,1
"Woodruff, Paul",4.6,3.3,Hot,Philosophy,UTexas,10
"Anderson, Lanier",4.1,2.7,Hot,Philosophy,Stanford,19
"Bobonich, Chris",4.8,3.5,Not Hot,Philosophy,Stanford,6
"Dupuy, Jean-Pierre",3.7,3.3,Hot,Philosophy,Stanford,3
"Jones, Robert",5,4.2,Hot,Philosophy,Stanford,4
"Hussain, Nadeem",5,3,Hot,Philosophy,Stanford,1
"Raginald, Williams",,,Not Hot,Philosophy,Stanford,0
"Rorty, Richard",4.5,2.5,Hot,Philosophy,Stanford,4
"Sarenac, Darko",4,3,Hot,Philosophy,Stanford,1
"Starkman, Ruth",5,2.5,Hot,Philosophy,Stanford,11
"Woods, M.C.",,,Not Hot,Philosophy,Stanford,0
"Anomaly, Jonathan",4.8,3.3,Hot,Philosophy,Duke,13
"Baker, Jennifer",,,Not Hot,Philosophy,Duke,0
"Bernstein, Andrew",,,Not Hot,Philosophy,Duke,0
"Bernstein, Sara",4.5,2.7,Not Hot,Philosophy,Duke,3
"Blatti, Stephan",4.3,3.3,Not Hot,Philosophy,Duke,6
"Brandon, Robert",4,3.7,Not Hot,Philosophy,Duke,3
"Buchanan, Allen",4.9,3,Not Hot,Philosophy,Duke,6
"Delapp, Kevin",4.9,4.5,Hot,Philosophy,Duke,6
"Einheuser, Iris",2.8,2.2,Not Hot,Philosophy,Duke,6
"Ferejohn, Michael",4.5,3.3,Not Hot,Philosophy,Duke,13
"Flanagan, Owen",3.7,3.7,Not Hot,Philosophy,Duke,21
"Gerlach, Erich",4.5,4,Not Hot,Philosophy,Duke,1
"Golding, Martin",3.8,3.7,Not Hot,Philosophy,Duke,13
"Guzeldere, Guven",4.4,3.9,Hot,Philosophy,Duke,8
"Han, Woojin",2.3,3.6,Not Hot,Philosophy,Duke,7
"Hawkins, Jenny",2.5,3,Not Hot,Philosophy,Duke,1
"Jeffrey, Justin",3.9,3.2,Hot,Philosophy,Duke,4
"Janiak, Andrew",3.9,3.6,Hot,Philosophy,Duke,9
"Jelinek, Elizabeth Joann",4.5,3,Hot,Philosophy,Duke,1
"Kane, Whitney",,,Not Hot,Philosophy,Duke,0
"Kerchner, Bre",,,Not Hot,Philosophy,Duke,0
"Luco, Andres",4.2,3,Not Hot,Philosophy,Duke,3
"MacIntyre, Alasdair",5,1,Not Hot,Philosophy,Duke,1
"Mariscal, Carlos",4.8,2.2,Not Hot,Philosophy,Duke,4
"Miller, Leonore",5,5,Hot,Philosophy,Duke,3
"Miller, Patrick",3.2,2,Not Hot,Philosophy,Duke,4
"Miller, David Marshal",3.5,3,Not Hot,Philosophy,Duke,6
"Miller, Lester W",4.8,3.3,Hot,Philosophy,Duke,3
"Mudimbe, Valentin",2.8,5,Not Hot,Philosophy,Duke,2
"Neander, Karen",3.4,3,Not Hot,Philosophy,Duke,4
"Norman, Wayne",3.2,2.5,Not Hot,Philosophy,Duke,2
"Ong, James Abordo",4.3,3.3,Not Hot,Philosophy,Duke,3
"Parent, Ted",3,2.5,Not Hot,Philosophy,Duke,2
"Prymus, Kylie",5,4.5,Not Hot,Philosophy,Duke,4
"Ramsey, Grant",3.3,2.2,Hot,Philosophy,Duke,6
"Rosenberg, Alex",4.3,2.5,Not Hot,Philosophy,Duke,20
"Sanford, David",2.7,4.4,Not Hot,Philosophy,Duke,5
"Schmaltz, Tad",3.5,3.4,Not Hot,Philosophy,Duke,12
"Stephens, Daniel",,,Not Hot,Philosophy,Duke,0
"Vakarelov, Orlin",1.5,2,Not Hot,Philosophy,Duke,2
"Ward, William",,,Not Hot,Philosophy,Duke,0
"Ward, Benjamin",3.1,2.6,Not Hot,Philosophy,Duke,5
"Williams, Robert",4.5,4,Not Hot,Philosophy,Duke,1
"Wilson, Yolonda ",2,4,Not Hot,Philosophy,Duke,1
"Wojtach, William",5,3,Hot,Philosophy,Duke,2
"Wong, David",4.4,3.4,Not Hot,Philosophy,Duke,10
"Bishop, Robert",3,1.5,Not Hot,Philosophy,Rice,2
"Davidson, Jack",2.1,3.4,Not Hot,Philosophy,Rice,8
"Engelhardt, Tristram",5,3,Hot,Philosophy,Rice,1
"Grandy, Richard",4.2,2,Not Hot,Philosophy,Rice,2
"Kulstad, Mark",4.9,2.7,Not Hot,Philosophy,Rice,7
"Norcross, Alastair",4,3.9,Hot,Philosophy,Rice,7
"Orlandi, Nicoletta",3.5,3,Not Hot,Philosophy,Rice,1
"Sheinman, Hanoch",3.8,2.5,Not Hot,Philosophy,Rice,4
"Sher, George",4.1,3.8,Not Hot,Philosophy,Rice,4
"Swindell, Jennifer",,,Not Hot,Philosophy,Rice,0
"Atkinson, Ti-Grace",3.5,3.5,Not Hot,Philosophy,Tufts,4
"Azzouni, Jody",4.2,2.5,Not Hot,Philosophy,Tufts,2
"Bauer, Nancy",4.6,3.4,Hot,Philosophy,Tufts,18
"Baz, Avner",4.5,3.2,Hot,Philosophy,Tufts,5
"Boyden, Aaron",2.2,2.5,Not Hot,Philosophy,Tufts,4
"Denby, David",4.6,3.6,Not Hot,Philosophy,Tufts,36
"Dennett, Daniel",3.4,3.1,Not Hot,Philosophy,Tufts,14
"Epstein, Brian",5,4,Hot,Philosophy,Tufts,1
"Forber, Patrick",5,3.5,Hot,Philosophy,Tufts,4
"Hartimo, Mirja",4.5,5,Hot,Philosophy,Tufts,1
"Jackendoff, Ray",2.8,1.5,Not Hot,Philosophy,Tufts,4
"Kelly, Erin",3.4,2.9,Hot,Philosophy,Tufts,7
"Kober, Gal",5,3.1,Hot,Philosophy,Tufts,7
"Leighton, Kimberly",3,4,Not Hot,Philosophy,Tufts,4
"Link, Monica",5,3.5,Hot,Philosophy,Tufts,2
"McConnell, Jeffrey",2.8,3.2,Not Hot,Philosophy,Tufts,24
"McPherson, Lionel",3,2.9,Hot,Philosophy,Tufts,11
"Newman, Anthony",2.8,3.5,Not Hot,Philosophy,Tufts,12
"Olfert, Christiana",5,4,Not Hot,Philosophy,Tufts,1
"Phillips, Chris",3.5,2.3,Not Hot,Philosophy,Tufts,3
"Richard, Mark",3.2,1.7,Hot,Philosophy,Tufts,6
"Robichaud, Christopher",2.6,3,Not Hot,Philosophy,Tufts,4
"Russinoff, Susan",4.1,2.7,Hot,Philosophy,Tufts,46
"Silver, Mitchell",4.2,3,Not Hot,Philosophy,Tufts,5
"Smith, George",4.2,2,Not Hot,Philosophy,Tufts,10
"Urbanek, Valent",3,2,Not Hot,Philosophy,Tufts,3
"White, Stephen",4.3,1.9,Hot,Philosophy,Tufts,9
"Burke, Tamsen",2.5,3.2,Not Hot,Physical Ed,UChicago,4
"Bacon, Neil",,,Not Hot,Physical Ed,Yale,0
"Fletcher, Brooks",5,2.5,Not Hot,Physical Ed,MIT,4
"Buchanan, Pamela",3.5,4,Not Hot,Physical Ed,UTexas,1
"Hopkins, John",5,5,Hot,Physical Ed,UTexas,1
"Ramirez, Terri",2.9,2.5,Not Hot,Physical Ed,UTexas,4
"Slacks, Rosie",4.5,4,Not Hot,Physical Ed,UTexas,1
"Young, Vince",5,5,Not Hot,Physical Ed,UTexas,1
"Allbin, Jon",3.4,2.2,Hot,Physical Ed,Stanford,5
"Coach, AL",5,5,Not Hot,Physical Ed,Duke,3
"Hackett, Jan",5,4.7,Not Hot,Physical Ed,Duke,3
"Jindra, Lisa",5,4.4,Hot,Physical Ed,Duke,5
"Miller, Tim",4.7,3.7,Not Hot,Physical Ed,Duke,3
"Yakola, Scott",4.2,4.5,Not Hot,Physical Ed,Duke,2
"King, Tracy",5,5,Hot,Physical Ed,Rice,1
"Perry, Tracy",5,5,Not Hot,Physical Ed,Rice,1
"Perkins, Rhiannon",4.2,4,Hot,Physical Ed,Rice,2
"Daly, Michael",4.8,5,Hot,Physical Ed,Tufts,5
"Dean, Shawn",4.9,4,Hot,Physical Ed,Tufts,9
"McEldowney, Elliott",5,3,Hot,Physical Ed,Tufts,2
"Morwick, Kristen",3,3,Not Hot,Physical Ed,Tufts,1
"Murphy, Brian",4.5,5,Not Hot,Physical Ed,Tufts,1
"Pimental, Michael",5,5,Hot,Physical Ed,Tufts,1
"Walsh, John",5,4.3,Hot,Physical Ed,Tufts,3
"Whiting, Martha",4.5,3,Hot,Physical Ed,Tufts,2
"Abrahamson, Michael",4.5,2,Hot,Physical Education,Harvard,1
"Funkhouser, Beth",4.5,3,Hot,Physical Education,Harvard,1
"Blum, Matt",,,Not Hot,Physical Education,MIT,0
"Matsuzaki, Carol",5,3,Hot,Physical Education,MIT,1
"MacK, Robert",1.5,1,Not Hot,Physical Education,UTexas,1
"Oliver, Peter",5,5,Not Hot,Physical Education,UTexas,1
"Yoon, SI",5,5,Not Hot,Physical Education,UTexas,1
"Sandlin, Phil",,,Hot,Physical Education,Stanford,0
"Alphin, Franca",2.5,2.2,Not Hot,Physical Education,Duke,4
"Bickers-Bock, Lindsey",2.5,2,Not Hot,Physical Education,Duke,1
"Dale, Gregory",5,5,Hot,Physical Education,Duke,1
"Krzyzewski, Mike",5,5,Hot,Physical Education,Duke,2
"Ogilvie, Jan",5,3,Hot,Physical Education,Duke,1
"Hoyt, Adam",5,5,Hot,Physical Education,Tufts,1
"Abella, Isaac",4.2,2.7,Not Hot,Physics,UChicago,19
"Blucher, Edward",4.5,3.7,Not Hot,Physics,UChicago,3
"Cluzel, Philippe",3.4,2.8,Hot,Physics,UChicago,9
"Coopersmith, Susan",2.5,1.7,Not Hot,Physics,UChicago,3
"Cunha, Carlos",5,4.3,Hot,Physics,UChicago,3
"Gazes, Stuart",4.1,4,Not Hot,Physics,UChicago,9
"Jaeger, Heinrich",3.8,3.2,Hot,Physics,UChicago,4
"Kang, Woowon",4.5,5,Not Hot,Physics,UChicago,1
"Levin, Kathryn",2,3,Not Hot,Physics,UChicago,1
"Merritt, Frank",3.2,2.2,Not Hot,Physics,UChicago,9
"Nagel, Sidney",4.1,3.4,Not Hot,Physics,UChicago,5
"Oreglia, Mark",4,3.5,Not Hot,Physics,UChicago,2
"Pryke, Clement",2.8,1.6,Hot,Physics,UChicago,5
"Shochet, Mel",3.8,2.3,Not Hot,Physics,UChicago,3
"Wah, Yau",3.1,3,Not Hot,Physics,UChicago,5
"Wakely, Scott",4.5,3.5,Hot,Physics,UChicago,2
"Anderson, David",4.5,4.7,Hot,Physics,CMU,3
"Ashkin, Julius",5,2,Not Hot,Physics,CMU,1
"Briere, Roy",3.1,2.4,Not Hot,Physics,CMU,11
"Deserno, Markus",5,3.5,Not Hot,Physics,CMU,2
"Ferguson, Tom",3.4,1.6,Not Hot,Physics,CMU,8
"Garoff, Stephen",2.4,1.9,Not Hot,Physics,CMU,16
"Franklin, Gregg",5,4,Not Hot,Physics,CMU,2
"Gilman, Fred",5,5,Not Hot,Physics,CMU,1
"Holman, Richard",3.2,1.3,Not Hot,Physics,CMU,3
"Klein, George",3.9,3,Not Hot,Physics,CMU,4
"Majetich, Sara",2.4,1.8,Not Hot,Physics,CMU,8
"Meyer, Curtis",4.2,2.3,Not Hot,Physics,CMU,3
"Peterson, Jeffrey",2.4,2.7,Not Hot,Physics,CMU,6
"Paulini, Manfred",4.2,2.5,Not Hot,Physics,CMU,2
"Quinn, Brian",4,2,Not Hot,Physics,CMU,2
"Russ, James",2.1,2.1,Not Hot,Physics,CMU,7
"Schumacher, Reinhardt",3.6,2.6,Not Hot,Physics,CMU,9
"Sekerka, Robert F.",2.4,2.1,Not Hot,Physics,CMU,8
"Suter, Robert",5,3,Not Hot,Physics,CMU,1
"Swendsen, Robert",3.5,1.8,Not Hot,Physics,CMU,10
"Widom, Michael",2,3,Not Hot,Physics,CMU,3
"Woods, Kristina",1.4,2.8,Not Hot,Physics,CMU,4
"Bialek, William",4.6,2.9,Hot,Physics,Princeton,8
"Fowler, Joseph",4,2,Not Hot,Physics,Princeton,1
"Huse, David",3.8,2,Not Hot,Physics,Princeton,4
"Marlow, Daniel",4.5,3.3,Not Hot,Physics,Princeton,3
"Page, Lyman",4.9,3.4,Hot,Physics,Princeton,9
"Romalis, Michael",2.7,4,Not Hot,Physics,Princeton,3
"Faison, Michael",2.9,2.5,Not Hot,Physics,Yale,6
"Harris, John",3.7,2.3,Hot,Physics,Yale,3
"Irons, Stephen",4.5,5,Not Hot,Physics,Yale,1
"Lamoreaux, Steve",3,5,Hot,Physics,Yale,1
"Shankar, Ramamurti",4.8,3.2,Hot,Physics,Yale,5
"Urry, C. Meg",3.7,3,Not Hot,Physics,Yale,3
"Turek, Benjamin",5,3,Hot,Physics,Yale,1
"Adams, Alan",4.5,3,Not Hot,Physics,MIT,1
"Belcher, John",2.7,2.9,Not Hot,Physics,MIT,7
"Buzca, Wit",5,2,Not Hot,Physics,MIT,3
"Chakrabarty, Deepto",4.8,2,Not Hot,Physics,MIT,2
"Chen, Min",1,3,Not Hot,Physics,MIT,1
"Coppi, Bruno",1,3,Hot,Physics,MIT,2
"Chuang, Isaac",2,1.3,Not Hot,Physics,MIT,3
"Dourmashkin, Peter",4.7,2.6,Hot,Physics,MIT,14
"Feliciano, Enectali",5,1,Hot,Physics,MIT,1
"Fisher, Peter",4,3,Not Hot,Physics,MIT,5
"Freeman, Gordon",4,2.5,Hot,Physics,MIT,11
"Greytak, Tom",2,2.3,Not Hot,Physics,MIT,6
"Guth, Alan",3,2,Not Hot,Physics,MIT,2
"Hughes, Scott",4.8,2.8,Hot,Physics,MIT,5
"Hudson, Eric",4.9,2.8,Not Hot,Physics,MIT,13
"Jaffe, Robert",5,3,Hot,Physics,MIT,5
"Kaiser, David",4,2,Not Hot,Physics,MIT,1
"Ketterle, Wolfie",4.2,2.7,Hot,Physics,MIT,7
"Liu, Hong",3.8,1.5,Not Hot,Physics,MIT,2
"Kowalski, Stanley",1.8,2.3,Not Hot,Physics,MIT,14
"Lewin, Walter",4.8,3.7,Hot,Physics,MIT,37
"Randall, Lisa",4,4,Hot,Physics,MIT,1
"Rapaport, Saul",4.5,3,Not Hot,Physics,MIT,2
"Schechter, Paul",2.9,2.7,Not Hot,Physics,MIT,7
"Surrow, Bernd",4,3,Hot,Physics,MIT,4
"Tegmark, Max",5,3.5,Hot,Physics,MIT,2
"Vuletic, Vladan",4.5,2,Not Hot,Physics,MIT,1
"Wood, Elizabeth",5,3,Hot,Physics,MIT,1
"Wen, Xiao-Gang",2.5,3,Not Hot,Physics,MIT,1
"Wyslouch, Bolek",3.2,2.7,Not Hot,Physics,MIT,3
"Zwiebach, Barton",4.9,3.2,Hot,Physics,MIT,4
"Zwierlein, Martin",,,Not Hot,Physics,MIT,0
"Antoniewicz, Peter",3.3,2.7,Hot,Physics,UTexas,3
"Berk, Herbert",1,2.7,Not Hot,Physics,UTexas,3
"Bohm, Arno",,,Not Hot,Physics,UTexas,0
"Chelikowsky, James",4,2.5,Not Hot,Physics,UTexas,4
"Clark, Robert",1,1,Not Hot,Physics,UTexas,1
"Coker, W. Rory",4.4,2.3,Not Hot,Physics,UTexas,10
"De Lozanne, Alejandro",3.5,3,Not Hot,Physics,UTexas,1
"Dicus, Duane",,,Not Hot,Physics,UTexas,0
"Ditmire, Todd",3.2,1.7,Not Hot,Physics,UTexas,9
"Eriskine, James",2.3,2.3,Not Hot,Physics,UTexas,3
"Erickson, Nathan",3,3,Not Hot,Physics,UTexas,2
"Fischler, Willy",3.2,2.5,Not Hot,Physics,UTexas,2
"Fitzpatrick, Richard",3,1.3,Not Hot,Physics,UTexas,3
"Florin, Ernst-Ludwig",2.5,1,Not Hot,Physics,UTexas,1
"Gordon, Vernita",1.2,1.5,Not Hot,Physics,UTexas,2
"Guchhait, Samaresh",1.5,4,Not Hot,Physics,UTexas,1
"Guthrie, Matt",,,Not Hot,Physics,UTexas,0
"Kaplunovsky, Vadim",,,Not Hot,Physics,UTexas,0
"Kleinman, ",1.2,1.2,Not Hot,Physics,UTexas,5
"Klein, Joshua",5,2.7,Hot,Physics,UTexas,3
"Kopp, Sacha",4.2,2.5,Not Hot,Physics,UTexas,2
"Landis, Chad",3.8,2,Not Hot,Physics,UTexas,2
"MacDonald, Allan",2.2,4,Not Hot,Physics,UTexas,2
"Markert, John",4.8,3.7,Not Hot,Physics,UTexas,3
"Markert, Christina",2.2,3.7,Hot,Physics,UTexas,3
